"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Deckenia_nobilis"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Medusagyne_oppositifolia"	"Psychotria_pervillei"	"Alstonia_macrophylla"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_090"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Ceratina_tabescens"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_090"	"Euodynerus_cylindricus"	"Nectarinia_dussumieri"	"Unidentified_sp5_M_PL_090"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_090"	"Eagris_sabadius"	"Pachycerina_seychellensis"	"Scaptodrosophila_sp1_M_PL_090"	"Tricimba_seychellensis"	"Unidentified_sp3_M_PL_090"	"Unidentified_sp4_M_PL_090"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0	0.173076923076923	0.147435897435897	0.0256410256410256	0.0192307692307692	0.0128205128205128	0	0.00641025641025641	0.0256410256410256	0.00641025641025641	0.0256410256410256	0.0256410256410256	0.0192307692307692	0	0	0	0	0.00641025641025641	0	0	0	0.00641025641025641	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0	0	0	0.323529411764706	0.0294117647058824	0.0220588235294118	0.0808823529411765	0	0.0220588235294118	0	0	0.00735294117647059	0	0	0	0	0	0.00735294117647059	0	0	0	0	0.00735294117647059	0	0	0
"Deckenia_nobilis"	0	0	0	0	0	0	0	0	0	0.25	0.0833333333333333	0.0833333333333333	0	0.0462962962962963	0	0.0277777777777778	0.00925925925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0	0	0	0.277777777777778	0.148148148148148	0	0.00925925925925926	0	0.0185185185185185	0.00925925925925926	0	0.00925925925925926	0	0	0	0	0	0	0	0.00925925925925926	0	0.00925925925925926	0	0	0	0.00925925925925926
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0	0.211538461538462	0.144230769230769	0.0192307692307692	0.00961538461538462	0.0480769230769231	0.0384615384615385	0.0192307692307692	0	0.00961538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Medusagyne_oppositifolia"	0	0	0	0	0	0	0	0	0	0.416666666666667	0.0166666666666667	0	0	0.0333333333333333	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0.0166666666666667	0
"Psychotria_pervillei"	0	0	0	0	0	0	0	0	0	0.394736842105263	0.0789473684210526	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alstonia_macrophylla"	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0.0333333333333333	0.0666666666666667	0	0.0333333333333333	0.0333333333333333	0	0	0	0.1	0	0.0666666666666667	0.0666666666666667	0	0.0333333333333333	0	0	0	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.0703125	0.114583333333333	0.0703125	0.078125	0.0572916666666667	0.0651041666666667	0.0390625	0.00520833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.161971830985915	0.028169014084507	0.0633802816901408	0.112676056338028	0.105633802816901	0.00704225352112676	0.0211267605633803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_germana"	0.111111111111111	0.0833333333333333	0.25	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0.0882352941176471	0.323529411764706	0	0.0294117647058824	0.0294117647058824	0	0.0294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0.0666666666666667	0	0.166666666666667	0	0.166666666666667	0.0666666666666667	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0	0.136363636363636	0	0.0909090909090909	0.181818181818182	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phelsuma_sp1_M_PL_090"	0.0714285714285714	0	0.214285714285714	0.0714285714285714	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanostoma_annulipes"	0.333333333333333	0	0.0833333333333333	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_olivaceus"	0.1	0.1	0	0.1	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratina_tabescens"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_090"	0.375	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euodynerus_cylindricus"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp5_M_PL_090"	0	0.166666666666667	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhynchium_brunneum"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_090"	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eagris_sabadius"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_seychellensis"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scaptodrosophila_sp1_M_PL_090"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tricimba_seychellensis"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp3_M_PL_090"	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_090"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
