"Rhombomys_opimus"	"Meriones_meridianus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_tamariscinus"	"Allactaga_elater"	"Dipus_sagitta"	"Cricetulus_migratorius"	"Ellobius_talpinus"	"Spermophilopsis_leptodactylus"	"Pygeretmus_pumilio"	"Diplomesodon_pulchellum"	"Microtus_socialis"	"Crocidura_suaveolens"	"Allactaga_major"	"Allactaga_severtzovi"	"Eremodipus_lichtensteini"	"Xenopsylla_gerbilli"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Xenopsylla_skrjabini"	"Echidnophaga_oschanini"	"Ctenophthalmus_dolichus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Nosopsyllus_turkmenicus"	"Rhadinopsylla_cedestis"	"Stenoponia_conspecta"	"Xenopsylla_hirtipes"	"Stenoponia_vlasovi"	"Oropsylla_ilovaiskii"	"Nosopsyllus_tersus"	"Nosopsyllus_aralis"	"Rostropsylla_daca"	"Mesopsylla_lenis"	"Mesopsylla_tuschkan"	"Desertopsylla_rothschildi"	"Ophthalmopsylla_volgensis"	"Frontopsylla_macrophthalma"	"Amphipsylla_rossica"	"Synosternus_longispinus"	"Mesopsylla_eucta"	"Paradoxopsyllus_repandus"	"Leptopsylla_nana"	"Mesopsylla_hebes"	"Nosopsyllus_fidus"
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321428571428571	0	0.178571428571429	0	0	0	0	0	0	0	0
"Diplomesodon_pulchellum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.111111111111111	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"Allactaga_severtzovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Eremodipus_lichtensteini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"Xenopsylla_gerbilli"	0.490465018065788	0.0085096898315424	0.000100886865937779	0.000563089484303881	0.000199427525690958	3.51930927689925e-05	7.03861855379851e-05	4.69241236919901e-05	0	4.692412369199e-06	0	4.692412369199e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coptopsylla_lamellifer"	0.487328984586965	0.00609016913929458	0.00202043525948161	5.77267216994747e-05	0.00404087051896323	8.6590082549212e-05	8.6590082549212e-05	0.000230906886797899	0	0	0	5.77267216994747e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_laeviceps"	0.405546623794212	0.05832440157199	0.0318417291889961	0.00111647016791711	0.00178635226866738	0.000580564487316899	0.000133976420150054	0.000669882100750268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_conformis"	0.264425669602732	0.0321768829768111	0.177062735933849	0.00269638684163221	0.0158188028042423	0.000359518245550962	0.00206722991191803	0.000539277368326443	0.00458385763077476	0	0	0.000269638684163221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_skrjabini"	0.496525679758308	0	0.00317220543806647	0.000302114803625378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Echidnophaga_oschanini"	0.49712368168744	0	0	0.00143815915627996	0	0.000639181847235539	0	0.000798977309044423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_dolichus"	0.471737823211064	0.0255562236921227	0	0	0.000601322910402886	0	0.000601322910402886	0.000601322910402886	0	0	0	0	0	0.00090198436560433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_trispinus"	0.0534449452672247	0.000965872504829363	0.0241468126207341	0.421442369607212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_setosa"	0.105861244019139	0	0.0161483253588517	0.375	0	0	0	0.00179425837320574	0.00119617224880383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_turkmenicus"	0.190012970168612	0.103112840466926	0.103761348897536	0	0.103112840466926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_cedestis"	0.463864306784661	0	0.0361356932153392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_conspecta"	0.416897506925208	0.0290858725761773	0.0304709141274238	0	0.0235457063711911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_hirtipes"	0.484104046242775	0	0.00289017341040462	0.0130057803468208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_vlasovi"	0.461016949152542	0.011864406779661	0.0135593220338983	0	0.0101694915254237	0	0	0	0.00338983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_ilovaiskii"	0.150246305418719	0	0.00738916256157635	0.342364532019704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_tersus"	0.479020979020979	0.0104895104895105	0.0104895104895105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_aralis"	0.196	0.008	0.008	0	0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rostropsylla_daca"	0.0945945945945946	0	0	0	0	0	0	0	0	0.405405405405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_lenis"	0.0344827586206897	0	0	0	0	0.46551724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_tuschkan"	0	0	0	0	0	0.0909090909090909	0	0	0	0	0.409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Desertopsylla_rothschildi"	0	0	0	0	0	0	0.452380952380952	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ophthalmopsylla_volgensis"	0	0	0	0	0	0.1875	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_macrophthalma"	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Synosternus_longispinus"	0.3125	0	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_eucta"	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_repandus"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_nana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_fidus"	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
