"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Apodemus_agrarius"	"Microtus_arvalis"	"Microtus_subterraneus"	"Microtus_agrestis"	"Apodemus_sylvaticus"	"Neomys_fodiens"	"Apodemus_uralensis"	"Sorex_alpinus"	"Neomys_anomalus"	"Myoxus_glis"	"Sorex_minutus"	"Crocidura_suaveolens"	"Muscardinus_avellanarius"	"Microtus_tatricus"	"Talpa_europaea"	"Arvicola_terrestris"	"Sicista_betulina"	"Dryomys_nitedula"	"Micromys_minutus"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_assimilis"	"Peromyscopsylla_silvatica"	"Leptopsylla_segnis"	"Ctenophthalmus_solutus"	"Amalaraeus_arvicolae"	"Ctenophthalmus_uncinatus"	"Ctenophthalmus_congener"	"Hystrichopsylla_talpae"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_obtusus"	"Peromyscopsylla_fallax"	"Ceratophyllus_sciurorum"	"Nosopsyllus_fasciatus"	"Amphipsylla_rossica"	"Atyphloceras_nuperus"	"Rhadinopsylla_pentacantha"	"Palaeopsylla_kohauti"	"Ctenophthalmus_bisoctodentatus"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166080500195389	0.05978898007034	0.000976944118796405	0.0894880812817507	0.0672137553731927	0.00175849941383353	0.0041031652989449	0.0336068776865963	0.000781555295037124	0.000976944118796405	0.000390777647518562	0.0185619382571317	0.0134818288393904	0.00254005470887065	0.0031262211801485	0.0130910511918718	0.012504884720594	0.00840171942164908	0.000390777647518562	0.000390777647518562	0	0.00175849941383353	0.000586166471277843	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301478953356086	0.00227531285551763	0.265073947667804	0.00113765642775882	0.00511945392491468	0.159271899886234	0.00910125142207053	0.000568828213879408	0.000568828213879408	0.00341296928327645	0	0.00113765642775882	0.000568828213879408	0.00967007963594994	0.00511945392491468	0.000568828213879408	0	0	0	0	0	0	0	0.00511945392491468	0.00113765642775882
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24453125	0.1234375	0.00625	0.00234375	0.00078125	0.003125	0.0046875	0.0015625	0.01484375	0.065625	0	0.00234375	0.0015625	0.00625	0.01015625	0.003125	0.0015625	0	0.00234375	0.00390625	0	0.00078125	0.00078125	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232418524871355	0.0531732418524871	0.00428816466552316	0	0.000857632933104631	0	0.00428816466552316	0	0.128644939965695	0.0240137221269297	0	0.00171526586620926	0.000857632933104631	0.0197255574614065	0.0128644939965695	0.00257289879931389	0	0.00257289879931389	0	0.0111492281303602	0	0	0	0	0.000857632933104631
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210896309314587	0.0746924428822496	0	0.0246045694200351	0.0272407732864675	0.00263620386643234	0.115992970123023	0.0070298769771529	0.00175746924428822	0.00175746924428822	0.00175746924428822	0.00175746924428822	0.00263620386643234	0.00439367311072056	0.00790861159929701	0.00351493848857645	0	0	0	0.000878734622144112	0.0105448154657293	0	0	0	0
"Microtus_subterraneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207528957528958	0.0144787644787645	0.00482625482625483	0.0241312741312741	0.0501930501930502	0	0.00193050193050193	0.00772200772200772	0.000965250965250965	0.000965250965250965	0.145752895752896	0.000965250965250965	0.0115830115830116	0.00386100386100386	0.00386100386100386	0.0028957528957529	0	0.0106177606177606	0	0	0	0.000965250965250965	0.00675675675675676	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22156862745098	0.0352941176470588	0.000980392156862745	0.0303921568627451	0.0705882352941176	0.000980392156862745	0.0382352941176471	0.0352941176470588	0.00196078431372549	0.00196078431372549	0.0127450980392157	0.000980392156862745	0.00294117647058824	0.0176470588235294	0.0147058823529412	0.00490196078431373	0.000980392156862745	0.00588235294117647	0	0	0.000980392156862745	0.000980392156862745	0	0	0
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267441860465116	0.086046511627907	0.00232558139534884	0.00697674418604651	0	0.00232558139534884	0.00232558139534884	0	0.0581395348837209	0.0372093023255814	0	0.00697674418604651	0.00697674418604651	0.00232558139534884	0.00232558139534884	0.00697674418604651	0	0	0	0.00930232558139535	0.00232558139534884	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0684931506849315	0.00684931506849315	0.297945205479452	0	0.0102739726027397	0.0753424657534247	0.00684931506849315	0	0.00342465753424658	0.00342465753424658	0	0	0	0.00684931506849315	0.0136986301369863	0	0	0	0	0	0	0	0.00342465753424658	0	0.00342465753424658
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134020618556701	0.0721649484536082	0	0.0154639175257732	0.0103092783505155	0.00515463917525773	0.0515463917525773	0	0	0.195876288659794	0	0	0	0	0.0154639175257732	0	0	0	0	0	0	0	0	0	0
"Sorex_alpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0731707317073171	0	0.213414634146341	0	0.0121951219512195	0.158536585365854	0.00609756097560976	0.0121951219512195	0	0	0	0	0	0.0182926829268293	0.00609756097560976	0	0	0	0	0	0	0	0	0	0
"Neomys_anomalus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0822784810126582	0.0316455696202532	0.316455696202532	0	0.0126582278481013	0.0569620253164557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myoxus_glis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	0	0.208333333333333	0	0	0.25	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0	0.227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Muscardinus_avellanarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545454545455	0	0	0	0	0	0
"Microtus_tatricus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0.0833333333333333	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_agyrtes"	0.18000847098687	0.0112240576027107	0.066285472257518	0.0573909360440491	0.0508259212198221	0.0455315544260906	0.0478610758153325	0.0243540872511648	0.00423549343498518	0.00550614146548073	0.00254129606099111	0.00275307073274036	0	0.000211774671749259	0	0.000211774671749259	0	0.000211774671749259	0.000635324015247776	0	0	0.000211774671749259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.211034482758621	0.00275862068965517	0.108965517241379	0.0427586206896552	0.0586206896551724	0.0103448275862069	0.0248275862068966	0.0255172413793103	0.00137931034482759	0.0096551724137931	0	0.00344827586206897	0	0	0	0	0.000689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.0037147102526003	0.346210995542348	0.00594353640416048	0.0037147102526003	0	0.0037147102526003	0.000742942050520059	0.000742942050520059	0.0646359583952452	0	0.0260029717682021	0.037147102526003	0	0.00742942050520059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.413357400722022	0.00180505415162455	0.00270758122743682	0	0.0252707581227437	0.0225631768953069	0.0279783393501805	0.00270758122743682	0	0.00270758122743682	0	0	0	0	0	0	0	0	0	0.000902527075812274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_bidentata"	0.329501915708812	0.00862068965517241	0.000957854406130268	0.000957854406130268	0.0296934865900383	0.0498084291187739	0.0689655172413793	0	0.0028735632183908	0.00191570881226054	0.00191570881226054	0.00191570881226054	0	0	0	0	0.000957854406130268	0	0	0.00191570881226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratopsylla_dasycnema"	0.0120320855614973	0.374331550802139	0.0053475935828877	0	0.00401069518716578	0	0.00133689839572193	0.00133689839572193	0.0294117647058824	0.00133689839572193	0.0347593582887701	0.0120320855614973	0	0.0160427807486631	0.00802139037433155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.0444915254237288	0.0338983050847458	0.0127118644067797	0.0105932203389831	0.279661016949153	0.00423728813559322	0.0826271186440678	0.00211864406779661	0.00423728813559322	0.0211864406779661	0.00211864406779661	0	0	0	0	0	0	0	0.00211864406779661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_silvatica"	0.373913043478261	0.00217391304347826	0.00434782608695652	0	0.0173913043478261	0.0173913043478261	0.0782608695652174	0	0	0	0.00434782608695652	0	0	0.00217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.00952380952380952	0.00238095238095238	0.0452380952380952	0.357142857142857	0.00476190476190476	0.00238095238095238	0.00476190476190476	0.0595238095238095	0.00238095238095238	0	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_solutus"	0.0136612021857923	0.0163934426229508	0.229508196721311	0.0765027322404372	0.00546448087431694	0.00273224043715847	0.00546448087431694	0.0437158469945355	0.00273224043715847	0.103825136612022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_arvicolae"	0.00588235294117647	0	0	0	0.00588235294117647	0.444117647058824	0.0382352941176471	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_uncinatus"	0.435779816513761	0.00917431192660551	0.0137614678899083	0.00917431192660551	0.00917431192660551	0.00458715596330275	0.00458715596330275	0.0137614678899083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_congener"	0.367021276595745	0.00531914893617021	0.0106382978723404	0.00531914893617021	0.0159574468085106	0.0638297872340425	0.0159574468085106	0.0159574468085106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.0691489361702128	0.0904255319148936	0.0425531914893617	0.122340425531915	0.0265957446808511	0.0212765957446809	0.0957446808510638	0.00531914893617021	0.0106382978723404	0	0.0159574468085106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_orientalis"	0.0888888888888889	0.05	0.0722222222222222	0.0833333333333333	0.05	0.0222222222222222	0.0833333333333333	0.00555555555555556	0.0222222222222222	0.0166666666666667	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_integella"	0.372222222222222	0.00555555555555556	0.0222222222222222	0.0166666666666667	0.0222222222222222	0.0166666666666667	0.0277777777777778	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_obtusus"	0.477611940298507	0	0.0149253731343284	0	0	0	0.00746268656716418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_fallax"	0.330769230769231	0	0	0.0230769230769231	0	0.0846153846153846	0.0461538461538462	0	0	0	0	0	0	0	0	0	0.0153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0.0163934426229508	0	0.0245901639344262	0	0	0	0	0	0	0	0	0	0.360655737704918	0	0	0.0819672131147541	0	0	0	0	0.0163934426229508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_fasciatus"	0.04	0	0.1	0.26	0.02	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0	0	0	0	0.428571428571429	0	0.0357142857142857	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atyphloceras_nuperus"	0.375	0	0.0416666666666667	0	0	0.0416666666666667	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_pentacantha"	0.125	0	0.0416666666666667	0	0	0.291666666666667	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_kohauti"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_bisoctodentatus"	0	0.125	0	0.0625	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
