"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Memecylon_eleagni"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_087"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_087"	"Hemipyrellia_sp1_M_PL_087"	"Rhiparida_seychellensis"	"Unidentified_sp4_M_PL_087"	"Cratopus_aurostriatus"	"Neophyllomyza_approximatonervis"	"Megachile_seychellensis"	"Mabuya_sechellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_087"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0.122549019607843	0.127450980392157	0.0833333333333333	0	0.0294117647058824	0.0392156862745098	0.0294117647058824	0.0294117647058824	0.0147058823529412	0.0196078431372549	0	0	0	0.00490196078431373
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0	0.275862068965517	0.137931034482759	0	0	0.0517241379310345	0	0	0	0	0	0.0344827586206897	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0	0	0.293103448275862	0.103448275862069	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0	0	0.394736842105263	0.0789473684210526	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0.0666666666666667	0.4	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0
"Memecylon_eleagni"	0	0	0	0	0	0	0	0	0.464285714285714	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0
"Psychotria_pervillei"	0	0	0	0	0	0	0	0	0.222222222222222	0.111111111111111	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"Apis_mellifera"	0.135869565217391	0.0869565217391304	0.0923913043478261	0.0815217391304348	0.0108695652173913	0.0706521739130435	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.228070175438596	0.0701754385964912	0.0526315789473684	0.0263157894736842	0.105263157894737	0	0.0175438596491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_087"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0.333333333333333	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_087"	0.333333333333333	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_sp1_M_PL_087"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_087"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cratopus_aurostriatus"	0.375	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0	0.333333333333333	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mabuya_sechellensis"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcidoma_disjunctum"	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp3_M_PL_087"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
