"Rhombomys_opimus"	"Cricetulus_migratorius"	"Meriones_tamariscinus"	"Allactaga_elater"	"Meriones_meridianus"	"Ellobius_talpinus"	"Pygeretmus_pumilio"	"Allactaga_major"	"Allactaga_sibirica"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Microtus_gregalis"	"Microtus_socialis"	"Microtus_arvalis"	"Pygeretmus_shitkovi"	"Dipus_sagitta"	"Stylodipus_telum"	"Spermophilus_pygmaeus"	"Xenopsylla_skrjabini"	"Xenopsylla_hirtipes"	"Xenopsylla_gerbilli"	"Xenopsylla_conformis"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_laeviceps"	"Mesopsylla_lenis"	"Coptopsylla_lamellifer"	"Echidnophaga_oschanini"	"Mesopsylla_eucta"	"Mesopsylla_tuschkan"	"Xenopsylla_magdalinae"	"Mesopsylla_hebes"	"Ophthalmopsylla_volgensis"	"Ctenophthalmus_arvalis"	"Ctenophthalmus_dolichus"	"Nosopsyllus_consimilis"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Amphipsylla_rossica"	"Nosopsyllus_fidus"	"Pectinoctenus_nemorosa"	"Citellophilus_ullus"	"Rhadinopsylla_socia"	"Ctenophthalmus_dux"	"Rhadinopsylla_cedestis"	"Rhadinopsylla_bivirgis"	"Amphipsylla_dumalis"	"Citellophilus_trispinus"	"Ctenophthalmus_breviatus"	"Paradoxopsyllus_repandus"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236496664514741	0.140413169786959	0.0666021088874543	0.000860770389498601	0	0.0177533892834087	0	0.0130191521411663	0.0108672261674198	0.00021519259737465	0	0	0	0	0	0.00624058532386486	0	0	0.00279750376587045	0	0	0	0.00118355928556058	0.0017215407789972	0	0.0012911555842479	0.000322788896061975	0	0	0	0.00021519259737465
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428198433420366	0	0	0	0	0	0	0	0	0.00391644908616188	0.0117493472584856	0	0.010443864229765	0.0365535248041775	0	0.00652741514360313	0	0	0	0	0	0	0	0	0.00261096605744125	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269480519480519	0	0.193181818181818	0.00324675324675325	0	0.0113636363636364	0	0	0	0	0	0.00324675324675325	0	0	0	0	0	0.0113636363636364	0	0.00811688311688312	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395256916996047	0.00592885375494071	0	0	0.278656126482213	0	0	0.106719367588933	0.0177865612648221	0	0.00592885375494071	0.0731225296442688	0.00395256916996047	0	0.00395256916996047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380630630630631	0	0.0968468468468468	0	0	0.00900900900900901	0.0045045045045045	0	0	0	0	0.00900900900900901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_talpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40625	0	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0.0625	0	0	0.0104166666666667	0	0	0
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235294117647059	0.405882352941176	0	0	0.0588235294117647	0	0	0	0	0	0	0.0117647058823529	0	0	0	0	0	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467213114754098	0	0.0163934426229508	0	0.0163934426229508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043859649122807	0	0	0.087719298245614	0.12280701754386	0	0.149122807017544	0.0964912280701754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0.0465116279069767	0.0232558139534884	0	0.0232558139534884	0.127906976744186	0.232558139534884	0	0	0	0	0	0	0	0	0
