"Sideroxylon_cinereum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Toddalia_asiatica"	"Aphloia_theiformis"	"Erythroxylum_macrocarpum"	"Psiadia_terebinthina"	"Antirhea_borbonica"	"Doratoxylon_apetalum"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_073"	"Fannia_pusio"	"Apis_mellifera"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Musca_domestica"	"Stomoxys_calcitrans"	"Dysauxes_florida"	"Nacoleia_sp2_M_PL_073"	"Pachycerina_crinicornis"	"Episyrphus_sp1_M_PL_073"	"Gelechioidea_sp1_M_PL_073"	"Mauritiborium_undulatus"	"Technomyrmex_albipes"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_073"	"Stomoxys_niger"	"Cotesia_sp1_M_PL_073"	"Orthellia_albigena"	"Cheloninae_sp1_M_PL_073"	"Henotesia_narcissus"	"Hydrotaea_fuliginosa"	"Lygistorrhina_sp1_M_PL_073"	"Melanostoma_bituberculatum"	"Panara_naso"	"Sapromyza_sp1_M_PL_073"	"Scopariinae_sp1_M_PL_073"	"Zosterops_mauritianus"	"Brachymyrmex_sp1_M_PL_073"	"Cixiidae_sp1_M_PL_073"	"Lecithoceridae_sp1_M_PL_073"	"Melanagromyza_sojae"	"Polistes_hebraeus"	"Psyllidae_sp1_M_PL_073"	"Scirtidae_sp1_M_PL_073"	"Thelairodrino_sp1_M_PL_073"
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0.069620253164557	0.151898734177215	0.0506329113924051	0.0316455696202532	0.069620253164557	0.0253164556962025	0	0	0.00632911392405063	0	0.00632911392405063	0	0	0.0189873417721519	0.00632911392405063	0	0	0	0.0189873417721519	0	0.0126582278481013	0	0	0	0	0	0.00632911392405063	0.0126582278481013	0	0	0.00632911392405063	0.00632911392405063	0	0	0	0
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0.192307692307692	0.166666666666667	0	0.032051282051282	0.0192307692307692	0	0	0	0	0	0.0192307692307692	0	0.0192307692307692	0	0	0	0.00641025641025641	0.0128205128205128	0.0192307692307692	0	0	0	0.0128205128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0.01	0.02	0.01	0.01	0.06	0	0	0.02	0	0.05	0	0	0.02	0.02	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0.01	0.01
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0.121951219512195	0.0365853658536585	0	0.0853658536585366	0.0487804878048781	0	0	0.0609756097560976	0	0.0609756097560976	0	0	0	0	0.0121951219512195	0.024390243902439	0.024390243902439	0	0	0	0	0	0	0	0	0	0.0121951219512195	0	0	0.0121951219512195	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0.0875	0	0.1	0.0125	0.0875	0.0375	0.05	0	0	0.025	0	0	0	0.0375	0.0125	0.0125	0	0	0	0	0	0	0	0	0	0.0125	0.0125	0	0	0	0	0	0	0.0125	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0.148648648648649	0	0	0.0135135135135135	0.027027027027027	0	0.0135135135135135	0.027027027027027	0	0	0.027027027027027	0.0405405405405405	0.0540540540540541	0.0675675675675676	0	0	0	0.0135135135135135	0	0	0	0	0	0.027027027027027	0.027027027027027	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0.0166666666666667	0.133333333333333	0.05	0	0.0166666666666667	0.133333333333333	0.0333333333333333	0	0.0166666666666667	0	0.0166666666666667	0	0	0.0166666666666667	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratoxylon_apetalum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0
