"Arvicola_terrestris"	"Apodemus_sylvaticus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Chionomys_gud"	"Spermophilus_pygmaeus"	"Cricetulus_migratorius"	"Microtus_socialis"	"Cricetus_cricetus"	"Microtus_majori"	"Mesocricetus_raddei"	"Amphipsylla_rossica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_wagneri"	"Leptopsylla_taschenbergi"	"Nosopsyllus_mokrzeckyi"	"Ctenophthalmus_proximus"	"Ctenophthalmus_orientalis"	"Citellophilus_tesquorum"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Ctenophthalmus_secundus"	"Paradoxopsyllus_hesperius"	"Ctenophthalmus_chionomydis"	"Rhadinopsylla_ucrainica"	"Amphipsylla_kuznetzovi"	"Callopsylla_caspia"	"Ctenophthalmus_acuminatus"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0.326295585412668	0.00863723608445298	0.110364683301344	0.00767754318618042	0	0.00959692898272553	0.00575815738963532	0	0.0191938579654511	0.00767754318618042	0	0	0	0.00191938579654511	0	0	0	0	0.00287907869481766
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0	0.00779220779220779	0.111688311688312	0.0168831168831169	0.136363636363636	0.0961038961038961	0.0753246753246753	0.025974025974026	0.0025974025974026	0.0025974025974026	0	0.0155844155844156	0	0	0.0025974025974026	0	0	0.0025974025974026	0.0038961038961039	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0.0822784810126582	0.0210970464135021	0.0886075949367089	0.149789029535865	0.139240506329114	0.0147679324894515	0	0	0	0.00421940928270042	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0.02	0.245	0.15	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0.015	0.01
"Chionomys_gud"	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0.0176470588235294	0.0588235294117647	0.0470588235294118	0.0235294117647059	0	0.0117647058823529	0	0	0.0647058823529412	0	0.0588235294117647	0.0705882352941176	0.0176470588235294	0.0352941176470588	0.0352941176470588	0	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.4625	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0.213333333333333	0.0466666666666667	0	0.0133333333333333	0	0.16	0	0	0	0.0133333333333333	0.0533333333333333	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0.282051282051282	0.0256410256410256	0	0	0	0.141025641025641	0	0	0	0.0512820512820513	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_majori"	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.0555555555555556	0.0555555555555556	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0
