"Coffea_macrocarpa"	"Sideroxylon_puberulum"	"Phyllanthus_phillyreifolius"	"Badula_platiphylla"	"Coffea_mauritiana"	"Warneckea_trinervis"	"Antirhea_borbonica"	"Grangeria_borbonica"	"Helichrysum_proteoides"	"Mimusops_erythroxylon"	"Aphloia_theiformis"	"Agauria_salicifolia"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Gaertnera_rotundifolia"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Olea_lancea"	"Cordemoya_integrifolia"	"Euodia_chapelieri"	"Monimiastrum_globosum"	"Ochna_mauritiana"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Ocotea_laevigata"	"Polyscias_mauritiana"	"Nacoleia_sp3_M_PL_065"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp2_M_PL_065"	"Pheidole_megacephala"	"Pachycerina_crinicornis"	"Stomorhina_lunata"	"Psilopa_iceryae"	"Allograpta_nasuta"	"Chaetocnema_sp2_M_PL_065"	"Nacoleia_sp4_M_PL_065"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_065"	"Paragus_borbonicus"	"Lygistorrhina_sp2_M_PL_065"	"Panara_naso"	"Zosterops_mauritianus"	"Ahasverus_advena"	"Chrysomya_megacephala"	"Drosophila_sp2_M_PL_065"	"Eilema_squalida"	"Gelechioidea_sp1_M_PL_065"	"Ischiodon_aegyptius"	"Polistes_hebraeus"	"Scopariinae_sp1_M_PL_065"	"Trichoplusia_indicator"	"Achaea_finita"	"Acopsis_viridicans"	"Aganais_borbonica"	"Agrostis_atritegulator"	"Campopleginae_sp1_M_PL_065"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_065"	"Eristalinus_flaveolus"	"Foudia_madagascariense"	"Hippotion_eson"	"Limonia_sp1_M_PL_065"	"Lygaeidae_sp2_M_PL_065"	"Mordellidae_sp2_M_PL_065"	"Ornidia_obesa"	"Peribaea_sp1_M_PL_065"	"Phelsuma_cepediana"	"Pycnonotus_jocosus"	"Spodoptera_littoralis"	"Tarundia_servillei"
"Coffea_macrocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414634146341463	0.0121951219512195	0.0121951219512195	0	0	0.0121951219512195	0	0.0121951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0.024390243902439	0.0121951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sideroxylon_puberulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027027027027	0.243243243243243	0	0	0	0	0.0135135135135135	0	0.0135135135135135	0	0	0	0	0	0	0	0.0405405405405405	0	0	0	0	0	0	0.027027027027027	0	0.027027027027027	0.0135135135135135	0	0.0135135135135135	0.0135135135135135	0	0.0135135135135135	0	0	0.0135135135135135	0.0135135135135135	0	0	0	0	0	0	0.0135135135135135	0.0135135135135135	0
"Phyllanthus_phillyreifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283333333333333	0	0.216666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Badula_platiphylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288461538461538	0	0	0.115384615384615	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0
"Coffea_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115384615384615	0.153846153846154	0.115384615384615	0	0	0	0	0	0.0384615384615385	0	0.0576923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0
"Warneckea_trinervis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260869565217391	0.173913043478261	0	0	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Grangeria_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119047619047619	0.261904761904762	0	0	0	0.0238095238095238	0.0238095238095238	0	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Helichrysum_proteoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.175	0	0.125	0	0.05	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025
"Mimusops_erythroxylon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230769230769231	0	0.0384615384615385	0	0	0	0	0	0	0.192307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0
