"Psychotria_hoffmannseggiana"	"Psychotria_marginata"	"Psychotria_acuminata"	"Psychotria_deflexa"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Psychotria_poeppigiana"	"Psychotria_emetica"	"Psychotria_psychotrifolia"	"Psychotria_brachybotrya"	"Psychotria_pittieri"	"Psychotria_racemosa"	"Psychotria_grandis"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Manacus_vitellinus"	"Catharus_fuscescens"	"Catharus_minimus"	"Habia_fuscicauda"	"Schiffornis_turdinus"	"Empidonax_virescens"	"Mionectes_oleagineus"	"Trogon_rufus"
"Psychotria_hoffmannseggiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382352941176471	0.0514705882352941	0.0220588235294118	0.00735294117647059	0.00735294117647059	0.0220588235294118	0	0.00735294117647059	0	0	0
"Psychotria_marginata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160714285714286	0.142857142857143	0.0267857142857143	0.0892857142857143	0.0625	0	0	0.00892857142857143	0	0	0.00892857142857143
"Psychotria_acuminata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.07	0.13	0	0.01	0.03	0	0	0	0	0
"Psychotria_deflexa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160714285714286	0.196428571428571	0.0892857142857143	0	0	0	0.0535714285714286	0	0	0	0
"Psychotria_horizontalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232142857142857	0.0357142857142857	0.107142857142857	0.0357142857142857	0.0357142857142857	0.0178571428571429	0	0	0.0178571428571429	0.0178571428571429	0
"Psychotria_limonensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0.02	0.02	0.04	0	0	0	0	0	0
"Psychotria_poeppigiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230769230769231	0.115384615384615	0.0384615384615385	0.0384615384615385	0	0	0.0769230769230769	0	0	0	0
"Psychotria_emetica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0.285714285714286	0	0	0	0	0
"Psychotria_psychotrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.2	0	0	0	0	0	0	0	0	0
"Psychotria_brachybotrya"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.25	0.125	0	0	0	0	0	0	0	0
"Psychotria_pittieri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0.333333333333333	0	0	0	0	0	0	0
"Psychotria_racemosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0	0.166666666666667	0	0	0	0	0	0	0
"Psychotria_grandis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
"Pipra_mentalis"	0.171052631578947	0.0592105263157895	0.0855263157894737	0.0296052631578947	0.0427631578947368	0.0690789473684211	0.0197368421052632	0	0.00986842105263158	0.00328947368421053	0	0.00328947368421053	0.00657894736842105	0	0	0	0	0	0	0	0	0	0	0
"Pipra_coronata"	0.0673076923076923	0.153846153846154	0.0673076923076923	0.105769230769231	0.0192307692307692	0	0.0288461538461538	0	0.0192307692307692	0.0192307692307692	0.00961538461538462	0.00961538461538462	0	0	0	0	0	0	0	0	0	0	0	0
"Catharus_ustulatus"	0.0416666666666667	0.0416666666666667	0.180555555555556	0.0694444444444444	0.0833333333333333	0.0138888888888889	0.0138888888888889	0.0416666666666667	0	0.0138888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Manacus_vitellinus"	0.0277777777777778	0.277777777777778	0	0	0.0555555555555556	0.0277777777777778	0.0277777777777778	0	0	0	0.0555555555555556	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0
"Catharus_fuscescens"	0.0384615384615385	0.269230769230769	0.0384615384615385	0	0.0769230769230769	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catharus_minimus"	0.136363636363636	0	0.136363636363636	0	0.0454545454545455	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Habia_fuscicauda"	0	0	0	0.3	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Schiffornis_turdinus"	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empidonax_virescens"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mionectes_oleagineus"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trogon_rufus"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
