"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Clethrionomys_centralis"	0	0	0	0	0	0	0	0.358520900321543	0.0819935691318328	0.0104501607717042	0.00482315112540193	0.00683279742765273	0.000803858520900322	0.0180868167202572	0.012459807073955	0.000803858520900322	0.00120578778135048	0.000401929260450161	0.0020096463022508	0.000401929260450161	0.000401929260450161	0.000803858520900322	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0.0908360128617363	0.227491961414791	0.152733118971061	0.00482315112540193	0.000803858520900322	0.000803858520900322	0.00643086816720257	0.0112540192926045	0.00160771704180064	0	0.00160771704180064	0.000803858520900322	0.000803858520900322	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0.0681818181818182	0.00649350649350649	0	0.012987012987013	0.0292207792207792	0.233766233766234	0.0616883116883117	0.00649350649350649	0.0324675324675325	0	0.0324675324675325	0.00974025974025974	0	0	0	0.00649350649350649
"Sicista_tianshanica"	0	0	0	0	0	0	0	0.0514705882352941	0	0	0.0588235294117647	0.352941176470588	0.0147058823529412	0	0	0.0220588235294118	0	0	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0.0367647058823529	0.00735294117647059	0	0.411764705882353	0.0294117647058824	0	0	0	0	0	0	0	0	0.0147058823529412	0	0
"Sorex_asper"	0	0	0	0	0	0	0	0.0087719298245614	0	0.0087719298245614	0.368421052631579	0.0789473684210526	0.0087719298245614	0.0175438596491228	0	0	0	0	0.0087719298245614	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0.125	0	0	0
"Amalaraeus_penicilliger"	0.429258902791145	0.0543792107795958	0.0101058710298364	0.00336862367661213	0.00240615976900866	0.000481231953801732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0.208163265306122	0.288775510204082	0.00204081632653061	0	0.00102040816326531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paraneopsylla_ioffi"	0.0599078341013825	0.43778801843318	0	0	0	0.00230414746543779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0.046875	0.0234375	0.015625	0.03125	0.21875	0.1640625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_ornata"	0.0965909090909091	0.00568181818181818	0.0511363636363636	0.272727272727273	0.0227272727272727	0.0511363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kuznetzovi"	0.0128205128205128	0.00641025641025641	0.461538461538462	0.0128205128205128	0	0.00641025641025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0.304054054054054	0.0540540540540541	0.128378378378378	0	0	0.0135135135135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_dahurica"	0.329787234042553	0.148936170212766	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.0588235294117647	0.0588235294117647	0.294117647058824	0.0882352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_sibirica"	0.1	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_suknevi"	0.0384615384615385	0.0769230769230769	0.384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_angusta"	0.25	0.05	0.15	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0.0833333333333333	0.0833333333333333	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.166666666666667	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
