"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210508626484428	0.153148106654717	0.132646202106207	0	0.00201658077526328	0	0	0	0	0	0	0	0	0	0.00145641944880125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224064530584808	0	0
"Marmota_caudata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289368104312939	0	0.12938816449348	0.0804914744232698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752256770310933	0	0	0	0	0	0	0	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019893899204244	0	0.00464190981432361	0	0.470159151193634	0	0	0.00464190981432361	0.0019893899204244	0	0	0.0026525198938992	0.00663129973474801	0	0.00464190981432361	0	0	0	0.0013262599469496	0	0.0013262599469496	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0	0.165	0.00333333333333333	0.160833333333333	0	0.1	0.00166666666666667	0.0175	0.00666666666666667	0	0	0	0	0.0141666666666667	0	0.0183333333333333	0	0.0075	0	0	0	0	0	0.00166666666666667	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679347826086957	0.271739130434783	0	0.00407608695652174	0	0	0.0869565217391304	0	0	0.0529891304347826	0.0326086956521739	0	0.00271739130434783	0.0285326086956522	0	0.0108695652173913	0.00271739130434783	0	0	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00490196078431373	0	0.00490196078431373	0.00735294117647059	0	0.316176470588235	0	0	0.017156862745098	0.00980392156862745	0.0980392156862745	0	0	0	0	0	0	0	0	0	0.0245098039215686	0	0	0	0	0.00490196078431373	0	0.00735294117647059	0.00490196078431373
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961538461538462	0	0.00961538461538462	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0.105769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217391304347826	0	0	0	0	0	0	0.0289855072463768	0.253623188405797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0.0961538461538462	0.134615384615385	0	0.115384615384615	0	0.0384615384615385	0	0.0384615384615385	0	0	0
