"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0	0	0.166666666666667	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_breviatus"	0.13695652173913	0.156521739130435	0.0521739130434783	0.0239130434782609	0.0369565217391304	0.0282608695652174	0.00869565217391304	0.0217391304347826	0.00434782608695652	0	0.00434782608695652	0.0195652173913043	0	0.00652173913043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.141089108910891	0.00495049504950495	0	0.121287128712871	0.0148514851485149	0.047029702970297	0.0792079207920792	0	0.0420792079207921	0.00495049504950495	0.0445544554455446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0.0905511811023622	0.0551181102362205	0.188976377952756	0.0078740157480315	0.0393700787401575	0.0275590551181102	0	0.0511811023622047	0	0	0	0.0393700787401575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0.279279279279279	0.00900900900900901	0	0.0315315315315315	0.0810810810810811	0.0405405405405405	0.0135135135135135	0	0	0.027027027027027	0	0	0.00900900900900901	0.00900900900900901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.267441860465116	0	0	0.0581395348837209	0	0.0581395348837209	0.0697674418604651	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_ilovaiskii"	0	0	0	0	0	0	0	0.435483870967742	0	0	0	0	0.032258064516129	0	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0	0	0	0	0	0	0.157894736842105	0	0	0.289473684210526	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_bidentata"	0.1875	0	0	0	0	0.0625	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0	0	0	0	0	0	0	0	0.433333333333333	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_prima"	0	0.4	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_semura"	0	0	0	0	0.357142857142857	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_setosa"	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kalabukhovi"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kuznetzovi"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
