"Trema_micrantha"	"Cecropia_pachystachia"	"Urera_baccifera"	"Chamissoa_altissima"	"Cabralea_canjerana"	"Dendropanax_cuneatum"	"Pera_glabrata"	"Trichilia_clauseni"	"Citharexylum_mirianthum"	"Zanthoxylum_hyemale"	"Talauma_ovata"	"Gomidesia_affinis"	"Ocotea_macropoda"	"Ocotea_corimbosa"	"Miconia_discolor"	"Cestrum_sp1_M_SD_012"	"Momordica_charantia"	"Ocotea_sp1_M_SD_012"	"Miconia_elegans"	"Pereskia_aculeata"	"Persia_major"	"Protium_heptaphyllum"	"Rubus_sp1_M_SD_012"	"Copaifera_langsdorffii"	"Maytenus_aquifolium"	"Miconia_sp1_M_SD_012"	"Palicourea_sp1_M_SD_012"	"Paullinia_sp1_M_SD_012"	"Xylopia_brasiliensis"	"Chlorophora_tinctoria"	"Cordia_sp1_M_SD_012"	"Ficus_luschnatiana"	"Paullinia_rhomboidea"	"Piper_sp1_M_SD_012"	"Rhipsalis_sp1_M_SD_012"	"Tachyphonus_coronatus"	"Chiroxiphia_caudata"	"Trichothraupis_melanops"	"Vireo_olivaceus"	"Manacus_manacus"	"Saltator_similis"	"Dacnis_cayana"	"Elaenia_flavogaster"	"Pitangus_sulphuratus"	"Thraupis_sayaca"	"Myiodynastes_maculatus"	"Habia_rubica"	"Turdus_rufiventris"	"Ramphocelus_carbo"	"Tyrannus_melancholicus"	"Thlypopsis_sordida"	"Myiophobus_fasciatus"	"Tangara_cayana"	"Coereba_flaveola"	"Cyclarhis_gujanensis"	"Penelope_superciliaris"	"Ramphastos_toco"	"Turdus_amaurochalinus"	"Tyrannus_savanna"	"Conirostrum_speciosum"	"Cyanocorax_cristatellus"	"Pipraeidea_melanonota"	"Sirystes_sibilator"	"Tityra_cayana"
"Trema_micrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694444444444444	0.0347222222222222	0.0833333333333333	0.0486111111111111	0.0347222222222222	0.0833333333333333	0.0416666666666667	0.0138888888888889	0	0.0208333333333333	0.00694444444444444	0.00694444444444444	0	0.00694444444444444	0.00694444444444444	0.0138888888888889	0	0.0138888888888889	0	0	0	0	0	0.0138888888888889	0	0	0	0	0
"Cecropia_pachystachia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0.0138888888888889	0.0277777777777778	0	0.0277777777777778	0	0.0416666666666667	0.0138888888888889	0.0138888888888889	0.0694444444444444	0	0	0.0138888888888889	0.0277777777777778	0	0	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0
"Urera_baccifera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0.106060606060606	0	0.0606060606060606	0	0	0	0	0	0	0.0909090909090909	0	0.0303030303030303	0	0	0	0	0.0151515151515152	0	0	0	0	0	0	0	0.0151515151515152	0	0
"Chamissoa_altissima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0333333333333333	0.183333333333333	0	0.0333333333333333	0.0333333333333333	0.0166666666666667	0.0333333333333333	0	0.0166666666666667	0	0.0166666666666667	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0.0166666666666667	0	0	0	0
"Cabralea_canjerana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	0	0.166666666666667	0	0	0.0625	0	0.125	0	0.0833333333333333	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dendropanax_cuneatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0.0833333333333333	0.104166666666667	0.166666666666667	0	0	0	0	0	0	0.0208333333333333	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"Pera_glabrata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159090909090909	0.0227272727272727	0.0227272727272727	0.0681818181818182	0.0454545454545455	0.0454545454545455	0.0681818181818182	0	0	0.0227272727272727	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0
"Trichilia_clauseni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0681818181818182	0.0227272727272727	0.0454545454545455	0.159090909090909	0	0.0454545454545455	0	0	0	0	0	0.0227272727272727	0	0	0	0.0681818181818182	0	0	0	0.0681818181818182	0	0	0	0	0	0	0	0	0
"Citharexylum_mirianthum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0.0238095238095238	0.0238095238095238	0	0	0	0	0.0952380952380952	0	0.19047619047619	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zanthoxylum_hyemale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264705882352941	0	0	0.147058823529412	0	0	0	0	0	0	0	0	0.0294117647058824	0	0.0294117647058824	0	0.0294117647058824	0	0	0	0	0	0	0	0	0
