"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sciurus_vulgaris"	"Apodemus_peninsulae"	"Microtus_oeconomus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Microtus_agrestis"	"Sicista_betulina"	"Talpa_altaica"	"Arvicola_terrestris"	"Myopus_schisticolor"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_sibirica"	"Palaeopsylla_soricis"	"Catallagia_dacenkoi"	"Neopsylla_mana"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Catallagia_fetisovi"	"Rhadinopsylla_integella"	"Rhadinopsylla_altaica"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Leptopsylla_sicistae"	"Rhadinopsylla_pseudodahurica"	"Ceratophyllus_sciurorum"	"Ctenophyllus_subarmatus"	"Neopsylla_acanthina"	"Frontopsylla_elata"	"Megabothris_calcarifer"	"Amphipsylla_vinogradovi"	"Hystrichopsylla_microti"	"Neopsylla_pleskei"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157167530224525	0.00259067357512953	0.0772884283246978	0.0854922279792746	0	0.0367012089810017	0.0138169257340242	0.0323834196891192	0.0237478411053541	0.0159758203799655	0.0276338514680484	0.00863557858376511	0.00431778929188256	0.00431778929188256	0.00259067357512953	0	0	0.00129533678756477	0	0	0.000863557858376511	0.00172711571675302	0.000863557858376511	0.000863557858376511	0.000863557858376511	0.000863557858376511
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0914927768860353	0.00321027287319422	0.0778491171749599	0.0634028892455859	0	0.0738362760834671	0.0192616372391653	0.0569823434991974	0.0192616372391653	0.0321027287319422	0.0304975922953451	0.0112359550561798	0.00882825040128411	0.00321027287319422	0.00401284109149278	0	0	0.00321027287319422	0	0	0	0	0.00160513643659711	0	0	0
"Tamias_sibiricus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454545454545455	0.45	0.0113636363636364	0.00227272727272727	0	0	0.00340909090909091	0	0.0204545454545455	0.00340909090909091	0.00227272727272727	0	0	0.00227272727272727	0	0	0	0	0	0	0	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542168674698795	0.00301204819277108	0	0.423192771084337	0	0	0	0.00451807228915663	0	0	0	0	0	0	0	0	0	0.00903614457831325	0.00602409638554217	0	0	0	0	0	0
"Apodemus_peninsulae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161290322580645	0.0161290322580645	0.0806451612903226	0.0290322580645161	0	0.0193548387096774	0.0451612903225806	0	0.0838709677419355	0.125806451612903	0	0	0.00967741935483871	0.0129032258064516	0.00967741935483871	0.0129032258064516	0.0225806451612903	0	0	0.00645161290322581	0.00967741935483871	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606060606060606	0	0.053030303030303	0.0946969696969697	0	0.0151515151515152	0.208333333333333	0	0.0340909090909091	0.0265151515151515	0	0	0.00757575757575758	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0989010989010989	0.0274725274725275	0.0769230769230769	0.010989010989011	0	0.10989010989011	0.032967032967033	0.0604395604395604	0.021978021978022	0.0164835164835165	0.043956043956044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153846153846154	0	0	0.430769230769231	0	0	0	0	0	0	0	0	0.0538461538461538	0	0	0	0	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101851851851852	0.0462962962962963	0.101851851851852	0.0648148148148148	0	0.0740740740740741	0.037037037037037	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0185185185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0.178571428571429	0	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0.107142857142857	0	0	0	0	0	0	0	0	0
"Talpa_altaica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0
"Myopus_schisticolor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.340823970037453	0.106741573033708	0.00374531835205993	0	0.00468164794007491	0.0149812734082397	0.0168539325842697	0	0.0102996254681648	0	0	0.00187265917602996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_indages"	0.00656455142231947	0.00437636761487965	0.433260393873085	0.0393873085339169	0.00547045951859956	0	0.00547045951859956	0	0.00547045951859956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.252824858757062	0.137005649717514	0.0141242937853107	0.00282485875706215	0.0353107344632768	0.019774011299435	0.019774011299435	0	0.0155367231638418	0.00282485875706215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.303680981595092	0.121165644171779	0.00306748466257669	0	0.0138036809815951	0.0383435582822086	0.00306748466257669	0.00306748466257669	0.0107361963190184	0	0	0	0.00306748466257669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
