"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0.204808548530721	0.0983971504897596	0.0808103294746216	0.04986642920748	0.0229296527159394	0.0164737310774711	0.0155832591273375	0.00133570792520036	0.0031166518254675	0.00333926981300089	0.00133570792520036	0.000890471950133571	0.00111308993766696
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0.243512974051896	0.0888223552894212	0.0683632734530938	0.029940119760479	0.0224550898203593	0.0144710578842315	0.00648702594810379	0.00998003992015968	0.00249500998003992	0.00199600798403194	0.00449101796407186	0.00399201596806387	0.0029940119760479
"Apodemus_peninsulae"	0	0	0	0	0	0	0	0.0753138075313808	0.156903765690377	0.00209205020920502	0.196652719665272	0.00418410041841004	0	0.00209205020920502	0.0523012552301255	0.00209205020920502	0.00209205020920502	0.00209205020920502	0.00418410041841004	0
"Tamias_sibiricus"	0	0	0	0	0	0	0	0.00961538461538462	0	0	0.201923076923077	0	0	0	0.0673076923076923	0.201923076923077	0	0	0.0192307692307692	0
"Microtus_evoronensis"	0	0	0	0	0	0	0	0.0675675675675676	0.135135135135135	0.0810810810810811	0	0	0.027027027027027	0.162162162162162	0.0135135135135135	0	0	0.0135135135135135	0	0
"Myopus_schisticolor"	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Megabothris_advenarius"	0.317022742935906	0.16815988973122	0.0124052377670572	0.000344589937973811	0.00172294968986906	0.000344589937973811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pectiniceps"	0.313475177304965	0.126241134751773	0.0531914893617021	0	0.00709219858156028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_dissimilis"	0.357988165680473	0.135108481262327	0.000986193293885602	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_acanthina"	0.280701754385965	0.075187969924812	0.117794486215539	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catallagia_ioffi"	0.343333333333333	0.15	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_microti"	0.352380952380952	0.138095238095238	0	0	0.00952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_asio"	0.364583333333333	0.0677083333333333	0.00520833333333333	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_pisticus"	0.0508474576271186	0.169491525423729	0.211864406779661	0.0593220338983051	0.00847457627118644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_indages"	0.166666666666667	0.0595238095238095	0.0119047619047619	0.25	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catallagia_dacenkoi"	0.375	0.1	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0.176470588235294	0.264705882352941	0.0294117647058824	0	0.0294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_congeneroides"	0.125	0.25	0.0625	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_pseudodahurica"	0.227272727272727	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
