"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322516367776829	0.100056931397666	0.0434101907201822	0	0.00170794192997438	0.000711642470822659	0	0.0180757187588955	0.00683176771989752	0.00199259891830344	0.00241958440079704	0.000426985482493595	0	0.00185027042413891	0	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228839076614252	0.0960187353629977	0.0250920040147206	0.0990297758447641	0	0.0255938440950151	0	0	0	0.0115423218467715	0	0.00451656072264972	0.00451656072264972	0.000501840080294413	0	0.00250920040147206	0	0.00117096018735363	0.000669120107059217	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281002638522427	0.105013192612137	0.0854881266490765	0	0.00633245382585752	0.00237467018469657	0	0.00211081794195251	0.016622691292876	0.000527704485488127	0.000527704485488127	0	0	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0943775100401606	0.071285140562249	0.311746987951807	0.00953815261044177	0.00150602409638554	0.00853413654618474	0	0	0.00200803212851406	0	0	0	0	0	0	0	0	0	0.00100401606425703	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28125	0.0883620689655172	0.12823275862069	0	0	0	0	0	0.0021551724137931	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0678233438485804	0.00630914826498423	0.026813880126183	0	0.26813880126183	0	0.121451104100946	0	0	0	0	0	0	0	0.00630914826498423	0	0	0	0	0	0.00315457413249211
"Microtus_subterraneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211538461538462	0.0416666666666667	0.0769230769230769	0.0288461538461538	0.104166666666667	0.00641025641025641	0	0	0	0	0	0.00961538461538462	0	0	0	0	0.0208333333333333	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412844036697248	0.018348623853211	0.018348623853211	0	0.0688073394495413	0	0.344036697247706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917431192660551
"Crocidura_leucodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257731958762887	0	0.0154639175257732	0	0	0	0	0.0670103092783505	0.0360824742268041	0	0.314432989690722	0	0	0	0.0154639175257732	0	0	0	0	0.0257731958762887	0
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288732394366197	0.169014084507042	0.0422535211267606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
