"Unidentified_sp1_M_SD_034"	"Unidentified_sp2_M_SD_034"	"Prunus_africana"	"Bridelia_micrantha"	"Ficus_sur"	"Manilkara_butugi"	"Antiaris_toxicaria"	"Blighia_unijugata"	"Morus_mesozygia"	"Trilepisium_madagascariense"	"Ficus_exasperata"	"Polyscias_fulva"	"Cyphostemma_cyphopetalum"	"Casearia_battiscombei"	"Harungana_madagascariensis"	"Lantana_camara"	"Solanum_mauritianum"	"Jasminum_fluminense"	"Carissa_edulis"	"Cissus_oliveri"	"Maesa_lanceolata"	"Pittosporum_viridiflorum"	"Rhamnus_prinoides"	"Clerodendrum_capitatum"	"Toddalia_asiatica"	"Culcasia_falcifolia"	"Peponium_vogelii"	"Piper_guineense"	"Allophylus_abyssinicus"	"Coffea_eugenioides"	"Psychotria_peduncularis"	"Dracaena_fragrans"	"Rubus_niveus"	"Pycnonotus_barbatus"	"Cercopithecus_mitis"	"Sylvia_atricapilla"	"Cercopithecus_ascanius"	"Cinnyricinclus_leucogaster"	"Phylloscopus_trochilus"	"Turdus_pelios"	"Andropadus_latirostris"	"Zosterops_senegalensis"	"Ceratogymna_subcylindrica"	"Buccanodon_duchaillui"	"Colobus_guereza"	"Pogoniulus_bilineatus"	"Chlorocichla_laetissima"	"Gymnobucco_bonapartei"	"Andropadus_masukuensis"	"Ploceus_bicolor"	"Phyllastrephus_hypochloris"	"Andropadus_curvirostris"	"Heliosciurus_rufobrachium"	"Melaniparus_funereus"	"Phylloscopus_budongoensis"	"Phyllastrephus_cabanisi"	"Trachyphonus_purpuratus"	"Andropadus_gracilirostris"	"Serinus_citrinelloides"	"Apalis_rufogularis"	"Baeopogon_indicator"	"Hippolais_pallida"	"Andropadus_virens"	"Serinus_mozambicus"	"Colius_striatus"	"Musophaga_rossae"	"Nigrita_canicapillus"	"Papio_anubis"	"Turtur_tympanistria"	"Tricholaema_hirsuta"	"Bleda_syndactylus"	"Oriolus_brachyrhynchus"	"Phylloscopus_sibilatrix"	"Treron_calvus"	"Turdus_olivaceus"	"Cuculus_clamosus"	"Ploceus_nigerrimus"	"Sylvia_borin"	"Alethe_poliocephala"	"Eremomela_turneri"	"Andropadus_ansorgei"	"Estrilda_nonnula"	"Nigrita_fusconotus"	"Elminia_longicauda"	"Platysteira_castanea"	"Platysteira_cyanea"	"Ploceus_insignis"	"Ploceus_melanocephalus"	"Ploceus_ocularis"	"Turdoides_sharpei"	"Anthoscopus_caroli"	"Bathmocercus_rufus"	"Centropus_monachus"	"Chalcomitra_senegalensis"	"Columba_larvata"	"Cossypha_polioptera"	"Laniarius_luehderi"	"Lybius_bidentatus"	"Melaniparus_albiventris"	"Phoenicurus_phoenicurus"	"Ploceus_baglafecht"	"Ploceus_nigricollis"	"Schistolais_leucopogon"	"Serinus_dorsostriatus"	"Spermophaga_ruficapilla"	"Terpsiphone_viridis"	"Tockus_alboterminatus"	"Campephaga_flava"	"Chalcomitra_amethystina"	"Chlorocichla_flavicollis"	"Cossypha_heuglini"	"Cossypha_niveicapilla"	"Cyanomitra_olivacea"	"Cyanomitra_verticalis"	"Dicrurus_adsimilis"	"Hylia_prasina"	"Malimbus_rubricollis"	"Oriolus_auratus"	"Prinia_bairdii"	"Prodotiscus_insignis"	"Sylvia_communis"
"Unidentified_sp1_M_SD_034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101587301587302	0.0150793650793651	0.0507936507936508	0.00873015873015873	0.000793650793650794	0.0238095238095238	0.0746031746031746	0.0166666666666667	0.0547619047619048	0.019047619047619	0.0206349206349206	0	0.00714285714285714	0.0119047619047619	0.00317460317460317	0.0222222222222222	0.00238095238095238	0.00793650793650794	0.00476190476190476	0	0.00238095238095238	0.00238095238095238	0	0.00476190476190476	0.00238095238095238	0.0111111111111111	0.00238095238095238	0.000793650793650794	0.000793650793650794	0.00555555555555556	0	0	0.00158730158730159	0	0	0.000793650793650794	0.00158730158730159	0.000793650793650794	0.000793650793650794	0	0.00158730158730159	0.000793650793650794	0	0	0.000793650793650794	0	0	0.00238095238095238	0	0	0	0	0	0.00158730158730159	0	0	0	0	0	0	0	0.00158730158730159	0	0	0	0	0.00158730158730159	0.000793650793650794	0	0	0.00158730158730159	0	0	0	0	0	0	0	0	0	0	0	0.000793650793650794	0	0.000793650793650794	0.000793650793650794	0.000793650793650794	0
"Unidentified_sp2_M_SD_034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110441767068273	0.035140562248996	0.0230923694779116	0.0190763052208835	0	0.0391566265060241	0.0110441767068273	0.0331325301204819	0.00100401606425703	0.0612449799196787	0.0592369477911647	0.00502008032128514	0.00301204819277108	0.0120481927710843	0.0190763052208835	0.00100401606425703	0.00100401606425703	0.00401606425702811	0.00502008032128514	0.00301204819277108	0.00903614457831325	0.00100401606425703	0	0.00502008032128514	0.00602409638554217	0	0.00200803212851406	0.00401606425702811	0.00502008032128514	0	0	0	0	0	0.00903614457831325	0	0.00301204819277108	0	0	0	0	0.00602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0.00301204819277108	0	0	0.00100401606425703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prunus_africana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879396984924623	0.00251256281407035	0.00376884422110553	0	0.238693467336683	0.103015075376884	0.0188442211055276	0	0	0	0	0.00125628140703518	0.00125628140703518	0.00125628140703518	0	0	0	0	0.00376884422110553	0	0	0.0050251256281407	0	0	0.00376884422110553	0	0.00879396984924623	0.00125628140703518	0.00125628140703518	0.00251256281407035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050251256281407	0	0.00376884422110553	0.00125628140703518	0	0.0050251256281407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bridelia_micrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076056338028169	0.028169014084507	0.052112676056338	0.0338028169014084	0.00422535211267606	0	0.0352112676056338	0.0295774647887324	0.0309859154929577	0.0253521126760563	0.0183098591549296	0.0211267605633803	0.0253521126760563	0.0309859154929577	0.0126760563380282	0.0028169014084507	0.0028169014084507	0.0112676056338028	0.00140845070422535	0.00422535211267606	0	0	0.00422535211267606	0.00422535211267606	0.00422535211267606	0	0	0.00985915492957747	0.00140845070422535	0	0.0028169014084507	0	0.0028169014084507	0	0	0.00422535211267606	0.00140845070422535	0	0.0028169014084507	0	0.00704225352112676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422535211267606	0	0	0	0	0	0	0	0.0028169014084507	0	0	0	0	0	0	0	0.00140845070422535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ficus_sur"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.0583333333333333	0.0166666666666667	0.108333333333333	0	0.00625	0.00208333333333333	0.01875	0.0125	0.00416666666666667	0.0208333333333333	0.104166666666667	0.0125	0.00416666666666667	0.00208333333333333	0.00208333333333333	0.0104166666666667	0	0.0145833333333333	0.00416666666666667	0	0.00416666666666667	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416666666666667	0	0	0	0	0.00416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Manilkara_butugi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870967741935484	0.116129032258065	0.0290322580645161	0.0935483870967742	0	0.0129032258064516	0	0.0193548387096774	0.00967741935483871	0.0387096774193548	0	0.0387096774193548	0	0.0129032258064516	0.0032258064516129	0.00645161290322581	0.0032258064516129	0	0	0.0193548387096774	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antiaris_toxicaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206666666666667	0.0533333333333333	0.0266666666666667	0.03	0	0.04	0	0.00333333333333333	0.00666666666666667	0.00666666666666667	0	0.0366666666666667	0	0	0	0.01	0.0133333333333333	0	0.00666666666666667	0.00333333333333333	0.0366666666666667	0.0166666666666667	0	0	0.00333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Blighia_unijugata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148148148148148	0.0037037037037037	0.0259259259259259	0.0296296296296296	0	0	0	0.0555555555555556	0.0185185185185185	0.0444444444444444	0.0481481481481481	0.0555555555555556	0.0185185185185185	0.0222222222222222	0.0407407407407407	0.00740740740740741	0.0407407407407407	0	0	0.0148148148148148	0	0	0	0.0185185185185185	0	0	0	0	0	0	0	0	0.0148148148148148	0	0	0	0	0	0.0037037037037037	0	0	0	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Morus_mesozygia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	0.1125	0.00833333333333333	0.191666666666667	0	0	0	0.0291666666666667	0	0.00833333333333333	0	0.0375	0	0.00833333333333333	0	0	0	0	0.00833333333333333	0.0291666666666667	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trilepisium_madagascariense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338383838383838	0	0.111111111111111	0	0	0	0	0	0.0202020202020202	0	0.0252525252525253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
