"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401459854014599	0.0109489051094891	0.186131386861314	0	0.0072992700729927	0.0182481751824818	0.135036496350365	0	0.0072992700729927	0	0	0	0.00364963503649635	0.0072992700729927	0.072992700729927	0	0	0	0.00364963503649635	0	0	0	0	0	0.00364963503649635	0	0	0	0.00364963503649635	0	0	0	0
"Vaccinium_myrtilloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255474452554745	0.0510948905109489	0.0401459854014599	0.0364963503649635	0.0583941605839416	0.0437956204379562	0	0.00364963503649635	0.0255474452554745	0.00364963503649635	0.062043795620438	0	0.072992700729927	0.0510948905109489	0	0	0	0	0.0218978102189781	0	0	0	0	0	0	0	0	0	0.00364963503649635	0	0	0	0
"Ledum_groenlandicum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041044776119403	0.082089552238806	0.0111940298507463	0.115671641791045	0.0335820895522388	0	0	0.0335820895522388	0.0111940298507463	0.00746268656716418	0.0186567164179104	0	0	0	0	0.0522388059701493	0	0.0186567164179104	0.0149253731343284	0	0.0149253731343284	0	0	0	0	0	0	0.00746268656716418	0.00373134328358209	0.0149253731343284	0.00373134328358209	0.0149253731343284	0
"Nemopanthus_mucronata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329545454545455	0.0151515151515152	0	0	0.00378787878787879	0.00378787878787879	0	0	0.0265151515151515	0	0	0	0.0568181818181818	0.00378787878787879	0	0	0	0	0	0	0	0	0	0.00378787878787879	0	0.0151515151515152	0.00378787878787879	0	0.0227272727272727	0.00757575757575758	0	0.00757575757575758	0	0
"Gaylussacia_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12719298245614	0.0307017543859649	0	0.0307017543859649	0.0263157894736842	0.0175438596491228	0	0	0.0614035087719298	0.100877192982456	0.0131578947368421	0	0.0043859649122807	0	0	0.0175438596491228	0	0.0307017543859649	0.0219298245614035	0	0	0.0043859649122807	0	0	0	0	0	0	0	0.0131578947368421	0	0	0
"Spiraea_alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206896551724138	0	0	0.0402298850574713	0	0	0	0.0114942528735632	0	0.00574712643678161	0	0	0.0114942528735632	0	0	0.00574712643678161	0.0229885057471264	0	0.0862068965517241	0	0	0	0	0	0	0.0689655172413793	0	0	0	0.00574712643678161	0.0172413793103448	0.0172413793103448
"Chamaedaphne_calyculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128378378378378	0	0.0405405405405405	0.027027027027027	0.00675675675675676	0.168918918918919	0	0.00675675675675676	0.00675675675675676	0	0.00675675675675676	0.00675675675675676	0	0	0	0	0	0	0	0	0.00675675675675676	0	0	0	0.0472972972972973	0	0	0	0.0405405405405405	0.00675675675675676	0	0	0
"Aronia_melanocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072463768115942	0	0.0144927536231884	0.0507246376811594	0.0072463768115942	0	0	0	0.0144927536231884	0	0	0.0072463768115942	0	0.0144927536231884	0	0.0072463768115942	0.101449275362319	0.0144927536231884	0	0	0.0579710144927536	0	0.0942028985507246	0	0	0.0507246376811594	0	0.0217391304347826	0	0.0144927536231884	0	0.0217391304347826	0
"Kalmia_polifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0	0.0810810810810811	0.0405405405405405	0.027027027027027	0	0.175675675675676	0.0135135135135135	0.0540540540540541	0.0135135135135135	0	0.0135135135135135	0.0135135135135135	0	0	0	0	0	0	0	0	0	0	0	0.0540540540540541	0	0	0	0	0	0	0
"Kalmia_angustifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535714285714286	0	0	0.0535714285714286	0.0357142857142857	0.0357142857142857	0	0	0	0	0	0	0.0535714285714286	0	0	0	0	0.232142857142857	0	0	0	0	0	0	0	0.0178571428571429	0.0178571428571429	0	0
"Calopogon_pulchellus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0.166666666666667
"Smilacina_trifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236842105263158	0	0	0	0	0.0263157894736842	0	0	0	0.0526315789473684	0	0	0	0.0263157894736842	0	0	0	0	0	0.157894736842105	0	0
"Andromeda_glaucophylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dilophus_caurinus"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Andrena_vicina"	0.0662650602409639	0.0421686746987952	0.0662650602409639	0.0240963855421687	0.174698795180723	0	0.114457831325301	0.00602409638554217	0.00602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bombus_terricola"	0.0182926829268293	0.0853658536585366	0.134146341463415	0	0.0426829268292683	0.219512195121951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Colletes_inaequalis"	0.349315068493151	0.0753424657534247	0.0205479452054795	0	0	0	0.0410958904109589	0.0136986301369863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
