"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Clidemia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390243902439	0.329268292682927	0	0.0365853658536585	0	0	0.109756097560976	0	0	0	0	0	0	0
"Rhipsalis_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390243902439	0.390243902439024	0	0.0121951219512195	0	0	0	0	0	0	0.0731707317073171	0
"Hieronyma_caribaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0.0454545454545455	0	0.0757575757575758	0	0.0151515151515152	0.0606060606060606	0	0.0151515151515152	0.0606060606060606	0	0.0151515151515152	0
"Cordia_curassavica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310344827586207	0.120689655172414	0	0	0	0.0172413793103448	0	0.0344827586206897	0	0	0	0.0172413793103448	0
"Sapium_aucuparium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172413793103448	0	0	0	0.0344827586206897	0	0	0.206896551724138	0	0.0172413793103448	0.0344827586206897	0.0517241379310345	0.137931034482759	0
"Cordia_bicolor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0925925925925926	0	0.0555555555555556	0	0	0.0925925925925926	0.0740740740740741	0	0.0925925925925926	0	0	0	0.0925925925925926	0
"Anthurium_scandens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365384615384615	0	0	0.0576923076923077	0	0	0	0	0	0	0.0769230769230769
"Laetia_procera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.16	0	0	0.06	0.02	0.14	0.02	0	0	0	0	0
"Sloanea_stipilata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.04	0	0	0	0.02	0.08	0.04	0.02	0	0.02	0.08	0.04	0.02
"Ficus_citrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0.0833333333333333	0.0625	0	0	0.0416666666666667	0	0	0	0	0	0	0
"Ilex_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.0208333333333333	0.416666666666667	0	0	0	0	0	0	0	0	0	0	0
"Chiococca_alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.375	0.025	0.075	0	0	0	0	0	0	0	0	0
"Clusia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0.05	0	0.35	0	0.025	0	0
"Piper_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236842105263158	0	0	0	0	0.263157894736842	0	0	0	0	0
"Coussarea_paniculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138888888888889	0	0.0277777777777778	0	0.0555555555555556	0.111111111111111	0	0.166666666666667	0	0	0	0	0
"Lacistema_aggregatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.0333333333333333	0.166666666666667	0	0.0333333333333333	0.0666666666666667	0	0.0666666666666667	0.0333333333333333	0	0	0	0	0
"Ficus_tobagensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0.115384615384615	0.0769230769230769	0.115384615384615	0.0384615384615385	0	0	0	0	0	0	0	0	0
"Doliocarpus_dentatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.0416666666666667	0.125	0	0	0.208333333333333	0	0
"Myrcia_leptoclada"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458333333333333	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0
"Byrsonima_spicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545454545455	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0
"Anthurium_gracile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0.222222222222222	0	0	0.222222222222222	0	0	0	0	0	0	0
"Calycolpus_glaber"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.0555555555555556	0	0	0.111111111111111	0	0.0555555555555556	0.111111111111111	0	0	0	0.0555555555555556	0
"Cupania_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444444444444	0.0555555555555556	0
"Wulffia_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0.111111111111111	0	0	0	0	0	0.111111111111111	0	0.222222222222222	0	0	0	0
"Davilla_aspera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357142857142857	0	0	0	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0
"Eugenia_baileyi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0.214285714285714	0	0	0.0714285714285714	0	0	0	0	0
"Psidium_guajava"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0
"Castilla_elastica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.416666666666667	0	0	0	0	0
"Myrcia_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.166666666666667	0.0833333333333333	0	0	0
"Henriettea_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0
"Isertia_parviflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.3	0	0	0	0	0	0	0
"Solanum_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.3	0	0	0	0	0	0	0
"Aechmaea_mertensii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0
"Rourea_surinamensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.25	0	0	0	0	0.125	0
"Aechmaea_dichlamydea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0
"Aegiphilia_integrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0
"Norantea_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0
"Phytolacca_rivinoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0
"Psychotria_sp1_M_SD_010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0
"Tangara_gyrola"	0.15679012345679	0.0888888888888889	0.0481481481481481	0.0592592592592593	0.0160493827160494	0.0160493827160494	0.00740740740740741	0.00246913580246914	0	0	0.00246913580246914	0	0.0172839506172839	0	0.00123456790123457	0.00617283950617284	0	0	0.00864197530864197	0.0185185185185185	0.0037037037037037	0.00123456790123457	0	0	0	0.0037037037037037	0.00493827160493827	0	0.0135802469135802	0.0123456790123457	0	0	0	0.00123456790123457	0	0	0	0	0	0.00123456790123457	0	0.00246913580246914	0	0	0	0	0.00246913580246914	0.00123456790123457	0	0.00246913580246914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ramphocelus_carbo"	0.270318021201413	0.0300353356890459	0.00176678445229682	0	0.0088339222614841	0	0.00353356890459364	0	0	0.0247349823321555	0.0477031802120141	0	0	0.0318021201413428	0	0	0	0.0088339222614841	0.00353356890459364	0	0.00176678445229682	0	0	0	0.0088339222614841	0.00176678445229682	0.00530035335689046	0	0	0	0.00176678445229682	0.00353356890459364	0	0.00353356890459364	0.0088339222614841	0	0.00706713780918728	0.00176678445229682	0	0.00353356890459364	0.00353356890459364	0.00530035335689046	0.00353356890459364	0.00353356890459364	0	0.00353356890459364	0	0	0.00176678445229682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tangara_mexicana"	0.156118143459916	0.0654008438818565	0.0232067510548523	0.0358649789029536	0.00210970464135021	0	0.0274261603375527	0.0210970464135021	0	0	0	0.00421940928270042	0.00632911392405063	0.0147679324894515	0	0.00632911392405063	0	0.0168776371308017	0	0.00843881856540084	0.0421940928270042	0.0316455696202532	0	0	0	0.0105485232067511	0.00421940928270042	0	0	0	0	0.00210970464135021	0	0	0	0.00632911392405063	0.00632911392405063	0	0.00632911392405063	0	0	0	0	0	0	0	0.00210970464135021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euphonia_violacea"	0.0422885572139304	0	0.0721393034825871	0.0174129353233831	0	0	0.0124378109452736	0.0721393034825871	0.0945273631840796	0	0.00746268656716418	0.0796019900497512	0	0	0	0	0.0472636815920398	0	0	0.00746268656716418	0	0.00248756218905473	0	0.0223880597014925	0.00248756218905473	0	0.00746268656716418	0	0.00248756218905473	0	0.00995024875621891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chlorophanes_spiza"	0.232558139534884	0.0145348837209302	0.0988372093023256	0.0348837209302326	0.00581395348837209	0.0377906976744186	0.0116279069767442	0.0174418604651163	0	0	0	0	0.0145348837209302	0	0.00581395348837209	0	0	0	0	0	0	0.00872093023255814	0.00872093023255814	0	0	0.00290697674418605	0.00290697674418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00290697674418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thraupis_palmarum"	0.106707317073171	0.0548780487804878	0.00304878048780488	0.0335365853658537	0.149390243902439	0.0426829268292683	0.0365853658536585	0	0	0	0	0.00304878048780488	0	0	0	0.0152439024390244	0	0.00914634146341463	0.00304878048780488	0	0	0	0	0	0.00609756097560976	0.00609756097560976	0	0.00914634146341463	0	0	0	0.00609756097560976	0	0	0.00304878048780488	0.00914634146341463	0	0	0	0	0	0	0	0	0	0	0	0	0.00304878048780488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachyphonus_rufus"	0.0815602836879433	0.0638297872340425	0.0106382978723404	0.0106382978723404	0	0	0.0319148936170213	0.0106382978723404	0.024822695035461	0.102836879432624	0.0319148936170213	0	0.00354609929078014	0.00354609929078014	0	0.0141843971631206	0.0106382978723404	0.00354609929078014	0.0141843971631206	0.00709219858156028	0	0	0	0	0.0141843971631206	0	0	0	0	0	0.0141843971631206	0	0	0	0.00354609929078014	0	0	0	0	0.00709219858156028	0.0106382978723404	0	0.0106382978723404	0.00709219858156028	0	0.00354609929078014	0	0	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dacnis_cayana"	0.195488721804511	0.0112781954887218	0.0488721804511278	0.0037593984962406	0.0150375939849624	0.0601503759398496	0.0150375939849624	0.0075187969924812	0	0	0	0	0.0150375939849624	0	0.0451127819548872	0	0	0.0263157894736842	0.0075187969924812	0	0	0	0.0075187969924812	0	0	0.0075187969924812	0	0.0037593984962406	0	0.0037593984962406	0	0.0037593984962406	0	0.0075187969924812	0	0	0	0	0	0	0	0	0	0	0.0075187969924812	0	0	0.0075187969924812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thraupis_episcopus"	0.0639097744360902	0.0977443609022556	0.0075187969924812	0.0300751879699248	0.12406015037594	0.0037593984962406	0.0338345864661654	0	0	0	0	0	0	0.0075187969924812	0	0.018796992481203	0	0.0037593984962406	0.0037593984962406	0	0	0	0	0.037593984962406	0.0225563909774436	0.0037593984962406	0	0.0112781954887218	0	0	0	0.0075187969924812	0	0	0	0.0037593984962406	0	0.018796992481203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyanerpes_caeruleus"	0.0714285714285714	0	0.175324675324675	0.0194805194805195	0	0.0714285714285714	0	0.0194805194805195	0	0	0	0	0.00649350649350649	0	0.00649350649350649	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0.025974025974026	0	0	0	0	0.012987012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tangara_guttata"	0.266666666666667	0.02	0.08	0.0133333333333333	0	0.06	0	0	0	0	0	0	0.0266666666666667	0	0.0133333333333333	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyanerpes_cyaneus"	0.175438596491228	0	0.0964912280701754	0.043859649122807	0	0	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0	0.0350877192982456	0	0	0	0.0087719298245614	0	0	0	0	0.043859649122807	0	0	0	0	0.0701754385964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coereba_flaveola"	0.109090909090909	0.0363636363636364	0.0272727272727273	0.0727272727272727	0.00909090909090909	0	0	0.00909090909090909	0	0	0	0.0545454545454545	0.00909090909090909	0.00909090909090909	0.0727272727272727	0.0454545454545455	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0.00909090909090909	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachyphonus_luctuosus"	0.227272727272727	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
