"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Medusagyne_oppositifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0.305084745762712	0	0.0847457627118644	0	0	0	0.0423728813559322	0	0	0	0	0.0169491525423729	0.00847457627118644	0	0.0169491525423729	0	0.00847457627118644	0.00847457627118644	0	0	0.00847457627118644	0
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.181818181818182	0.0272727272727273	0	0.0181818181818182	0.0454545454545455	0.0181818181818182	0.0363636363636364	0.0181818181818182	0.0272727272727273	0	0	0.00909090909090909	0	0	0	0	0	0	0.00909090909090909	0	0.00909090909090909
"Deckenia_nobilis"	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.04	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psychotria_pervillei"	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.04	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0	0	0	0	0.131578947368421	0.184210526315789	0	0	0.0526315789473684	0.0526315789473684	0	0	0	0	0	0	0	0.0526315789473684	0	0.0263157894736842	0	0	0	0	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0	0	0	0	0	0.235294117647059	0.205882352941176	0	0	0	0	0	0	0.0294117647058824	0	0	0	0	0	0	0	0	0	0.0294117647058824	0	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416666666666667	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0
"Diospyros_seychellarum"	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Memecylon_eleagni"	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mimusops_sechellarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
