"Arvicola_terrestris"	"Lagurus_lagurus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Microtus_gregalis"	"Spermophilus_pygmaeus"	"Marmota_bobak"	"Allocricetulus_eversmanni"	"Neomys_fodiens"	"Sorex_araneus"	"Cricetulus_migratorius"	"Microtus_arvalis"	"Allactaga_major"	"Apodemus_uralensis"	"Spermophilus_major"	"Sicista_subtilis"	"Ellobius_talpinus"	"Megabothris_walkeri"	"Ctenophthalmus_breviatus"	"Citellophilus_tesquorum"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Stenoponia_ivanovi"	"Amphipsylla_sibirica"	"Amphipsylla_rossica"	"Mesopsylla_hebes"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Amphipsylla_prima"	"Pectinoctenus_pavlovskii"	"Oropsylla_ilovaiskii"	"Corrodopsylla_birulai"	"Amphipsylla_dumalis"	"Frontopsylla_elatoides"	"Leptopsylla_segnis"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307956104252401	0.0733882030178327	0.0178326474622771	0.056241426611797	0.0274348422496571	0.00137174211248285	0	0	0.00411522633744856	0	0	0.00411522633744856	0	0	0.00342935528120713	0	0	0	0.00411522633744856	0	0	0	0	0
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249216300940439	0.166144200626959	0.00626959247648903	0.0689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0.00940438871473354	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00823045267489712	0	0	0.0946502057613169	0.00617283950617284	0.271604938271605	0.0185185185185185	0	0.0164609053497942	0	0.0411522633744856	0	0	0	0.0205761316872428	0.0226337448559671	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497237569060773	0.259668508287293	0.0524861878453039	0.0193370165745856	0.104972375690608	0	0	0	0	0	0	0	0	0	0	0	0.0138121546961326	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140909090909091	0.0818181818181818	0	0.0545454545454545	0.0272727272727273	0	0	0	0.00909090909090909	0.113636363636364	0.00909090909090909	0.0363636363636364	0	0	0	0.00909090909090909	0.0181818181818182	0	0	0	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0368421052631579	0.157894736842105	0.0842105263157895	0.142105263157895	0.0631578947368421	0	0	0	0.0157894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288732394366197	0.112676056338028	0	0	0	0.0211267605633803	0	0	0	0	0	0.0140845070422535	0	0	0	0	0.0140845070422535	0	0.0352112676056338	0	0	0.0140845070422535	0
"Marmota_bobak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0	0.116279069767442	0.36046511627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289473684210526	0.0921052631578947	0	0.118421052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148648648648649	0.027027027027027	0	0.202702702702703	0.027027027027027	0	0	0	0.027027027027027	0	0	0	0	0.0675675675675676	0	0	0	0	0	0	0	0	0	0
