"Toddalia_asiatica"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Croton_fothergillifolius"	"Roussea_simplex"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Bertiera_zaluzania"	"Dodonaea_viscosa"	"Antirhea_borbonica"	"Claoxylon_linostachys"	"Stomorhina_lunata"	"Pachycerina_crinicornis"	"Apis_mellifera"	"Brachymyrmex_sp1_M_PL_062"	"Fannia_pusio"	"Technomyrmex_albipes"	"Chaetocnema_sp1_M_PL_062"	"Chrysomya_megacephala"	"Eristalinus_flaveolus"	"Musca_domestica"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Phorinia_sp1_M_PL_062"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_062"	"Lygistorrhina_sp1_M_PL_062"	"Nacoleia_sp1_M_PL_062"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Diptera_sp1_M_PL_062"	"Paragus_borbonicus"	"Stomoxys_niger"	"Episyrphus_sp1_M_PL_062"	"Unidentified_sp7_M_PL_062"	"Graphomya_maculata"	"Sepsis_lateralis"	"Acalyptrate_sp1_M_PL_062"	"Homoneura_sp1_M_PL_062"	"Limnophora_quaterna"	"Pelecophora_intemipta"	"Stomoxys_calcitrans"	"Villa_unifasciata"	"Zosterops_mauritianus"	"Dioxyna_sororcula"	"Henotesia_narcissus"	"Phelsuma_cepediana"	"Pteromalidae_sp1_M_PL_062"	"Tarundia_servillei"	"Cheloninae_sp1_M_PL_062"	"Hyadina_sp1_M_PL_062"	"Ischiodon_aegyptius"	"Mauritiborium_undulatus"	"Panara_naso"	"Pterophoridae_sp1_M_PL_062"	"Sarcophaga_arno"
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0845588235294118	0.209558823529412	0	0.0110294117647059	0.0183823529411765	0.0404411764705882	0	0.00367647058823529	0.00367647058823529	0.00735294117647059	0.00367647058823529	0.0110294117647059	0.0257352941176471	0.00367647058823529	0	0	0	0	0.0294117647058824	0	0	0.00367647058823529	0	0	0	0.0147058823529412	0	0	0	0.0110294117647059	0	0	0	0.00735294117647059	0.00735294117647059	0	0	0	0.00367647058823529	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811965811965812	0.00854700854700855	0.0769230769230769	0.047008547008547	0.128205128205128	0.0299145299145299	0	0.0256410256410256	0.00854700854700855	0.00854700854700855	0	0	0	0.0128205128205128	0	0	0.0213675213675214	0	0	0	0.0213675213675214	0.0128205128205128	0	0	0.00854700854700855	0	0	0	0	0	0.00427350427350427	0.00427350427350427	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112745098039216	0.00980392156862745	0.225490196078431	0.0637254901960784	0	0	0	0	0.0294117647058824	0	0.00490196078431373	0.00980392156862745	0	0	0	0	0.0147058823529412	0.0147058823529412	0	0	0	0	0.0147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133720930232558	0.0116279069767442	0.0465116279069767	0.127906976744186	0	0	0	0.0116279069767442	0.0116279069767442	0.00581395348837209	0.0116279069767442	0.0174418604651163	0.0174418604651163	0	0.0465116279069767	0	0	0.00581395348837209	0	0	0.00581395348837209	0.00581395348837209	0	0.0290697674418605	0	0	0	0	0	0	0	0.00581395348837209	0	0	0	0	0	0	0	0	0	0	0	0.00581395348837209	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136363636363636	0	0.00909090909090909	0.0636363636363636	0.0272727272727273	0.1	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0.0636363636363636	0	0	0	0	0	0	0.0272727272727273	0.0272727272727273	0	0	0	0	0	0	0	0	0.0181818181818182	0	0	0.00909090909090909	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0851063829787234	0.0957446808510638	0	0.0106382978723404	0	0	0.074468085106383	0.0212765957446809	0.0106382978723404	0.074468085106383	0	0.0106382978723404	0	0.0212765957446809	0	0	0	0	0	0	0.0106382978723404	0.0212765957446809	0.0106382978723404	0.0106382978723404	0.0106382978723404	0	0	0	0	0	0.0106382978723404	0.0106382978723404	0	0	0	0	0	0	0	0	0	0	0	0	0.0106382978723404
"Roussea_simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0638297872340425	0.127659574468085	0.0425531914893617	0.0106382978723404	0	0	0	0	0.0106382978723404	0.074468085106383	0	0	0	0	0.0851063829787234	0	0.0319148936170213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319148936170213	0	0	0.0212765957446809	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.0178571428571429	0	0	0	0	0.0178571428571429	0.0357142857142857	0.0535714285714286	0	0.0357142857142857	0.0535714285714286	0.0178571428571429	0.0178571428571429	0	0	0	0	0	0	0	0	0.0178571428571429	0	0	0	0	0	0.0535714285714286	0	0.0178571428571429	0	0	0	0	0	0	0	0	0	0.0178571428571429	0.0178571428571429	0	0	0
"Chassalia_coriacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136363636363636	0.0909090909090909	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0.0454545454545455	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.3	0	0	0.05	0	0	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Claoxylon_linostachys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0.107476635514019	0.088785046728972	0.107476635514019	0.107476635514019	0	0.0373831775700935	0	0.0327102803738318	0.014018691588785	0.00467289719626168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_crinicornis"	0.287878787878788	0.0101010101010101	0.0101010101010101	0.0101010101010101	0.0757575757575758	0.0454545454545455	0.0303030303030303	0.00505050505050505	0.0101010101010101	0	0.0151515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0	0.107142857142857	0.273809523809524	0.0476190476190476	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brachymyrmex_sp1_M_PL_062"	0.0272727272727273	0.1	0.118181818181818	0.2	0.00909090909090909	0.00909090909090909	0.0363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fannia_pusio"	0.0568181818181818	0.340909090909091	0	0	0.0795454545454545	0	0.0113636363636364	0	0	0	0	0	0.0113636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Technomyrmex_albipes"	0.261904761904762	0.166666666666667	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chaetocnema_sp1_M_PL_062"	0	0	0	0	0.275	0.175	0	0.025	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.0263157894736842	0.157894736842105	0	0.0526315789473684	0	0.0526315789473684	0	0.0526315789473684	0	0.157894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eristalinus_flaveolus"	0.0333333333333333	0.0666666666666667	0.2	0.0666666666666667	0	0.0333333333333333	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0.0666666666666667	0.0666666666666667	0	0.0333333333333333	0.0666666666666667	0.233333333333333	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allograpta_nasuta"	0.0357142857142857	0	0.0357142857142857	0.0714285714285714	0	0	0.25	0.0714285714285714	0	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syritta_nigrofemorata"	0.115384615384615	0	0.0769230769230769	0.115384615384615	0	0.0384615384615385	0	0.115384615384615	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phorinia_sp1_M_PL_062"	0.318181818181818	0	0	0.136363636363636	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptotes_pirithous"	0.05	0.15	0	0	0	0.1	0	0.05	0.1	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygaeidae_sp1_M_PL_062"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_062"	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nacoleia_sp1_M_PL_062"	0	0.3125	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_hebraeus"	0	0	0.1875	0.0625	0	0	0.1875	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psilopa_iceryae"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diptera_sp1_M_PL_062"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
