"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	0	0	0	0	0	0	0	0	0.132530120481928	0.150602409638554	0.0903614457831325	0.0542168674698795	0.072289156626506	0	0	0
"Salvia_elegans"	0	0	0	0	0	0	0	0	0.12987012987013	0.0974025974025974	0.0714285714285714	0.0714285714285714	0.0324675324675325	0.038961038961039	0.0324675324675325	0.025974025974026
"Penstemon_roseus"	0	0	0	0	0	0	0	0	0.108108108108108	0.0878378378378378	0.0540540540540541	0.0608108108108108	0.0540540540540541	0.0337837837837838	0.0405405405405405	0.0608108108108108
"Castilleja_tenuiflora"	0	0	0	0	0	0	0	0	0.0930232558139535	0.0813953488372093	0.0232558139534884	0	0	0.127906976744186	0.104651162790698	0.0697674418604651
"Penstemon_gentianoides"	0	0	0	0	0	0	0	0	0.130952380952381	0.0952380952380952	0.0833333333333333	0.107142857142857	0.0833333333333333	0	0	0
"Prunella_vulgaris"	0	0	0	0	0	0	0	0	0.0909090909090909	0	0.0681818181818182	0	0	0.113636363636364	0.136363636363636	0.0909090909090909
"Castilleja_scorzonerifolia"	0	0	0	0	0	0	0	0	0.277777777777778	0	0.222222222222222	0	0	0	0	0
"Salvia_mocinoi"	0	0	0	0	0	0	0	0	0.3125	0	0.1875	0	0	0	0	0
"Hylocharis_leucotis"	0.120879120879121	0.10989010989011	0.0879120879120879	0.043956043956044	0.0604395604395604	0.021978021978022	0.0274725274725275	0.0274725274725275	0	0	0	0	0	0	0	0
"Archilochus_colubris"	0.183823529411765	0.110294117647059	0.0955882352941176	0.0514705882352941	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0
"Eugenes_fulgens"	0.141509433962264	0.10377358490566	0.0754716981132075	0.0188679245283019	0.0660377358490566	0.0283018867924528	0.0377358490566038	0.0283018867924528	0	0	0	0	0	0	0	0
"Lampornis_clemenciae"	0.118421052631579	0.144736842105263	0.118421052631579	0	0.118421052631579	0	0	0	0	0	0	0	0	0	0	0
"Colibri_thalassinus"	0.1875	0.078125	0.125	0	0.109375	0	0	0	0	0	0	0	0	0	0	0
"Selasphorus_platycercus"	0	0.111111111111111	0.0925925925925926	0.203703703703704	0	0.0925925925925926	0	0	0	0	0	0	0	0	0	0
"Selasphorus_rufus"	0	0.0961538461538462	0.115384615384615	0.173076923076923	0	0.115384615384615	0	0	0	0	0	0	0	0	0	0
"Selasphorus_sasin"	0	0.0869565217391304	0.195652173913043	0.130434782608696	0	0.0869565217391304	0	0	0	0	0	0	0	0	0	0
