"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Microtus_arvalis"	"Apodemus_uralensis"	"Spermophilus_pygmaeus"	"Talpa_europaea"	"Spermophilus_major"	"Sorex_minutus"	"Arvicola_terrestris"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_rutilus"	"Sciurus_vulgaris"	"Microtus_agrestis"	"Neomys_fodiens"	"Microtus_oeconomus"	"Allactaga_major"	"Tamias_sibiricus"	"Marmota_bobak"	"Dryomys_nitedula"	"Allocricetulus_eversmanni"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Sicista_subtilis"	"Spermophilus_suslicus"	"Myoxus_glis"	"Stenoponia_suknevi"	"Rostropsylla_daca"	"Rhadinopsylla_li"	"Xenopsylla_nubica"	"Wagnerina_tuvensis"	"Stenoponia_vlasovi"	"Tarsopsylla_octodecimdentata"	"Wagnerina_schelkovnikovi"	"Stenoponia_tripectinata"	"Xenopsylla_hirtipes"	"Rhadinopsylla_socia"	"Xenopsylla_skrjabini"	"Xenopsylla_cheopis"	"Rhadinopsylla_pentacantha"	"Xenopsylla_nuttalli"	"Xenopsylla_persica"	"Xenopsylla_conformis"	"Xenopsylla_magdalinae"	"Wagnerina_longicauda"	"Peromyscopsylla_tikhomirovae"	"Stenoponia_montana"	"Rhadinopsylla_rothschildi"	"Stenoponia_conspecta"	"Frontopsylla_semura"	"Stenoponia_ivanovi"	"Stenoponia_sidimi"	"Echidnophaga_oschanini"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_gerbilli"	"Rhadinopsylla_ucrainica"	"Megabothris_asio"	"Megabothris_calcarifer"	"Synosternus_longispinus"	"Amphipsylla_georgica"	"Neopsylla_mana"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204573856535866	0.0607660584853787	0.106504623844039	0.0094976255936016	0.0447700574856286	0.00418645338665334	0.0108722819295176	0.0180579855036241	0.0074668832791802	0	0	0.0118095476130967	0.000656085978505374	0.00153086728317921	0.00837290677330667	0.00768557860534866	0	9.37265683579105e-05	0.00193701574606348	0	0	0.000249937515621095	0	0	9.37265683579105e-05	0	0.000374906273431642	0	6.24843789052737e-05	6.24843789052737e-05	0.000124968757810547	0.000249937515621095	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196230982019364	0.0119294605809129	0.00406293222683264	0.241441908713693	0.00544605809128631	0.158454356846473	0.0491874135546335	0.0011237897648686	0.00190179806362379	0	0	0.000864453665283541	0.000172890733056708	0.000778008298755187	0.00172890733056708	0.00138312586445367	0	0.000172890733056708	0.000259336099585062	0	0	0	0.000518672199170124	0	0.000345781466113416	0	0	0	0.000259336099585062	0.000345781466113416	0	0	0	0	0
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111969111969112	0.233590733590734	0.0154440154440154	0.00444015444015444	0.0913127413127413	0	0.00945945945945946	0.00424710424710425	0.00752895752895753	0	0	0.00405405405405405	0	0.00115830115830116	0.0027027027027027	0.000965250965250965	0	0	0.00810810810810811	0	0	0.00231660231660232	0.00173745173745174	0	0	0	0.000965250965250965	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121558661584075	0.0929690808979246	0.0370605675561203	0.01143583227446	0.0419313850063532	0.00169419737399407	0.0326132994493859	0.0192714951291825	0.0423549343498518	0	0	0.00317662007623888	0.00296484540448962	0.0658619229140195	0.00487081745023295	0.01143583227446	0	0	0.000635324015247776	0	0	0.00508259212198221	0.00338839474798814	0	0	0	0.00105887335874629	0	0	0	0.000635324015247776	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118040873854827	0.173713883016209	0.0243128964059197	0.0137420718816068	0.100070472163495	0.00387596899224806	0.00810429880197322	0.00563777307963354	0.0151515151515152	0	0	0.00387596899224806	0.00140944326990839	0	0.00176180408738548	0.00105708245243129	0	0	0.0133897110641297	0	0	0.00563777307963354	0.00563777307963354	0	0	0	0	0	0.00281888653981677	0	0.00105708245243129	0	0.000704721634954193	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945945945945946	0.223723723723724	0	0	0	0	0	0.12012012012012	0	0	0	0.0510510510510511	0	0	0	0	0.0105105105105105	0	0	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503554502369668	0.12914691943128	0.0023696682464455	0.0171800947867299	0.00177725118483412	0.0159952606635071	0.0420616113744076	0.00177725118483412	0.0319905213270142	0	0	0.0023696682464455	0	0	0	0	0	0.158767772511848	0	0	0	0	0.0260663507109005	0	0.0201421800947867	0	0	0	0	0	0	0	0	0	0
"Spermophilus_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35343618513324	0.0953716690042076	0	0	0	0	0	0.0308555399719495	0	0	0	0.0161290322580645	0	0	0	0	0.00280504908835905	0	0	0.00140252454417952	0	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175438596491228	0.00730994152046784	0.00292397660818713	0.295321637426901	0.0043859649122807	0.148391812865497	0.0182748538011696	0.00146198830409357	0.00292397660818713	0	0	0	0	0	0	0.00146198830409357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103397341211226	0.0361890694239291	0.0147710487444609	0	0.00590841949778434	0	0.00886262924667651	0.00295420974889217	0.0531757754800591	0	0	0	0.28877400295421	0.0280649926144756	0.0480059084194978	0.00295420974889217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
