"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0.439682592549418	0.0387974820563207	0.00803510466452397	0.000253959266598944	1.24897999966694e-05	0.00466702193208879	0.00363036853236523	0.00176522506619594	4.16326666555646e-05	0.00258538859931056	6.24489999833469e-05	5.4122466652234e-05	4.57959333211211e-05	4.16326666555646e-06	0.000312244999916735	4.16326666555646e-06	2.49795999933388e-05	0	0	1.24897999966694e-05	4.16326666555646e-06	4.16326666555646e-06
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0.0544634224943603	0.0204640670319046	0	0.262326780534966	0.014018691588785	0.00193361263293587	0.000161134386077989	0.0418949403802771	0.0725104737350951	0.000644537544311956	0.000161134386077989	0.000483403158233967	0.00789558491782146	0.0162745729938769	0.000966806316467934	0.000161134386077989	0.00563970351272962	0	0	0	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0.019755409219191	0.0141110065851364	0	0.0112888052681091	0.379115710253998	0	0	0.04068673565381	0.0350423330197554	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0.397042716319825	0.0755750273822563	0.00273822562979189	0.00492880613362541	0	0.00383351588170865	0.00273822562979189	0.00328587075575027	0	0	0.00109529025191676	0.00328587075575027	0.00164293537787514	0	0.00328587075575027	0	0	0	0	0	0.000547645125958379	0
"Stylodipus_telum"	0	0	0	0	0	0	0	0	0	0	0	0.111650485436893	0.0364077669902913	0	0.0388349514563107	0	0	0	0.00606796116504854	0.0825242718446602	0	0.0400485436893204	0.0946601941747573	0.00606796116504854	0.00364077669902913	0	0.0752427184466019	0.00485436893203883	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0.170175438596491	0.0491228070175439	0	0.00175438596491228	0	0.00175438596491228	0	0.00175438596491228	0	0	0.0894736842105263	0.0842105263157895	0.0859649122807018	0	0	0.0140350877192982	0.00175438596491228	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0.0547445255474453	0	0	0	0	0	0.00364963503649635	0	0	0	0.317518248175182	0.10036496350365	0.0218978102189781	0	0	0.00182481751824818	0	0	0	0	0	0
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0.274285714285714	0.0257142857142857	0	0	0	0.00571428571428571	0	0	0	0	0.06	0.0685714285714286	0.0485714285714286	0	0	0.0171428571428571	0	0	0	0	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0.159663865546218	0.273109243697479	0.0420168067226891	0	0.00840336134453781	0.00420168067226891	0.00840336134453781	0	0	0	0	0	0.00420168067226891	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0.0625	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0.3125	0	0	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0.0833333333333333	0	0.0833333333333333	0	0	0.25	0	0	0
"Xenopsylla_skrjabini"	0.49299785267482	0.00157781719727383	0.000392120250210064	0.0033843712071702	0.000429465035944356	0.000452805527028289	0.000140042946503594	0.000448137428811502	0.000177387732237886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_laeviceps"	0.476577682315639	0.00649483481640585	0.00306842589751457	0.00705737956428352	0.00153421294875729	0.0014319320855068	0	0.000460263884627186	0.00332412805564079	5.11404316252429e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coptopsylla_lamellifer"	0.496143958868895	0	0	0.0012853470437018	0	0	0	0	0.0025706940874036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_setosa"	0.0171348314606742	0.457303370786517	0.0134831460674157	0.00252808988764045	0.00898876404494382	0.000280898876404494	0	0	0	0.000280898876404494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_trispinus"	0.000880281690140845	0.0255281690140845	0.473004694835681	0	0	0	0	0	0.000586854460093897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_cedestis"	0.489947552447552	0.00524475524475524	0	0.00305944055944056	0	0.000437062937062937	0	0.000874125874125874	0.000437062937062937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Echidnophaga_oschanini"	0.494331065759637	0.000566893424036281	0	0.00283446712018141	0	0	0.00113378684807256	0	0.00113378684807256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_ilovaiskii"	0.24367816091954	0.149425287356322	0.0994252873563218	0.00344827586206897	0.0028735632183908	0.000574712643678161	0	0	0	0	0.000574712643678161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0.00738552437223043	0.332348596750369	0.110044313146233	0	0.0502215657311669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_dolichus"	0.4968	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_hebes"	0.0251677852348993	0.00167785234899329	0	0.00335570469798658	0.0553691275167785	0.0855704697986577	0.291946308724832	0.0352348993288591	0	0.00167785234899329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_tuschkan"	0.0286343612334802	0.0066079295154185	0	0.013215859030837	0.171806167400881	0.105726872246696	0.121145374449339	0.052863436123348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_lenis"	0.0374149659863946	0.166666666666667	0	0.0102040816326531	0.0170068027210884	0.166666666666667	0.0408163265306122	0.0578231292517007	0.00340136054421769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_breviatus"	0.00471698113207547	0.476415094339623	0	0	0.0141509433962264	0	0	0	0	0	0.00471698113207547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_conformis"	0.431034482758621	0.0344827586206897	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ophthalmopsylla_volgensis"	0.00625	0.00625	0	0	0.3875	0.05	0.00625	0.0375	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_semura"	0.0652173913043478	0.380434782608696	0	0	0.0434782608695652	0.0108695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_schelkovnikovi"	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kalabukhovi"	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_repandus"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_conspecta"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
