"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Leycesteria_formosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102272727272727	0.176136363636364	0.113636363636364	0.0625	0.0397727272727273	0	0	0.00568181818181818
"Juniperus_brevifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482758620689655	0.0172413793103448	0	0	0	0	0	0
"Duchesnea_indica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288461538461538	0.173076923076923	0	0.0192307692307692	0	0.0192307692307692	0	0
"Vaccinium_cylindraceum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.125	0	0.0416666666666667	0	0	0	0
"Ilex_perado"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
"Rubus_ulmifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208333333333333	0.291666666666667	0	0	0	0	0	0
"Cerastium_sp1_M_SD_031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0.318181818181818	0	0	0.136363636363636	0	0
"Pittosporum_undulatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.277777777777778	0.111111111111111	0	0	0	0	0
"Morella_faya"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0.3125	0	0	0	0	0	0
"Potentilla_erecta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0.125	0.125	0	0.0625	0	0	0
"Solanum_nigrum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.3125	0.0625	0	0	0	0
"Fragaria_vesca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0.285714285714286	0	0	0	0	0	0
"Acacia_melanoxylon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.3	0.1	0	0	0	0	0
"Clethra_arborea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0.1	0
"Hedera_azorica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.4	0	0	0	0	0	0
"Unidentified_sp1_M_SD_031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0
"Hedychium_gardneranum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.375	0	0	0	0	0	0
"Juncus_effusus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0.25	0	0	0
"Laurus_azorica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
"Bellis_perennis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.166666666666667	0	0	0	0	0
"Hypericum_humifusum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"Myrsine_africana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.333333333333333	0	0	0	0	0	0
"Calluna_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0
"Carex_viridula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"Holcus_lanatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"Lotus_pedunculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"Aphanes_microcarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"Carex_vulcani"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"Centaurium_erythraea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
"Conyza_bonariensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"Cryptomeria_japonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
"Epilobium_parviflorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
