"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274116523400191	0.0191021967526266	0.0840496657115568	0.00955109837631328	0.00716332378223496	0.0262655205348615	0.0434574976122254	0.0262655205348615	0.00334288443170965	0	0	0.00143266475644699	0	0	0	0	0	0	0.000955109837631328	0.00191021967526266	0	0	0.00143266475644699	0	0	0.000955109837631328
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0500963391136802	0.13728323699422	0.0207129094412331	0.153660886319846	0.0915221579961464	0.01252408477842	0.0081888246628131	0.0207129094412331	0.00337186897880539	0.000963391136801541	0	0	0	0	0	0.000963391136801541	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169032258064516	0.0258064516129032	0.0606451612903226	0.0735483870967742	0.0212903225806452	0.0516129032258065	0.0561290322580645	0.0212903225806452	0.00451612903225806	0	0.00193548387096774	0.0032258064516129	0	0.00193548387096774	0.00258064516129032	0.00258064516129032	0.00129032258064516	0	0	0	0.00129032258064516	0.00129032258064516	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138888888888889	0.0126262626262626	0.109848484848485	0.0101010101010101	0.0416666666666667	0.0643939393939394	0.029040404040404	0.0580808080808081	0.00883838383838384	0	0.0126262626262626	0.00252525252525253	0	0	0	0.00252525252525253	0.00631313131313131	0	0	0.00252525252525253	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17816091954023	0.0244252873563218	0.0862068965517241	0.0718390804597701	0.0114942528735632	0.0330459770114943	0.0186781609195402	0.0431034482758621	0.0100574712643678	0	0.0114942528735632	0.0028735632183908	0	0	0.0028735632183908	0.0028735632183908	0	0	0	0	0	0.0028735632183908	0	0	0	0
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0433333333333333	0.131666666666667	0.0366666666666667	0.0933333333333333	0.118333333333333	0.025	0.0116666666666667	0.025	0.0116666666666667	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0	0	0	0	0
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354285714285714	0	0.0257142857142857	0.0114285714285714	0.00857142857142857	0.0285714285714286	0.0342857142857143	0.0114285714285714	0.02	0.00571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0.0111111111111111	0.140740740740741	0	0.0407407407407407	0.0666666666666667	0.0703703703703704	0.0481481481481481	0.0259259259259259	0	0.0111111111111111	0	0	0	0	0.0111111111111111	0	0	0	0	0.00740740740740741	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434782608695652	0.0217391304347826	0.0347826086956522	0.0130434782608696	0.0652173913043478	0.0608695652173913	0	0.0652173913043478	0.0304347826086957	0	0	0.0304347826086957	0	0.0347826086956522	0.0304347826086957	0	0.0130434782608696	0.0434782608695652	0.0130434782608696	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	0.277777777777778	0	0	0.144444444444444	0.0111111111111111	0	0	0.0388888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
