"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0.0108695652173913	0	0	0	0	0	0	0.195652173913043	0.0108695652173913	0	0.0217391304347826	0.0108695652173913	0	0	0.0217391304347826	0	0	0	0.0217391304347826	0	0.0543478260869565	0	0.0108695652173913	0	0.0108695652173913	0.0108695652173913	0	0.0108695652173913	0	0.0108695652173913	0.0652173913043478	0	0	0.0108695652173913
"Dipterocarpus_geniculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.015625	0	0	0	0.109375	0	0	0	0	0	0	0.015625	0	0.03125	0	0	0.0625	0	0	0	0.03125	0	0.140625	0.015625	0	0	0	0.015625	0	0	0.015625	0	0.03125	0	0	0
"Dipterocarpus_crinitus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"Dipterocarpus_globosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789473684210526	0	0	0	0	0	0	0	0	0	0.0263157894736842	0	0.342105263157895	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0	0
"Dipterocarpus_palembanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126582278481013	0	0	0	0	0.0126582278481013	0	0	0.00632911392405063	0	0.0886075949367089	0	0.00632911392405063	0.0253164556962025	0	0	0	0	0	0.00632911392405063	0	0.0189873417721519	0.189873417721519	0	0	0	0	0	0	0	0	0	0.0189873417721519	0	0	0
"Dipterocarpus_tempehes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00423728813559322	0.0233050847457627	0.00211864406779661	0	0	0	0.00423728813559322	0	0	0	0	0	0	0	0.0656779661016949	0	0	0.372881355932203	0	0	0	0.0127118644067797	0	0.00211864406779661	0.00211864406779661	0	0.00211864406779661	0	0	0.00847457627118644	0	0	0	0	0	0	0
"Dryobalanops_aromatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0.0625	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryobalanops_lanceolata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151515151515152	0.393939393939394	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0
"Shorea_smithiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614035087719298	0	0.0350877192982456	0	0	0	0.12280701754386	0	0	0	0	0	0	0	0.087719298245614	0	0.0263157894736842	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.043859649122807	0.0526315789473684	0	0	0	0	0.0087719298245614	0.0087719298245614	0	0.0175438596491228	0	0	0	0.0087719298245614	0	0
"Shorea_macrophylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614035087719298	0	0	0.0087719298245614	0	0	0	0.0175438596491228	0	0	0.0175438596491228	0	0	0	0	0	0	0	0	0	0.0087719298245614	0	0.219298245614035	0	0	0	0	0.043859649122807	0	0.0087719298245614	0	0	0	0.043859649122807	0.0701754385964912	0
