"Fuchsia_regia"	"Justicia_brasiliana"	"Hippeastrum_aulicum"	"Heliconia_farinosa"	"Nematanthus_australis"	"Psychotria_suterella"	"Nidularium_inocentii"	"Ipomea_sp1_M_PL_069_01"	"Sinningia_douglasii"	"Vriesea_vagans"	"Aechmea_blumenavii"	"Billbergia_amoena"	"Justicia_carnea"	"Tillandsia_sp1_M_PL_069_01"	"Vriesea_carinata"	"Hedychium_coronarium"	"Vriesea_erythrodactylon"	"Vriesea_incurvata"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_fimbriata"	"Amazilia_versicolor"	"Ramphodon_naevius"
"Fuchsia_regia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383763837638376	0.116236162361624	0	0	0	0
"Justicia_brasiliana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"Hippeastrum_aulicum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0.457142857142857	0	0	0
"Heliconia_farinosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485294117647059	0.0147058823529412	0	0	0
"Nematanthus_australis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.40625	0	0	0	0
"Psychotria_suterella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Nidularium_inocentii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"Ipomea_sp1_M_PL_069_01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0	0.233333333333333	0.0333333333333333	0
"Sinningia_douglasii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0.433333333333333	0	0
"Vriesea_vagans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0	0.0555555555555556
"Aechmea_blumenavii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.4375	0	0	0
"Billbergia_amoena"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"Justicia_carnea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0	0	0
"Tillandsia_sp1_M_PL_069_01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Vriesea_carinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"Hedychium_coronarium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"Vriesea_erythrodactylon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"Vriesea_incurvata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
"Clytolaema_rubricauda"	0.474885844748858	0	0	0	0.0136986301369863	0	0	0	0	0.0091324200913242	0	0	0	0	0	0	0.00228310502283105	0	0	0	0	0	0	0
"Thalurania_glaucopis"	0.176966292134831	0	0.00842696629213483	0.0926966292134832	0.0730337078651685	0.0898876404494382	0	0.0196629213483146	0	0.0112359550561798	0.00280898876404494	0	0.0112359550561798	0.0140449438202247	0	0	0	0	0	0	0	0	0	0
"Phaethornis_eurynome"	0	0.253571428571429	0.114285714285714	0.00357142857142857	0	0	0.0607142857142857	0	0.00714285714285714	0	0.025	0.0214285714285714	0.00357142857142857	0	0.0107142857142857	0	0	0	0	0	0	0	0	0
"Amazilia_fimbriata"	0	0	0	0	0	0	0	0.175	0.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amazilia_versicolor"	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0
"Ramphodon_naevius"	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
