"Rhombomys_opimus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Spermophilopsis_leptodactylus"	"Dipus_sagitta"	"Blanfordimys_afghanus"	"Allactaga_elater"	"Microtus_socialis"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Pygeretmus_pumilio"	"Calomyscus_mystax"	"Microtus_transcaspicus"	"Eremodipus_lichtensteini"	"Nesokia_indica"	"Xenopsylla_gerbilli"	"Xenopsylla_hirtipes"	"Xenopsylla_conformis"	"Citellophilus_trispinus"	"Xenopsylla_nuttalli"	"Nosopsyllus_laeviceps"	"Paradoxopsyllus_teretifrons"	"Nosopsyllus_turkmenicus"	"Coptopsylla_olgae"	"Coptopsylla_lamellifer"	"Rostropsylla_daca"	"Nosopsyllus_tersus"	"Coptopsylla_bairamalensis"	"Rhadinopsylla_cedestis"	"Stenoponia_vlasovi"	"Echidnophaga_oschanini"	"Paradoxopsyllus_repandus"	"Neopsylla_setosa"	"Ctenophthalmus_dolichus"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Amphipsylla_parthiana"	"Desertopsylla_rothschildi"	"Frontopsylla_macrophthalma"	"Leptopsylla_taschenbergi"	"Ophthalmopsylla_karakum"	"Amphipsylla_schelkovnikovi"	"Ophthalmopsylla_volgensis"	"Mesopsylla_lenis"	"Amphipsylla_rossica"	"Peromyscopsylla_tikhomirovae"	"Nosopsyllus_fidus"	"Xenopsylla_persica"	"Nosopsyllus_philippovi"	"Phaenopsylla_kopetdag"	"Paradoxopsyllus_microphthalmus"	"Amphipsylla_argoi"	"Phaenopsylla_tiflovi"	"Wagnerina_schelkovnikovi"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1965186868751	0.178355927444897	0.0180618865624643	0.000150956599272305	0.0216340558087958	0.00935789834554389	0.0170051903675582	0.0044271197057616	0.0125279869302623	0.00840207501837579	0.000452869797816914	0.00900590141546501	0.00498086237131655	0.00392416617641042	0.00518190270212313	0.00387408244487615	0.00447790884196537	0	0.00166052259199535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_libycus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013014624681343	0.0173339113023913	0.247917763259745	0.000603771248103539	0.0101505815813646	0.0782322403525611	0.00351941872826165	0.0376350744651206	0.00331816164556048	0.0231652062627076	0.00014965270252139	0.00035090978522257	0.0175351683850925	0.0260756933048477	0.0121115480281966	0.00753939994426727	0.00014965270252139	9.80483223416004e-05	0.000903076653146319	9.80483223416004e-05	0	0	0	9.80483223416004e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059957676933929	0.00299788384669645	0.011509522689866	0.422537032682812	0.00139901246179168	0.00199858923113097	0.000305666588290618	0.000705384434516812	0	0	0.000646602398307077	0.000505525511403715	0.000105807665177522	0.000199858923113097	4.70256289677874e-05	0.000246884552080884	0	0.0560545497296026	4.70256289677874e-05	0	0	0	4.70256289677874e-05	4.70256289677874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113735919899875	0.0506101376720901	0.0391583229036295	0.000391113892365457	0.020244055068836	0.015613266583229	0.0463704630788486	0.213204005006258	0.0102784730913642	0.014752816020025	0.00298811013767209	0.010122027534418	0.0276282853566959	0.0160043804755945	0.0140488110137672	0.00408322903629537	0.000391113892365457	0	0.00211201501877347	7.82227784730914e-05	0	7.82227784730914e-05	0.000234668335419274	7.82227784730914e-05	0	0	0	7.82227784730914e-05	0	0	0	7.82227784730914e-05	0	0	0	0	0	0	0
"Spermophilopsis_leptodactylus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705112062452783	0.0226391337194661	0.0142281541173508	0.00352556031226391	0.000402921178544447	0.00166204986149584	0.00453286325862503	0.00538907076303198	0.0113069755729036	0.0219340216570133	0.333266179803576	0.00433140266935281	0.00755477209770839	0.0127171996978091	0.00564089649962226	0.00453286325862503	0	0.000654746915134727	0.0384789725509947	5.03651473180559e-05	0	0	5.03651473180559e-05	0	0	0	0	0	0	0	0	5.03651473180559e-05	0	0	0	0	0	0	0
"Dipus_sagitta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196493349455865	0.0405078597339782	0.22490931076179	0.00090689238210399	0	0	0.00513905683192261	0.0359733978234583	0.00725513905683192	0.00755743651753325	0.0108827085852479	0.00392986698911729	0.0030229746070133	0.00120918984280532	0.00513905683192261	0.00060459492140266	0	0	0.00151148730350665	0	0	0	0.108524788391778	0	0	0.0223700120918984	0	0.00090689238210399	0	0	0	0	0	0	0	0	0	0	0
"Blanfordimys_afghanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573366214549938	0	0.255240443896424	0	0	0.00431565967940814	0	0.0135635018495684	0.00277435265104809	0.00061652281134402	0	0	0.00215782983970407	0.0126387176325524	0.00709001233045623	0	0.00061652281134402	0	0.00061652281134402	0	0.0194204685573366	0.123612823674476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0395545314900154	0	0.0291858678955453	0.011136712749616	0.00460829493087558	0.00960061443932412	0	0.00960061443932412	0.00384024577572965	0.0307219662058372	0	0	0.00384024577572965	0.00384024577572965	0	0.00230414746543779	0.00268817204301075	0.00576036866359447	0.00115207373271889	0.195468509984639	0	0	0	0.115591397849462	0	0	0.00345622119815668	0.00576036866359447	0.0211213517665131	0	0	0.000768049155145929	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437062937062937	0.0472027972027972	0	0	0	0	0	0	0	0.0034965034965035	0	0	0.0122377622377622	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197628458498024	0	0.0217391304347826	0	0.00395256916996047	0.0316205533596838	0	0.00395256916996047	0	0.0138339920948617	0.00395256916996047	0	0	0.00592885375494071	0	0	0	0.0256916996047431	0	0	0.173913043478261	0	0	0	0.0296442687747036	0	0.122529644268775	0	0	0.00592885375494071	0	0.00988142292490119	0.00790513833992095	0.0158102766798419	0	0	0	0	0.00395256916996047
