"Spermophilus_xanthoprymnus"	"Meriones_vinogradovi"	"Cricetulus_migratorius"	"Meriones_persicus"	"Microtus_arvalis"	"Mesocricetus_brandti"	"Meriones_tristrami"	"Arvicola_terrestris"	"Microtus_socialis"	"Apodemus_flavicollis"	"Crocidura_suaveolens"	"Dryomys_nitedula"	"Chionomys_nivalis"	"Allactaga_elater"	"Sciurus_anomalus"	"Neomys_schelkovnikovi"	"Neopsylla_setosa"	"Xenopsylla_cheopis"	"Citellophilus_transcaucasicus"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_iranus"	"Oropsylla_ilovaiskii"	"Nosopsyllus_consimilis"	"Ctenophthalmus_teres"	"Megabothris_walkeri"	"Ctenophthalmus_acuminatus"	"Wagnerina_schelkovnikovi"	"Amphipsylla_rossica"	"Ctenophthalmus_secundus"	"Neopsylla_pleskei"	"Nosopsyllus_mokrzeckyi"	"Stenoponia_ivanovi"	"Leptopsylla_segnis"	"Nosopsyllus_fasciatus"	"Callopsylla_saxatilis"	"Ctenophthalmus_bogatschevi"	"Frontopsylla_elata"	"Callopsylla_caspia"	"Stenoponia_tripectinata"	"Ceratophyllus_sciurorum"	"Xenopsylla_conformis"	"Ctenophthalmus_proximus"	"Mesopsylla_tuschkan"	"Rhadinopsylla_cedestis"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Myoxopsylla_jordani"	"Rhadinopsylla_integella"	"Ophthalmopsylla_volgensis"	"Hystrichopsylla_talpae"	"Paradoxopsyllus_hesperius"	"Mesopsylla_apscheronica"	"Rhadinopsylla_ucrainica"
"Spermophilus_xanthoprymnus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256412024269167	0	0.182984004412576	0	0.000689464975179261	0.0490209597352455	0.00717043574186431	0.00337837837837838	0	0	0	0	0	0.00034473248758963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_vinogradovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402183406113537	0	0	0.0889374090247453	0	0.00305676855895197	0	0	0	0	0	0	0.00232896652110626	0	0	0	0	0	0	0	0	0.00305676855895197	0	0	0	0	0.000291120815138282	0	0	0	0	0.000145560407569141	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000714030703320243	0.000535523027490182	0.000178507675830061	0.402177793645127	0.00196358443413067	0.000178507675830061	0.0274901820778293	0	0	0.000714030703320243	0.0307033202427704	0.00285612281328097	0.00249910746162085	0.00642627632988218	0.0107104605498036	0	0.00749732238486255	0.00517672259907176	0	0	0	0	0	0	0	0.000178507675830061	0	0	0	0	0	0	0	0	0	0	0
"Meriones_persicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257905138339921	0	0.000988142292490119	0.193675889328063	0	0.0118577075098814	0	0	0	0	0	0.00296442687747036	0.00296442687747036	0.00889328063241107	0	0	0	0	0	0	0	0.00296442687747036	0	0.0118577075098814	0	0	0.00197628458498024	0	0	0	0	0.00395256916996047	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433839479392625	0.027114967462039	0	0	0.0390455531453362	0.163774403470716	0.0151843817787419	0.00216919739696312	0	0.0911062906724512	0	0.00108459869848156	0	0.0683297180043384	0	0.00542299349240781	0.00976138828633406	0.0227765726681128	0.0227765726681128	0.0162689804772234	0	0	0	0	0	0	0	0.00759219088937093	0	0	0	0.00325379609544469	0	0	0
"Mesocricetus_brandti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124309392265193	0	0	0	0.00276243093922652	0	0.113259668508287	0.0787292817679558	0	0.218232044198895	0	0.0069060773480663	0	0.0386740331491713	0	0	0	0.0069060773480663	0	0	0.00138121546961326	0	0	0	0	0	0	0	0.0069060773480663	0	0	0.00828729281767956	0	0	0	0.00276243093922652	0.00276243093922652
"Meriones_tristrami"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237201365187713	0	0	0.215017064846416	0	0.0119453924914676	0	0	0	0	0	0.00511945392491468	0.0204778156996587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102389078498294	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551470588235294	0	0	0	0.00735294117647059	0.0845588235294118	0.349264705882353	0	0	0.00919117647058824	0	0	0.00367647058823529	0	0.00367647058823529	0	0.0238970588235294	0.00183823529411765	0	0.00919117647058824	0	0	0	0.00183823529411765	0	0	0	0	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245098039215686	0	0	0.00245098039215686	0	0	0.117647058823529	0	0	0	0	0.0563725490196078	0.301470588235294	0	0.0196078431372549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390243902439	0	0	0	0	0.176829268292683	0.0213414634146341	0	0.0609756097560976	0	0.0487804878048781	0.0121951219512195	0.00304878048780488	0.00304878048780488	0	0.0304878048780488	0	0	0.0457317073170732	0.00304878048780488	0.0152439024390244	0	0	0	0.0274390243902439	0.0152439024390244	0	0.00914634146341463	0	0.00304878048780488	0	0	0	0	0	0
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172413793103448	0.344827586206897	0.0172413793103448	0	0	0	0	0	0.0172413793103448	0	0	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113636363636364	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.136363636363636	0	0	0	0	0	0
"Chionomys_nivalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192307692307692	0	0	0	0	0	0	0	0	0	0
"Sciurus_anomalus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_schelkovnikovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_setosa"	0.498124832574337	0	0.000535762121618002	0	0	0.0012054647736405	0	0	0.0001339405304045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_cheopis"	0	0.434160905091138	0.000471401634192332	0.0410119421747329	0	0	0.0218416090509114	0	0	0.00125707102451289	0	0	0	0.00125707102451289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_transcaucasicus"	0.498497370398197	0	0.000187828700225394	0	0.000751314800901578	0	0	0.000563486100676183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
