"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405405405405405	0	0	0	0.0202702702702703	0	0	0.0405405405405405	0.0135135135135135	0.00675675675675676	0	0.00675675675675676	0.00675675675675676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Grangeria_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.16	0.08	0	0	0.03	0	0	0	0.01	0.04	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0
"Badula_platiphylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34375	0	0.09375	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0	0.015625
"Helichrysum_proteoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0.0952380952380952	0.0476190476190476	0	0.0238095238095238	0	0	0	0.0238095238095238	0.0238095238095238	0	0.0238095238095238	0.0476190476190476	0	0.0714285714285714	0	0.0238095238095238	0	0	0	0.0238095238095238	0	0.0238095238095238	0	0	0	0.0238095238095238	0
"Myonima_violacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263157894737	0	0.394736842105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Harungana_madagascariensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264705882352941	0	0.0588235294117647	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0
"Ochna_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.25	0	0	0.0416666666666667	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Olea_lancea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545454545455	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.1	0	0	0.05	0	0	0	0	0.05	0	0.1	0	0	0	0.05	0	0	0	0	0	0	0	0.05	0.05	0	0	0
