"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	0	0	0	0	0	0	0	0.487668021646425	0.00771839696750542	0	0.00346642060899274	0	0	0.000174567944337764	0	0.000847901443926282	0	0	0	0	9.97531110501509e-05	0	0	0	0	0	0	0	2.49382777625377e-05	0
"Microtus_juldaschi"	0	0	0	0	0	0	0	0.00521739130434783	0	0.22	0	0.0539130434782609	0.0130434782608696	0.127826086956522	0.04	0	0.00260869565217391	0.00434782608695652	0.00173913043478261	0.00173913043478261	0.00173913043478261	0	0.00434782608695652	0.00521739130434783	0.00521739130434783	0.00521739130434783	0.00608695652173913	0.00173913043478261	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0.00431034482758621	0	0.00431034482758621	0	0.0474137931034483	0.271551724137931	0.00718390804597701	0.0459770114942529	0.00862068965517241	0.00431034482758621	0.0344827586206897	0.0158045977011494	0	0.0229885057471264	0	0.0129310344827586	0	0.0100574712643678	0	0	0.0028735632183908	0.0028735632183908	0.00431034482758621
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0.0236486486486486	0	0.243243243243243	0.00675675675675676	0.0168918918918919	0.0236486486486486	0	0.135135135135135	0.0236486486486486	0.0168918918918919	0	0.0101351351351351	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0.0111940298507463	0	0.0559701492537313	0	0.175373134328358	0	0	0.00746268656716418	0	0.0559701492537313	0.0373134328358209	0.0970149253731343	0	0	0	0.00746268656716418	0.0261194029850746	0	0.0149253731343284	0	0.0111940298507463	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
"Rattus_turkestanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447368421052632	0	0	0	0	0	0	0.0526315789473684	0
"Citellophilus_lebedewi"	0.499846633607689	7.66831961556158e-05	3.83415980778079e-05	0	3.83415980778079e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_phaiomydis"	0	0.455035971223022	0.00539568345323741	0.012589928057554	0.026978417266187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0.144859813084112	0.0771028037383178	0.168224299065421	0.10981308411215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0	0.0364077669902913	0.45873786407767	0.00485436893203883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.0409356725146199	0.429824561403509	0.0146198830409357	0.0146198830409357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_nana"	0	0.264367816091954	0.183908045977011	0.0402298850574713	0.0114942528735632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sinicus"	0.459459459459459	0	0.0405405405405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_montana"	0	0.0245901639344262	0.0245901639344262	0.327868852459016	0.122950819672131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0	0.0543478260869565	0.260869565217391	0.0760869565217391	0.108695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_anceps"	0	0.0227272727272727	0.125	0.0568181818181818	0.295454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0.0303030303030303	0	0	0	0.46969696969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
