"Arvicola_terrestris"	"Sorex_araneus"	"Clethrionomys_rutilus"	"Microtus_gregalis"	"Lagurus_lagurus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sicista_betulina"	"Microtus_agrestis"	"Talpa_europaea"	"Myospalax_aspalax"	"Spermophilus_erythrogenys"	"Microtus_oeconomus"	"Phodopus_campbelli"	"Tamias_sibiricus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_arvalis"	"Myopus_schisticolor"	"Cricetulus_barabensis"	"Clethrionomys_rufocanus"	"Micromys_minutus"	"Sicista_subtilis"	"Pteromys_volans"	"Sciurus_vulgaris"	"Ctenophthalmus_assimilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Megabothris_turbidus"	"Hystrichopsylla_talpae"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Ctenophthalmus_dilatatus"	"Ceratophyllus_indages"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Leptopsylla_sicistae"	"Peromyscopsylla_silvatica"	"Megabothris_calcarifer"	"Neopsylla_pleskei"	"Amphipsylla_kuznetzovi"	"Peromyscopsylla_bidentata"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_pisticus"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_vinogradovi"	"Oropsylla_ilovaiskii"	"Ctenophthalmus_uncinatus"	"Amphipsylla_prima"	"Catallagia_dacenkoi"	"Rhadinopsylla_integella"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127583979328165	0.244186046511628	0.000968992248062015	0.0439276485788114	0.00710594315245478	0.00129198966408269	0.0300387596899225	0.000968992248062015	0.00355297157622739	0.0313307493540052	0	0	0.00322997416020672	0	0	0	0	0	0.00129198966408269	0.000968992248062015	0.00129198966408269	0.000645994832041344	0.000968992248062015	0	0	0	0	0	0.000645994832041344	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0482315112540193	0.00562700964630225	0.298231511254019	0.020096463022508	0.0844051446945338	0.00884244372990354	0.00884244372990354	0.00884244372990354	0.00321543408360129	0.00321543408360129	0	0	0	0.00562700964630225	0.00160771704180064	0	0	0.00160771704180064	0	0	0.00160771704180064	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111458333333333	0.0125	0.0604166666666667	0.1	0.015625	0.0760416666666667	0.009375	0.0354166666666667	0.00208333333333333	0.00416666666666667	0	0.003125	0	0.0114583333333333	0.00520833333333333	0	0.04375	0.00208333333333333	0	0.00520833333333333	0	0	0	0	0	0	0	0	0	0.00208333333333333	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275537634408602	0.0376344086021505	0.010752688172043	0.021505376344086	0.00672043010752688	0.0282258064516129	0.0161290322580645	0.0255376344086022	0	0	0	0	0	0.0295698924731183	0	0	0.00403225806451613	0.0134408602150538	0.0161290322580645	0.0147849462365591	0	0	0	0	0	0	0	0	0	0	0
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210526315789474	0	0	0	0	0	0	0	0.276315789473684	0	0	0	0.1	0	0.0894736842105263	0	0.00526315789473684	0	0.00789473684210526	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235795454545455	0.0340909090909091	0	0.0340909090909091	0.0369318181818182	0.0255681818181818	0.03125	0.0340909090909091	0	0.0142045454545455	0	0	0	0.0170454545454545	0	0	0	0	0	0	0.03125	0	0.00568181818181818	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0693430656934307	0.0145985401459854	0.171532846715328	0	0.211678832116788	0	0	0.0218978102189781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109489051094891	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04296875	0	0.0234375	0.02734375	0.0078125	0.015625	0.05078125	0.09765625	0	0	0	0	0	0.02734375	0	0.1953125	0	0	0	0	0	0	0.01171875	0	0	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143518518518519	0.0694444444444444	0	0.0324074074074074	0.037037037037037	0.0694444444444444	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.00925925925925926	0	0	0	0	0	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349056603773585	0	0.0849056603773585	0.0330188679245283	0	0.0188679245283019	0	0	0	0	0	0	0	0.0141509433962264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
