"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	0	0	0	0	0	0	0	0	0	0	0	0.17985347985348	0.156043956043956	0.0562271062271062	0.0238095238095238	0.000915750915750916	0.0366300366300366	0.0153846153846154	0.00402930402930403	0.00146520146520147	0.00512820512820513	0.0139194139194139	0.00146520146520147	0.00402930402930403	0	0	0.000549450549450549	0	0	0.000549450549450549	0	0	0	0	0	0	0
"Alticola_barakshin"	0	0	0	0	0	0	0	0	0	0	0	0.178809244026635	0	0.122405013709362	0.0699177438307873	0	0.0391696043869957	0.0656090873482178	0.0082256169212691	0	0	0.0113591852722288	0.0027418723070897	0.000587544065804935	0	0.000587544065804935	0	0	0	0.000587544065804935	0	0	0	0	0	0	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0	0	0.238695859114707	0.126844359828653	0.0249881009043313	0.0261780104712042	0.00118990956687292	0.0214183722037125	0	0.0452165635411709	0	0.000713945740123751	0.00666349357448834	0.000713945740123751	0.0042836744407425	0	0.00309376487386959	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0	0	0	0.00241935483870968	0.0145161290322581	0	0.00725806451612903	0.370161290322581	0	0.0104838709677419	0.0306451612903226	0	0	0.0145161290322581	0	0.00725806451612903	0	0	0.00564516129032258	0	0.0145161290322581	0.00483870967741936	0	0.0112903225806452	0	0	0.00645161290322581	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00940860215053763	0.0147849462365591	0	0.0336021505376344	0.0174731182795699	0.369623655913978	0.0188172043010753	0.0188172043010753	0	0	0	0.00268817204301075	0.0147849462365591	0	0	0	0	0	0	0	0	0	0
"Cricetulus_longicaudatus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0737951807228916	0.00451807228915663	0.00301204819277108	0.00903614457831325	0.0451807228915663	0	0.019578313253012	0	0.201807228915663	0.016566265060241	0.0647590361445783	0.0496987951807229	0	0.00602409638554217	0.00602409638554217	0	0	0	0	0	0	0	0	0	0
"Cricetulus_barabensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086046511627907	0	0	0.0162790697674419	0	0.246511627906977	0.0186046511627907	0.0186046511627907	0.0232558139534884	0	0.0767441860465116	0	0	0	0	0	0	0	0.00465116279069767	0	0.00465116279069767	0.00465116279069767
"Phodopus_sungorus"	0	0	0	0	0	0	0	0	0	0	0	0.128676470588235	0	0	0.00735294117647059	0	0	0	0.0404411764705882	0	0.0441176470588235	0.0294117647058824	0.150735294117647	0.0441176470588235	0	0	0.0367647058823529	0	0	0.0183823529411765	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342857142857143	0	0	0.1	0	0	0	0	0.0571428571428571	0	0	0	0
"Meriones_unguiculatus"	0	0	0	0	0	0	0	0	0	0	0	0.0138888888888889	0	0	0.0138888888888889	0	0	0	0	0.368055555555556	0	0	0	0	0	0	0	0	0	0	0.104166666666667	0	0	0	0	0	0
