"Daucus_carota_carota"	"Sonchus_tenerrinus"	"Carpobrotus_sp1_M_PL_058"	"Opuntia_stricta"	"Cistus_monspeliensis"	"Lavandula_stoechas"	"Cistus_salvifolius"	"Cistus_albidus"	"Urospermum_picrioides"	"Rosmarinus_officinalis"	"Aetheorrina_bulbosa"	"Galactites_tomentosa"	"Eryngium_campestre"	"Convolvulus_althaeoides"	"Scabiosa_stellata"	"Sedum_sediforme"	"Thymelaea_hirusta"	"Ruta_chalepensis"	"Helichrysum_stoechas"	"Psoralea_bituminosa"	"Dorychnium_pentaphylum"	"Alyssum_maritimum"	"Helianthemum_guttatum"	"Lathyrus_clymenum"	"Equium_sabulicola"	"Euphorbia_segatalis"	"Allium_ampeloprasum"	"Brassica_fruticulosa"	"Dianthus_caryophillus"	"Hypericum_perfolatum"	"Linum_sp1_M_PL_058"	"Vicea_lutea"	"Andrena_sp1_M_PL_058"	"Apis_mellifera"	"Mordellistena_pumila"	"Oedemera_lurida"	"Oxythyrea_funesta"	"Anthidium_sticticum"	"Psilothrix_sp1_M_PL_058"	"Unidentified_sp35_M_PL_058"	"Bombus_terrestris"	"Oedemera_flavipes"	"Myrabilis_quadripunctata"	"Lasioglossum_sp1_M_PL_058"	"Mordella_bipunctata"	"Halictus_gemmeus"	"Unidentified_sp38_M_PL_058"	"Criptocephalus_sp1_M_PL_058"	"Unidentified_sp43_M_PL_058"	"Xylocopa_sp1_M_PL_058"	"Halictus_pyrenaicus"	"Colletes_sp1_M_PL_058"	"Amegilla_femorata"	"Megachile_sp2_M_PL_058"	"Plagiolepsis_pigmaea"	"Anthidium_sp1_M_PL_058"	"Oedemera_nobilis"	"Halictus_sp1_M_PL_058"	"Osmia_sp1_M_PL_058"	"Oedemera_barbara"	"Camponotus_aethiops"	"Hylaeus_sp2_M_PL_058"	"Trichodes_apiarius"	"Nomada_sp1_M_PL_058"	"Polistes_gallicum"	"Unidentified_sp37_M_PL_058"	"Unidentified_sp41_M_PL_058"	"Conophorus_virescens"	"Scolia_sp1_M_PL_058"	"Unidentified_sp46_M_PL_058"	"Halyctus_sp1_M_PL_058"	"Hylaeus_nigritus"	"Sphaerophoria_sp1_M_PL_058"	"Unidentified_sp42_M_PL_058"	"Callophrys_rubi"	"Sphecodes_sp1_M_PL_058"	"Anthophora_sp1_M_PL_058"	"Ceratina_cucurbitina"	"Unidentified_sp39_M_PL_058"	"Unidentified_sp53_M_PL_058"	"Unidentified_sp61_M_PL_058"	"Unidentified_sp64_M_PL_058"	"Unidentified_sp40_M_PL_058"	"Unidentified_sp45_M_PL_058"	"Unidentified_sp49_M_PL_058"	"Unidentified_sp62_M_PL_058"	"Vanesa_atlantica"	"Zygaena_sp1_M_PL_058"	"Cerceris_sp1_M_PL_058"	"Eucera_sp1_M_PL_058"	"Helorus_coruscus"	"Hylaeus_variegatus"	"Lassiopogon_sp1_M_PL_058"	"Megachile_sp1_M_PL_058"	"Papilion_machaon"	"Pieris_rapae"	"Pyronia_tithonus"	"Stenopterus_rufus"	"Unidentified_sp36_M_PL_058"	"Unidentified_sp44_M_PL_058"	"Unidentified_sp47_M_PL_058"	"Unidentified_sp48_M_PL_058"	"Unidentified_sp50_M_PL_058"	"Unidentified_sp51_M_PL_058"	"Unidentified_sp52_M_PL_058"	"Unidentified_sp54_M_PL_058"	"Unidentified_sp55_M_PL_058"	"Unidentified_sp56_M_PL_058"	"Unidentified_sp57_M_PL_058"	"Unidentified_sp58_M_PL_058"	"Unidentified_sp59_M_PL_058"	"Unidentified_sp60_M_PL_058"	"Unidentified_sp63_M_PL_058"
"Daucus_carota_carota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340136054421769	0.00340136054421769	0.149659863945578	0.0102040816326531	0	0	0.00340136054421769	0.0986394557823129	0	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.0646258503401361	0.0340136054421769	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102040816326531	0.00340136054421769	0.0136054421768707	0.0136054421768707	0	0	0	0.00680272108843537	0	0.00340136054421769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00680272108843537	0	0	0	0	0	0	0	0	0	0	0	0	0.00340136054421769	0	0	0	0	0	0.00340136054421769	0	0	0.00340136054421769	0	0	0	0.00340136054421769	0	0
"Sonchus_tenerrinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190298507462687	0.0335820895522388	0	0.0335820895522388	0.00746268656716418	0.00373134328358209	0.0373134328358209	0.00373134328358209	0.00373134328358209	0.0149253731343284	0.00746268656716418	0.0261194029850746	0.00746268656716418	0.00746268656716418	0	0.0223880597014925	0	0	0.0149253731343284	0.00373134328358209	0	0	0	0	0	0	0	0.0186567164179104	0	0.0111940298507463	0.00373134328358209	0.0111940298507463	0	0.00373134328358209	0	0	0.00373134328358209	0	0	0	0.00746268656716418	0	0	0.00373134328358209	0	0	0	0	0	0	0.00373134328358209	0	0	0.00746268656716418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373134328358209	0.00373134328358209	0	0	0	0	0	0	0	0	0	0
"Carpobrotus_sp1_M_PL_058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151515151515152	0.0265151515151515	0.0265151515151515	0.0795454545454545	0.0757575757575758	0.0189393939393939	0.0833333333333333	0.00378787878787879	0.053030303030303	0.0113636363636364	0	0	0.00378787878787879	0	0.0303030303030303	0.0113636363636364	0	0	0	0	0	0.00378787878787879	0.00757575757575758	0	0.00757575757575758	0.00378787878787879	0.00757575757575758	0	0	0	0	0	0	0	0.00757575757575758	0	0	0	0.0113636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378787878787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378787878787879	0	0	0	0	0	0	0.00378787878787879
"Opuntia_stricta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384615384615385	0.126923076923077	0.0115384615384615	0	0.0230769230769231	0.00769230769230769	0	0.0153846153846154	0.0692307692307692	0.00769230769230769	0.0769230769230769	0.0115384615384615	0.00769230769230769	0	0	0	0	0.0576923076923077	0.0192307692307692	0	0	0	0	0.0192307692307692	0	0	0	0	0.0269230769230769	0	0	0	0	0	0	0	0.00769230769230769	0	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cistus_monspeliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0922330097087379	0.00970873786407767	0.0145631067961165	0.16504854368932	0.0679611650485437	0.00970873786407767	0.00485436893203883	0	0	0.00485436893203883	0.00485436893203883	0.0242718446601942	0	0	0.00485436893203883	0	0.029126213592233	0	0.00485436893203883	0	0.00485436893203883	0	0.0145631067961165	0	0	0	0	0	0	0.00485436893203883	0	0	0	0	0	0	0	0.00970873786407767	0	0	0.00970873786407767	0	0	0.00970873786407767	0	0	0	0.00485436893203883	0	0	0	0	0	0	0	0	0	0	0	0.00485436893203883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lavandula_stoechas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.104166666666667	0	0	0.00520833333333333	0.161458333333333	0	0	0	0	0	0.015625	0	0	0	0	0.015625	0	0	0	0.0416666666666667	0.0416666666666667	0	0.00520833333333333	0	0.015625	0	0	0	0	0	0	0	0	0	0.015625	0	0	0.00520833333333333	0	0	0	0.0104166666666667	0.00520833333333333	0.0104166666666667	0	0	0.00520833333333333	0	0.015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520833333333333	0	0	0.00520833333333333	0
"Cistus_salvifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116438356164384	0.0136986301369863	0.0205479452054795	0.0205479452054795	0.0958904109589041	0	0.0479452054794521	0.0136986301369863	0	0.00684931506849315	0	0	0	0	0.0479452054794521	0	0.00684931506849315	0	0	0	0.00684931506849315	0	0.0273972602739726	0	0.0273972602739726	0	0.00684931506849315	0	0	0	0	0	0	0.0205479452054795	0	0.00684931506849315	0	0	0.00684931506849315	0	0	0.00684931506849315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cistus_albidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147058823529412	0.0392156862745098	0	0.0588235294117647	0.0588235294117647	0.0784313725490196	0.00980392156862745	0	0.00980392156862745	0.00980392156862745	0	0	0	0	0	0	0	0	0	0	0	0.00980392156862745	0	0	0.0196078431372549	0	0.0196078431372549	0	0	0	0	0	0	0.00980392156862745	0.00980392156862745	0	0	0	0	0	0	0.00980392156862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00980392156862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Urospermum_picrioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147727272727273	0	0.0681818181818182	0.0681818181818182	0.0113636363636364	0	0.0113636363636364	0	0	0.0340909090909091	0.0113636363636364	0.0113636363636364	0	0	0	0.0340909090909091	0	0	0.0340909090909091	0.0113636363636364	0	0	0	0	0.0227272727272727	0.0113636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rosmarinus_officinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138888888888889	0.222222222222222	0	0	0.0138888888888889	0.0416666666666667	0	0	0	0	0	0.0138888888888889	0	0	0	0	0.0555555555555556	0	0	0.0138888888888889	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0.0138888888888889	0	0	0	0	0	0	0	0	0.0138888888888889	0.0416666666666667	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
