Node	Module
R1	2
C1	1
C2	3
C3	0
C4	1
C6	6
C9	6
C10	3
C12	6
C16	6
C18	6
C19	0
C20	4
C21	0
C27	6
C30	2
C32	1
C45	2
C47	1
C50	6
C54	2
C56	6
C58	2
C59	2
C64	0
C65	7
C67	2
C71	2
C79	2
C83	2
C93	2
C98	2
C100	2
C101	2
C108	2
C109	2
C116	2
C117	2
C119	2
C128	2
C129	2
C131	2
C137	2
C138	2
R2	6
C22	6
C26	6
C36	3
C37	0
C39	3
C44	2
C55	6
C57	6
C60	6
C69	6
C72	7
C77	6
C87	6
C88	6
C95	6
C99	6
C121	6
C123	6
C124	6
C126	6
R3	3
C5	3
C8	1
C11	1
C29	3
C38	3
C42	3
C43	3
C62	7
C63	0
C75	7
C82	3
C90	3
C106	3
C114	3
C115	3
R4	2
C13	7
C40	2
C49	2
C68	6
C89	2
C107	2
C111	2
C113	2
C133	2
R5	3
C24	3
C41	3
C53	0
C130	3
R6	6
C17	1
C25	0
C78	6
C127	6
R7	3
C28	1
C35	3
C81	3
R8	3
C85	3
R9	0
C7	0
C15	0
C33	0
C34	0
C51	7
C73	0
C76	0
C84	0
C136	0
R10	2
C92	2
C94	2
C97	2
C105	2
C118	2
R11	6
C122	6
C139	6
R12	7
C52	7
C66	7
C91	7
R13	1
C23	1
C46	1
C48	4
C134	1
R14	1
C14	1
C31	1
C135	1
R15	1
C70	1
C110	1
R16	0
R17	1
R18	7
C74	7
R19	0
R20	6
R21	1
C61	1
C120	1
R22	1
R23	0
R24	7
C132	7
R25	3
C86	3
R26	0
C112	0
C125	0
R27	1
R28	5
C96	5
C103	5
C104	5
R29	1
C102	1
R30	4
C80	4
R31	0
R32	4
R33	3
R34	6
R35	3
R36	3
R37	3
R38	0
R39	0
R40	1
R41	1
