Node	Module
R1	3
C1	8
C2	1
C8	5
C9	8
C10	3
C16	2
C24	3
C29	3
C37	3
C41	1
C46	1
C48	3
C53	2
C55	2
C56	3
C57	3
C75	3
C96	3
C108	3
C109	3
C115	3
R2	3
C3	4
C11	7
C23	6
C62	3
C63	3
C69	3
C100	3
C101	3
C102	3
C112	3
R3	6
C4	0
C13	0
C20	6
C21	6
C31	6
C35	6
C45	6
C47	6
C52	6
C83	6
C104	6
C119	6
R4	8
C6	5
C12	8
C18	8
C25	8
C28	8
C50	4
C58	1
C59	8
C91	8
R5	6
C22	5
C44	6
C103	6
R6	5
C7	5
C15	5
C19	5
C26	5
C42	5
C49	5
C61	5
C68	5
R7	8
C17	7
C81	8
C85	8
R8	2
C76	2
C90	2
C92	2
C99	2
C113	2
C116	2
C121	2
R9	1
C64	1
C74	1
C78	1
C95	1
C106	1
R10	5
C27	4
C43	5
C114	5
R11	1
C5	4
C38	1
C54	4
C67	1
C71	1
C77	1
R12	0
C39	0
C40	0
C66	0
C82	0
C117	0
C118	0
C120	0
R13	2
C80	2
C97	2
C111	2
R14	8
C36	8
C51	8
C70	8
R15	5
R16	7
C30	7
C60	7
C73	7
C110	7
R17	4
C14	4
C88	4
R18	0
C32	0
C33	0
C34	0
C87	0
R19	0
C89	0
R20	8
R21	4
C65	4
R22	0
C72	0
C105	0
R23	5
R24	8
C93	8
C94	8
R25	4
C79	4
C107	4
R26	6
R27	0
C84	0
R28	0
R29	8
R30	5
R31	7
C98	7
R32	0
C86	0
R33	4
R34	1
R35	1
R36	4
R37	4
R38	3
R39	8
R40	3
R41	5
R42	3
R43	4
R44	3
R45	4
R46	4
R47	5
R48	4
R49	4
