Node	Module
R1	1
C2	4
C3	0
C4	4
C5	4
C6	4
C7	4
C8	3
C9	1
C10	1
C11	0
C12	4
C15	3
C16	4
C19	2
C20	2
C21	2
C22	3
C23	1
C24	3
C25	0
C26	3
C27	2
C28	2
C30	1
C31	1
C32	3
C34	1
C35	3
C36	1
C37	1
C38	1
C40	1
C41	2
C43	3
C46	4
C49	0
C50	1
C51	1
C52	2
C53	1
C54	1
C55	1
C58	1
C59	1
C60	1
C62	1
C65	1
C66	1
C67	1
C70	1
C72	1
C74	1
C75	1
C77	1
C79	1
C80	1
C82	1
C83	1
C89	1
C91	1
C94	1
C95	1
C96	1
C97	1
C101	1
R2	3
C1	4
C13	0
C17	2
C29	0
C33	3
C45	3
C47	3
C61	3
C68	3
C71	3
C81	3
C87	3
C88	3
C98	3
R3	4
C14	4
C39	4
C48	4
R4	4
R5	4
C42	0
C56	4
C64	4
C69	4
C99	4
R6	2
C18	2
C44	2
C73	2
C78	2
C85	2
C86	2
C92	2
R7	0
C57	0
C84	0
C90	0
C93	0
R8	4
R9	4
C76	4
C100	4
R10	2
R11	2
C63	2
