Node	Module
R1	4
C1	1
C2	3
C4	6
C5	4
C6	6
C7	5
C8	4
C10	6
C13	6
C14	4
C19	4
C21	7
C22	4
C23	4
C28	4
C33	1
C38	4
C39	4
C44	4
C46	4
C49	2
C56	4
C64	4
C78	4
C79	4
R2	6
C3	1
C9	6
C11	6
C12	1
C15	6
C16	5
C17	6
C29	6
C32	6
C50	1
C51	2
C71	6
R3	4
C24	4
C37	4
C41	0
R4	4
C47	4
C48	4
C61	4
R5	5
C20	1
C42	3
C43	5
C52	5
C75	5
C77	5
C83	5
C84	5
R6	6
C30	5
C55	6
C60	6
C82	6
R7	4
C65	4
C66	4
R8	1
C31	1
C35	1
C53	1
C93	1
C95	1
R9	4
C27	4
C54	4
C59	4
R10	1
C96	1
R11	3
C57	3
C58	3
C80	3
C81	3
R12	6
R13	6
C63	6
R14	6
C25	5
C34	7
C73	6
R15	1
C40	1
C94	1
R16	1
C62	1
R17	5
R18	1
C45	1
R19	3
C18	3
C86	3
C87	3
R20	6
C36	5
R21	2
C90	2
R22	6
C74	6
R23	4
R24	6
R25	4
R26	5
C89	5
C91	5
R27	7
C67	7
C69	7
C72	7
R28	7
C68	7
C92	7
R29	6
R30	5
C70	5
R31	5
R32	6
R33	1
R34	5
C76	5
R35	5
R36	4
C97	4
R37	1
R38	4
R39	0
R40	3
C26	3
R41	5
R42	6
R43	6
R44	3
R45	3
C88	3
R46	3
R47	7
R48	4
R49	1
C85	1
R50	1
R51	3
R52	1
R53	6
R54	6
R55	5
R56	3
R57	1
R58	1
R59	1
R60	1
R61	4
R62	3
R63	1
R64	3
R65	5
R66	6
R67	4
R68	6
R69	3
R70	3
R71	3
R72	5
R73	3
R74	3
R75	3
R76	3
R77	1
R78	1
R79	6
R80	3
