Node	Module
R1	0
C89	0
C149	0
C160	0
C171	0
C204	0
C205	4
C206	0
C207	0
C208	0
C247	0
C249	0
C255	0
C334	0
C344	0
C378	0
C382	0
C386	0
C387	0
C389	0
C390	0
C411	0
C493	0
C495	0
R2	0
C59	4
C109	0
C157	0
C220	4
C227	4
C230	0
C240	4
C251	0
C254	0
C261	2
C295	2
C296	4
C297	4
C299	4
C300	2
C301	2
C312	4
C323	4
C342	0
C345	0
C379	0
C383	0
C384	0
C394	0
C398	0
C417	2
C421	4
C447	0
C503	0
R3	4
C2	4
C69	4
C70	4
C85	4
C128	4
C185	4
C198	4
C217	4
C223	4
C239	4
C256	0
C281	4
C431	4
C433	4
C435	4
C436	4
C437	4
C440	4
C445	4
C446	4
C449	4
C468	4
C470	4
C481	4
C483	4
C530	3
C531	3
C532	4
C539	4
R4	2
C19	2
C20	2
C21	0
C24	2
C29	2
C57	2
C72	2
C73	2
C77	2
C90	2
C129	2
C145	2
C146	2
C173	2
C287	2
C288	2
C363	2
C367	1
C395	2
C399	2
C405	2
C406	2
C407	1
C453	2
C454	2
C485	2
C499	2
C504	2
C506	2
C509	2
C526	1
C527	3
C529	4
C536	2
R5	0
C11	0
C12	0
C18	0
C25	3
C35	0
C44	0
C113	0
C189	0
C202	0
C274	0
C339	0
C362	1
C461	0
C528	1
C535	0
R6	4
C86	4
C126	4
C150	4
C200	4
C225	4
C228	4
C237	4
C245	4
C270	4
C271	2
C285	4
C291	4
C293	4
C298	2
C304	4
C313	4
C320	0
C321	4
C331	4
C337	4
C400	4
C415	4
C420	4
C423	4
C426	4
C480	4
C482	4
C490	4
C514	4
R7	4
C4	4
C60	4
C67	4
C120	4
C123	4
C124	4
C159	4
C168	4
C186	4
C199	4
C218	4
C260	4
C292	4
C294	4
C302	2
C308	2
C326	4
C401	4
C428	4
R8	4
C23	4
C66	3
C127	4
C170	4
C242	4
C250	0
C429	4
C463	4
R9	0
C1	0
C13	0
C58	3
C79	0
C133	0
C234	0
C410	0
R10	1
C103	1
C106	1
C107	1
C108	1
C156	1
C232	1
C248	1
C259	1
C330	2
C385	1
C404	1
C515	1
C533	1
R11	0
C10	0
C43	0
C50	3
C116	0
C190	0
C221	0
C364	0
C380	0
C500	0
C502	2
R12	0
C61	0
C76	1
C78	0
C104	0
C136	0
C138	0
C139	0
C163	0
C167	0
C224	1
C263	0
C267	0
C277	0
C327	0
C338	0
C377	0
C412	0
C450	0
C473	0
R13	2
C9	2
C22	2
C26	2
C46	2
C83	2
C91	2
C130	2
C233	2
C282	2
C283	2
C284	2
C303	2
C352	2
C358	2
C371	2
C374	2
C375	2
C392	2
C396	2
C397	2
C418	2
C489	2
C534	2
C537	2
R14	2
C45	2
C55	2
C68	4
C111	2
C112	2
C164	2
C165	2
C178	2
C180	2
C194	2
C201	2
C214	2
C246	2
C265	2
C268	2
C273	2
C275	2
C305	4
C306	2
C311	2
C336	2
C349	2
C368	2
C372	2
C432	2
C484	2
C487	2
C488	2
C512	2
C516	2
C517	2
C520	2
C521	2
R15	2
C49	2
C84	2
C144	2
C162	2
C166	2
C289	2
C332	2
C361	2
C422	2
C491	2
C522	2
C523	2
R16	2
C121	2
C195	2
C196	2
C211	2
C280	4
C351	2
C393	2
R17	2
C131	2
C181	2
C264	2
C269	2
C347	2
C365	2
C408	2
R18	2
C14	2
C33	2
C118	2
C175	2
C176	2
C262	2
C290	2
C315	2
C359	2
C427	2
C505	2
C513	3
C524	2
R19	2
C52	1
C114	2
C210	2
C213	2
C243	2
C276	2
C310	2
C369	2
R20	4
C71	4
C110	4
C229	4
C266	4
C309	4
C366	4
C444	4
C448	4
C452	4
C474	0
C475	0
C476	0
C544	1
R21	0
C5	0
C17	0
C54	0
C75	1
C151	0
C184	0
C357	0
R22	0
C6	0
C137	0
C141	0
C203	0
C286	0
C350	0
C360	0
C376	0
C466	0
C472	0
R23	4
C148	4
C222	4
C252	4
C329	4
C340	4
C438	4
C462	4
R24	1
C27	1
C30	1
C31	1
C32	1
C40	1
C41	1
C147	1
C348	1
C419	1
C518	1
R25	0
C42	0
C47	3
C100	0
C101	0
C102	0
C132	0
C135	0
C177	0
C191	0
C215	0
C279	0
C325	0
C439	0
C465	0
C478	0
C496	0
C497	0
C510	0
R26	0
C93	0
C94	0
C95	0
C328	0
C335	0
C416	0
C456	0
R27	0
C179	0
C219	0
C238	0
C253	0
C333	0
C355	0
C356	0
C373	0
C388	0
C442	0
C455	0
C458	0
R28	0
C92	0
C158	0
C341	0
C346	0
C457	0
R29	3
C28	3
C37	3
C48	3
C51	3
C62	3
C64	3
C80	3
C87	3
C88	3
C125	3
C143	3
C209	3
C381	3
C409	3
C413	3
C425	3
C486	3
C494	3
C501	3
C511	3
C525	3
C538	3
C540	3
R30	4
C56	4
C117	4
C140	4
C161	4
C231	4
C257	4
C316	4
C434	4
R31	4
C153	4
C155	4
C187	4
C236	4
C258	4
C403	4
C441	4
R32	0
C15	0
C16	0
C36	0
C38	0
C39	0
C154	0
C182	0
C192	0
C498	0
C541	0
C542	0
C543	0
R33	1
C3	1
C34	1
C53	1
C63	1
C81	1
C115	1
C134	1
C169	1
C172	1
C183	1
C197	1
C226	1
C278	1
C307	1
C322	1
C424	1
C443	1
C460	1
C464	1
C471	1
C492	1
R34	0
C7	0
C8	0
C142	0
R35	0
C65	0
C74	0
C82	0
C98	0
C99	0
C105	0
C193	0
C212	0
C317	0
C318	0
C353	0
C354	0
C370	0
C391	0
C451	0
C467	0
C469	0
C477	0
C507	0
C508	0
C519	0
R36	4
C122	4
C152	4
C244	4
C272	4
R37	4
C96	4
C97	4
C216	4
C241	4
C402	4
C430	4
C459	4
C479	4
R38	4
C119	4
C174	4
C188	4
C235	4
C314	4
C319	4
C324	4
C343	4
C414	4
