Node	Module
R1	0
C1	3
C3	3
C4	3
C5	2
C6	2
C7	1
C8	1
C9	3
C10	1
C11	2
C12	2
C13	1
C15	3
C16	1
C17	2
C18	1
C23	3
C24	0
C25	3
C27	1
C28	0
C29	2
C30	0
C31	0
C32	0
C33	0
C34	0
C36	1
C37	0
C38	3
C39	0
C40	0
C41	1
C54	0
C57	0
C65	0
R2	1
C2	2
C19	1
C47	1
C50	1
C55	1
C60	1
C63	1
R3	0
C14	3
C21	3
C22	2
C43	0
C44	0
C51	0
C59	0
C64	0
R4	1
C53	1
C58	1
C61	1
C66	1
R5	1
C48	1
C67	1
R6	3
C20	3
C52	3
R7	2
C35	2
C42	2
C56	2
R8	2
C26	3
R9	3
R10	3
R11	2
C45	2
C46	2
R12	3
R13	2
C68	2
R14	3
C62	3
R15	2
R16	3
C49	3
R17	2
R18	0
R19	1
R20	2
R21	2
R22	3
R23	2
R24	2
