Node	Module
R1	6
C1	3
C2	2
C3	2
C4	3
C5	1
C6	2
C8	2
C9	3
C10	3
C11	1
C12	5
C15	6
C17	1
C18	6
C19	5
C21	3
C22	3
C23	6
C24	6
C25	2
C28	3
C29	2
C30	6
C34	4
C39	6
C41	6
C44	6
C45	5
C48	1
C52	5
C53	6
C61	6
C66	1
C68	6
C77	6
C90	6
R2	2
C13	2
C16	3
C27	3
C31	6
C32	5
C33	2
C37	2
C46	2
C57	4
C58	5
C81	0
C89	2
C92	2
R3	5
C7	3
C14	5
C35	5
C38	6
C42	3
C54	5
R4	6
C59	6
C71	6
C83	1
C85	6
C91	6
C97	6
C102	6
R5	4
C20	4
C36	4
C40	2
C51	4
C56	4
C86	4
C87	4
C104	4
R6	6
C60	6
C62	6
C63	6
C110	6
R7	3
C26	3
C79	1
C80	3
C95	3
R8	6
C70	1
C101	6
R9	2
C49	2
C74	2
C100	2
R10	5
C78	5
R11	3
C75	3
R12	3
R13	5
C43	6
C69	5
R14	6
R15	6
R16	3
C47	1
C65	3
C72	3
C96	3
R17	5
C55	0
R18	3
R19	1
C82	1
C107	1
R20	2
C76	5
R21	3
R22	3
R23	1
R24	3
R25	2
C64	2
C99	2
R26	2
R27	1
R28	6
R29	5
R30	1
R31	6
C73	0
R32	6
R33	6
R34	5
R35	6
C94	6
R36	3
R37	5
R38	1
R39	3
R40	6
R41	2
R42	5
R43	1
R44	6
R45	2
C93	2
R46	2
R47	3
R48	3
R49	0
C67	0
R50	3
C84	4
R51	4
R52	2
R53	6
R54	3
R55	2
R56	3
R57	3
R58	1
C109	1
R59	4
C50	4
R60	4
R61	6
R62	2
R63	4
C88	4
C105	4
R64	2
R65	2
R66	3
R67	3
R68	3
R69	2
R70	2
R71	6
R72	2
R73	6
R74	0
R75	3
R76	5
R77	1
R78	2
R79	1
R80	4
R81	4
C106	4
R82	3
R83	3
R84	5
R85	3
R86	3
R87	2
R88	1
R89	3
R90	2
R91	4
R92	4
R93	6
R94	3
R95	2
R96	3
R97	1
R98	2
R99	5
R100	2
R101	5
R102	3
R103	1
R104	1
R105	6
R106	1
R107	2
R108	2
R109	2
R110	5
R111	3
R112	4
R113	0
C103	0
C108	0
R114	0
R115	3
R116	4
R117	2
R118	4
R119	4
R120	4
R121	4
R122	3
R123	3
R124	1
R125	3
R126	5
R127	2
R128	2
R129	2
C98	2
R130	2
R131	2
R132	2
R133	1
R134	2
R135	5
R136	0
R137	2
R138	2
R139	6
R140	2
R141	2
R142	2
R143	2
R144	2
R145	6
R146	6
R147	4
R148	5
R149	3
R150	4
R151	2
R152	4
R153	6
R154	6
R155	2
R156	4
R157	3
R158	4
R159	6
R160	3
R161	2
R162	3
R163	2
R164	3
R165	2
R166	2
R167	5
R168	3
R169	2
R170	3
R171	2
R172	3
R173	3
R174	3
R175	6
R176	2
R177	3
R178	3
R179	2
R180	5
R181	3
R182	5
R183	5
R184	3
R185	2
R186	1
R187	4
R188	0
R189	2
R190	3
R191	6
R192	3
R193	1
R194	3
R195	2
R196	2
R197	2
R198	6
R199	2
R200	3
R201	2
R202	2
R203	2
R204	0
R205	2
R206	4
R207	6
