Node	Module
R1	10
C1	10
C2	2
C3	2
C5	10
C7	8
C9	10
C11	9
C12	10
C14	9
C15	5
C16	10
C21	8
C25	10
C33	5
C34	8
C37	10
C39	10
C42	10
C43	10
C44	8
C48	5
C63	10
C68	6
C69	10
C73	10
C76	10
C83	3
C94	0
C98	9
C105	4
C120	10
C124	10
C130	10
C137	10
C140	10
C154	10
C157	10
C168	10
C188	10
C189	10
R2	4
C13	8
C17	3
C38	4
C50	4
C51	4
C60	4
C66	4
C70	4
C77	9
C128	4
C161	4
C164	4
C169	4
C172	4
C184	4
C186	4
C190	4
R3	10
C22	10
C36	10
C86	8
C101	3
C116	10
C121	10
C122	10
C147	10
C170	10
R4	10
C6	8
C27	9
C29	8
C49	5
C79	3
C109	10
C117	10
C158	10
R5	3
C18	3
C35	3
C40	3
C54	5
C56	3
C65	3
C74	3
C93	3
C104	5
C106	3
C119	3
C151	3
C160	3
C167	3
C175	3
C179	3
C180	3
R6	10
C19	6
C55	3
C91	8
C182	10
C191	10
R7	5
C4	5
C26	5
C95	5
C135	5
C141	5
C173	5
R8	8
C10	8
C23	8
C32	8
C46	6
C81	8
C87	8
C88	8
C136	8
C153	8
C187	8
R9	8
C20	7
C24	6
C31	8
C47	8
C57	8
C80	8
C102	5
C156	8
R10	3
C53	3
C67	3
C84	3
C127	3
C142	3
R11	8
C62	8
C90	8
C114	8
C125	8
C185	8
R12	9
C71	9
C78	9
C150	9
C183	9
R13	5
C113	5
C139	5
C181	5
R14	8
C75	8
R15	6
C30	7
C52	4
C58	6
C97	6
C100	6
C108	6
C118	6
R16	6
C61	6
C82	6
C146	6
C148	6
C149	6
C174	6
R17	6
C8	6
C107	6
R18	5
C99	5
C103	5
R19	3
C59	3
C111	3
C143	3
R20	3
C72	6
C110	3
C155	3
R21	8
C92	9
R22	2
C123	2
C176	2
R23	10
C112	10
C133	10
C171	10
R24	5
C126	5
C159	5
C165	5
C166	5
R25	6
R26	6
C28	6
R27	7
C45	2
C115	7
C144	7
C163	7
R28	2
C64	2
C134	2
C178	2
R29	6
R30	2
C138	2
R31	7
C89	7
C132	7
R32	9
C41	9
C131	9
R33	7
C85	7
R34	9
C177	9
R35	2
R36	8
C96	1
C145	8
R37	4
C192	4
R38	9
R39	6
R40	8
R41	2
R42	2
R43	10
R44	2
R45	0
C129	0
R46	9
R47	1
C152	1
R48	2
C162	2
R49	8
R50	7
R51	3
R52	7
R53	7
R54	7
R55	7
R56	2
R57	2
R58	8
R59	8
R60	2
R61	8
