Node	Module
R1	1
C1	2
C2	2
C3	2
C4	4
C5	2
C6	3
C7	2
C8	4
C9	4
C10	0
C11	4
C12	4
C13	4
C14	1
C15	4
C16	1
C17	1
C18	1
C19	4
C20	1
C21	1
C22	1
C28	0
C31	4
C32	1
C34	1
C36	1
C38	1
C44	1
C45	1
C51	1
C52	4
C59	1
C81	1
R2	1
C24	0
C30	1
C35	1
C41	2
C53	2
C67	1
C76	1
C78	1
C83	1
C86	1
R3	1
C23	1
C42	1
C64	1
R4	1
C74	1
C77	1
C80	1
C82	1
R5	1
R6	0
C25	0
C27	0
C39	0
C43	0
C46	0
C47	0
C55	2
C58	0
C62	0
C63	0
C84	0
R7	0
C37	0
C40	0
C50	0
C56	0
C73	0
R8	4
C70	4
C75	4
R9	0
C33	0
C49	0
R10	4
C68	4
C69	4
C79	4
R11	4
C54	4
C65	4
C66	4
C71	4
C72	4
R12	1
R13	0
C57	0
C85	0
R14	2
R15	0
C60	0
C61	0
R16	0
R17	4
R18	4
R19	4
R20	0
R21	4
R22	2
C26	2
C29	2
C48	2
R23	2
R24	2
R25	4
R26	2
R27	2
R28	2
R29	2
R30	4
R31	2
R32	2
R33	3
R34	3
R35	2
R36	2
R37	4
R38	0
R39	3
R40	3
R41	2
R42	3
R43	2
R44	2
R45	2
R46	2
R47	3
R48	2
