Node	Module
R1	11
C1	11
R2	6
C2	6
C3	6
C4	6
C5	8
R3	0
C6	0
C7	0
R4	10
C8	10
C9	10
R5	8
C10	8
C11	9
R6	9
C12	9
R7	11
C13	11
C14	9
C15	11
C16	11
R8	8
R9	5
C17	5
R10	0
C18	0
R11	5
R12	5
C19	5
R13	0
R14	0
C20	0
C21	0
C22	0
R15	0
C23	0
C24	0
R16	5
C25	5
C26	5
C27	5
C28	5
C29	0
R17	11
C30	11
C31	11
R18	9
C32	9
C33	9
C34	9
C35	9
C36	9
C37	9
R19	9
C38	9
C39	9
C40	9
R20	9
C41	9
R21	9
C42	9
C43	9
C44	9
C45	9
C46	9
C47	9
C48	9
C49	11
C50	9
R22	9
C51	9
C52	11
C53	9
R23	9
C54	9
C55	11
C56	9
R24	9
R25	9
R26	9
R27	9
R28	9
C57	9
R29	9
C58	9
R30	9
R31	9
R32	8
R33	0
C59	0
C60	0
R34	0
R35	11
C61	11
C62	11
C63	11
C64	11
C65	11
C66	11
R36	11
R37	11
C67	11
R38	0
C68	0
R39	0
R40	8
C69	8
C70	8
R41	6
C71	6
R42	5
C72	5
R43	5
R44	0
C73	0
R45	0
C74	0
R46	0
C75	0
C76	0
C77	0
C78	0
R47	0
R48	0
R49	0
C79	0
C80	0
C81	0
R50	9
C82	9
R51	0
R52	0
R53	11
R54	11
C83	11
C84	1
C85	8
C86	11
C87	6
R55	9
R56	0
C88	0
R57	0
C89	0
C90	0
R58	5
C91	5
C92	5
C93	7
R59	0
C94	0
C95	0
C96	0
C97	0
C98	0
C99	0
C100	0
C101	0
R60	0
R61	0
R62	0
R63	0
R64	1
C102	1
R65	1
C103	1
C104	1
C105	1
C106	1
C107	1
C108	1
R66	1
R67	1
R68	1
R69	1
C109	1
R70	1
C110	1
C111	1
R71	1
C112	1
C113	1
R72	1
C114	1
R73	1
C115	1
C116	1
R74	1
R75	1
R76	1
R77	1
R78	1
R79	1
R80	1
R81	1
R82	1
R83	1
R84	10
C117	10
R85	11
R86	10
R87	2
C118	2
C119	2
C120	2
R88	5
C121	5
R89	5
R90	2
C122	2
R91	2
C123	2
C124	2
C125	2
C126	2
C127	2
C128	2
C129	2
C130	2
R92	2
C131	2
C132	2
C133	2
C134	2
C135	2
C136	2
R93	2
C137	2
R94	2
R95	2
C138	2
C139	2
R96	2
C140	2
R97	2
R98	2
C141	2
C142	2
R99	2
R100	2
C143	2
R101	2
R102	2
R103	2
R104	2
R105	2
C144	2
C145	6
C146	2
R106	2
R107	2
R108	2
R109	2
C147	2
R110	2
R111	2
R112	2
R113	2
C148	2
C149	2
R114	2
R115	2
R116	5
C150	5
C151	5
R117	5
C152	5
R118	8
R119	11
R120	11
C153	11
R121	11
R122	11
C154	11
R123	4
C155	4
C156	4
C157	4
C158	4
R124	7
C159	7
R125	4
R126	4
R127	4
R128	4
R129	4
C160	4
R130	7
C161	7
C162	7
R131	7
C163	7
C164	7
R132	7
C165	7
C166	7
R133	7
C167	7
C168	7
C169	7
C170	7
R134	7
C171	7
C172	7
C173	7
R135	7
C174	7
C175	7
R136	7
C176	7
C177	7
C178	7
C179	7
R137	7
C180	7
C181	6
R138	5
C182	8
C183	5
C184	5
R139	7
C185	7
R140	7
R141	7
R142	7
R143	7
C186	7
C187	7
C188	7
C189	7
C190	6
R144	7
C191	7
C192	7
C193	7
C194	8
R145	8
R146	8
C195	8
