Node	Module
R1	11
C1	1
C2	1
C4	1
C5	1
C6	2
C8	4
C13	11
C17	11
C18	11
C20	1
C21	10
C24	7
C27	2
C28	12
C30	10
C31	11
C33	11
C38	4
C42	10
C43	10
C45	11
C50	10
C52	8
C53	7
C54	1
C61	5
C76	6
C79	10
C80	11
C81	11
C82	11
C83	7
C87	1
C88	7
C89	4
C95	8
C100	4
C101	8
C102	11
C105	10
C108	11
C109	9
C113	11
C116	11
C130	11
C131	12
C132	7
C134	11
C159	10
C160	11
C179	11
C190	5
C198	5
C207	11
C223	11
C227	3
C239	11
C240	11
C254	11
C256	11
C267	11
C279	11
C280	11
C289	11
C292	11
C293	11
C329	11
C335	11
C343	11
C361	11
C366	11
C402	11
C403	11
C405	11
C407	11
C425	11
C438	11
C440	11
C442	11
C445	11
C447	11
C448	11
C465	11
C482	11
C486	11
C487	11
C494	11
C498	11
C510	11
C517	11
C526	11
C529	11
C532	11
C555	11
C558	11
C560	11
C567	11
C568	11
C578	11
C579	11
C585	11
R2	7
C3	12
C14	5
C15	12
C16	9
C32	9
C35	1
C37	8
C46	7
C63	7
C90	12
C91	9
C104	7
C111	1
C114	9
C121	8
C138	7
C142	7
C143	7
C145	7
C196	7
C204	12
C270	7
C277	7
C291	7
C350	7
C415	7
C545	7
C595	7
C600	7
C601	7
R3	1
C11	1
C34	1
C58	8
C60	1
C126	5
C163	1
C236	5
C244	1
C249	1
C260	1
C295	1
C420	1
C421	1
C463	1
C488	1
C491	1
C512	1
C513	1
C514	1
C535	1
C536	1
C544	1
C597	1
C598	1
R4	5
C19	5
C23	1
C39	10
C47	8
C68	5
C72	9
C74	5
C78	4
C106	3
C125	5
C128	5
C129	5
C151	5
C153	5
C161	5
C170	8
C172	5
C184	5
C202	7
C203	5
C226	0
C238	9
C241	5
C246	8
C253	5
C262	5
C271	5
C328	5
C372	5
C400	5
C408	5
C413	5
C430	5
C439	5
C452	5
C455	5
C457	5
C477	5
C489	5
C507	5
C519	5
C522	5
C538	5
C542	5
C546	5
C549	5
C559	5
C562	5
C569	5
C571	5
C605	5
R5	7
C49	12
C51	7
C94	1
C124	9
C149	7
C150	7
C158	7
C228	7
C263	7
C275	7
C296	7
C297	7
C298	7
C310	7
C312	7
C341	7
C355	7
C356	7
C369	7
C417	7
C418	7
C450	7
R6	11
C9	12
C48	0
C62	8
C67	10
C182	11
C217	11
C235	11
C314	11
C367	11
C419	11
C458	11
C462	11
C472	11
C479	11
C497	11
C501	11
C553	11
R7	1
C29	12
C64	1
C66	12
C77	2
C115	0
C122	1
C141	1
C218	1
C274	1
C309	1
C319	1
C324	1
C327	1
C349	1
C365	1
C388	1
C604	1
R8	8
C7	0
C69	0
C85	8
C147	8
C152	8
C165	3
C174	8
C183	8
C189	8
C194	3
C201	8
C237	8
C264	8
C300	8
C399	8
C431	8
C441	8
C451	8
C484	8
R9	1
C41	1
C44	1
C93	1
C176	1
C205	8
C306	1
C318	1
C406	1
C530	1
C580	1
R10	10
C22	10
C127	10
C269	10
C315	10
C332	10
C379	10
C401	10
C414	10
C426	10
C443	10
C564	10
R11	9
C10	9
C56	9
C154	9
C210	9
C258	9
C268	9
C302	9
C308	9
C330	9
C347	9
C377	9
C412	9
C572	9
R12	1
C71	1
C75	1
C112	0
C120	5
C199	7
C212	1
C323	1
C352	1
C359	1
C384	1
C393	1
C397	1
C428	1
C456	1
C471	1
C523	1
C524	1
C581	1
C582	1
R13	7
C12	3
C219	7
C222	7
C362	7
C368	7
R14	1
C73	1
C103	1
C133	1
C188	4
C195	4
C208	4
C211	1
C221	1
C251	6
C273	1
C299	1
C416	1
C429	1
C493	1
C573	1
C574	1
C575	1
R15	0
C26	0
C40	0
C86	0
C146	0
C175	0
C185	0
C206	0
C278	0
C287	0
C294	0
C322	0
C339	0
C411	0
C478	0
C511	0
C531	0
C552	0
C554	0
C586	0
R16	7
C171	2
C231	7
C340	7
C364	7
C537	7
C547	7
C550	7
R17	1
C36	12
C96	1
C169	8
C233	1
C234	1
C266	1
C285	1
C346	1
C353	1
C433	1
C516	1
C596	1
R18	10
C98	2
C166	10
C167	4
C337	10
C344	10
C371	10
C424	10
C437	10
C476	10
C480	10
C590	10
C593	10
R19	8
C107	8
C155	8
C192	8
C193	8
C232	8
C247	8
C435	8
C502	8
C518	8
C566	8
R20	0
C59	0
C139	0
C156	0
C317	0
C348	0
C468	0
C521	0
R21	1
C25	12
C220	1
C224	1
C225	1
R22	8
C137	2
C148	8
C157	8
C200	8
C242	8
C243	8
C301	8
C345	8
C386	8
C394	8
C583	8
R23	12
C92	4
C288	12
C357	12
C495	12
C527	12
C539	12
C563	12
C570	12
C576	12
R24	9
C140	9
C261	9
C321	9
C325	9
C351	9
C363	9
C375	9
C378	9
C389	9
C390	9
C459	9
C525	9
C534	9
C584	9
R25	5
C55	12
C70	5
C135	5
C144	0
C307	5
C326	5
C354	5
C398	5
C461	5
C504	5
R26	12
C216	12
C373	12
C432	12
C588	12
C599	12
C603	12
R27	5
C252	5
C255	9
C316	5
C446	5
C470	5
C475	5
C543	5
R28	1
C119	1
C395	1
R29	9
C57	9
C303	9
C387	9
R30	1
C257	2
C276	1
C360	1
C436	1
C490	1
C500	1
C528	1
R31	3
C180	3
C181	3
C191	3
C230	3
C245	3
C305	3
C444	3
C449	3
C592	3
R32	8
C214	8
C338	8
C342	8
C381	8
C464	8
R33	4
C370	4
C376	4
C427	4
C499	4
C565	4
R34	12
C304	12
C336	12
C404	12
R35	2
C162	2
C173	2
C248	2
C541	2
C561	2
C589	2
C591	2
C594	2
R36	1
C213	2
C311	1
C333	1
C467	1
R37	5
C272	5
C557	5
R38	1
C118	1
C533	1
R39	6
C215	6
C281	6
C283	6
C382	6
C410	6
C453	6
C506	6
C509	6
C548	6
R40	0
C65	2
C110	0
C259	0
C290	0
C358	0
C396	0
R41	1
C540	1
C551	1
R42	5
C97	5
C99	4
C164	5
C515	5
R43	10
C469	10
R44	2
C556	2
R45	0
C209	0
R46	8
R47	12
C374	12
C508	12
R48	4
C178	4
C286	4
C334	4
C392	4
R49	5
C422	5
R50	0
R51	12
C136	12
R52	1
C320	1
C383	1
R53	12
C117	12
C466	12
C473	12
C492	12
R54	12
R55	0
C123	0
C474	0
R56	1
C229	1
C496	1
R57	4
C187	4
R58	9
C84	9
C197	9
R59	3
C391	3
C454	3
C460	3
R60	12
C168	12
C434	12
R61	1
C186	1
C409	1
C485	1
C587	1
R62	8
C177	8
R63	8
C380	8
C520	8
R64	2
C250	2
C265	2
C282	2
R65	9
R66	2
C423	2
