Node	Module
R1	5
C1	4
C2	4
C4	1
C5	6
C6	4
C7	6
C8	1
C9	7
C10	1
C11	6
C12	3
C13	4
C17	2
C18	0
C19	0
C22	2
C23	2
C24	2
C25	2
C27	4
C28	2
C30	5
C37	5
C38	5
C39	5
C41	5
C54	5
C58	5
C59	5
C61	5
C63	5
C65	5
C68	5
C69	5
R2	2
C21	6
C29	2
C32	2
C34	2
C35	2
C43	2
C44	2
C45	2
C47	2
C50	2
C52	2
C53	2
C56	2
C57	2
C60	2
C66	2
C67	2
C70	2
R3	6
C33	6
C46	6
C48	6
C49	6
C62	6
R4	0
C16	0
C36	0
C40	0
R5	4
C64	4
R6	4
C26	4
C51	4
R7	4
C31	4
R8	1
C14	1
R9	7
C3	7
C15	7
R10	1
R11	4
C42	4
R12	4
R13	3
C20	3
R14	3
R15	7
R16	4
C55	4
R17	7
R18	1
R19	7
R20	0
