Node	Module
R1	2
C1	3
C3	1
C10	2
C11	2
C13	2
C15	2
C19	2
C20	2
C26	6
C41	2
C42	2
R2	1
C4	1
C6	1
C8	1
C9	1
C23	1
C25	1
R3	1
C2	3
R4	6
C7	6
C14	6
C24	4
C44	6
R5	1
R6	4
C16	4
C22	4
C29	4
C32	4
C36	4
R7	2
R8	1
R9	0
C12	0
C31	0
C33	0
R10	1
C5	5
R11	1
R12	2
C40	2
R13	1
R14	3
R15	3
C18	3
C39	3
R16	7
C17	7
C37	7
R17	3
R18	3
R19	0
C27	0
R20	5
C30	5
R21	6
C28	6
C45	6
R22	3
R23	6
R24	0
R25	4
C34	4
R26	2
R27	5
R28	5
C21	5
R29	3
R30	1
C38	1
R31	2
R32	7
C35	7
R33	7
R34	6
R35	0
C43	0
R36	3
R37	3
R38	5
R39	1
R40	6
R41	5
R42	6
R43	6
R44	1
R45	1
R46	5
