Node	Module
R1	0
C62	0
C64	7
C87	0
C89	0
C105	0
C265	0
C308	0
C311	7
C312	2
C332	0
C333	0
C415	0
C416	0
C417	0
C804	0
C851	0
C854	0
R2	7
R3	0
R4	7
C15	7
C23	7
C276	7
C285	7
C292	7
C293	7
C299	7
C305	7
C342	7
C343	7
C356	7
C440	7
C442	7
C443	7
C456	7
C555	7
C557	7
C562	7
C641	7
C684	7
C700	7
C796	7
C801	7
C855	7
C862	7
R5	7
C22	7
C77	7
C99	7
C365	8
C525	7
C570	7
C638	7
C661	12
C856	7
R6	7
C74	7
C95	7
C283	7
C290	7
C300	7
C303	7
C316	7
C318	7
C320	7
C331	7
C407	7
C410	1
C439	7
C531	7
C560	12
C566	7
C576	7
C695	12
C776	4
C782	7
C797	7
C841	7
C853	7
C863	7
R7	7
R8	11
C84	11
R9	4
C83	4
C97	4
C297	4
C322	11
C348	5
C351	4
C368	4
C474	4
C482	4
C490	4
C497	4
C504	4
C574	4
C606	4
C622	4
C627	4
C828	4
C858	11
C885	4
C886	4
R10	5
R11	5
C501	4
C836	5
R12	6
C600	6
C602	6
R13	6
R14	6
C271	6
C458	6
C475	6
C489	4
R15	4
C666	4
C887	4
R16	4
C134	4
C476	4
C477	4
C813	4
R17	7
C565	7
R18	4
R19	4
C121	4
C481	4
C814	4
C859	12
R20	5
C86	11
C127	5
C131	5
C222	5
C226	5
C227	5
C228	5
C232	5
C233	5
C806	5
R21	5
C220	5
R22	5
R23	11
C165	11
R24	11
R25	3
C136	3
C139	3
C140	3
C382	3
C385	3
R26	4
C608	4
C715	4
R27	4
R28	4
R29	4
R30	7
C51	7
C53	7
C73	7
C85	7
C94	7
C244	7
C250	7
C251	7
C260	12
C287	7
C296	7
C298	7
C319	7
C321	7
C324	12
C325	12
C346	7
C349	7
C353	7
C412	7
C426	7
C523	7
C541	7
C543	7
C546	12
C556	7
C567	7
C568	7
C569	7
C571	12
C573	4
C665	2
C701	9
C713	7
C861	7
R31	7
C711	7
R32	5
C126	5
C229	5
C738	5
R33	4
C118	4
R34	4
R35	3
C138	3
R36	7
R37	7
R38	1
C176	1
R39	4
R40	4
R41	4
R42	4
C473	4
C487	4
C511	4
C884	4
R43	4
C625	4
R44	5
R45	4
C198	4
R46	11
C65	11
C163	11
C844	11
R47	4
C647	4
R48	3
C758	3
R49	4
C2	4
C603	6
C722	4
R50	3
R51	3
R52	3
R53	3
C723	4
R54	4
C746	4
R55	4
R56	10
C6	10
R57	4
R58	3
R59	4
C98	4
R60	5
C88	5
C785	5
C789	5
C876	5
R61	4
C21	11
C618	4
R62	4
C338	4
C503	4
C619	4
C645	4
C845	4
R63	4
C307	0
C491	4
C510	4
C763	3
C802	4
R64	4
R65	3
R66	4
C108	4
C877	4
R67	11
C336	11
R68	8
C629	8
R69	4
C620	4
C628	4
C651	4
C762	4
C777	1
R70	11
C167	11
C175	11
R71	2
C842	2
R72	3
C398	3
C498	3
C664	3
C761	11
C765	1
C778	3
R73	3
R74	2
R75	3
R76	5
C737	5
C756	5
R77	3
R78	3
R79	4
R80	1
C291	7
C431	1
C434	1
C669	1
C799	1
C811	4
R81	1
C780	1
R82	7
C575	4
R83	3
C371	7
R84	3
C847	3
R85	2
C119	2
C445	2
R86	4
R87	7
C50	7
C78	7
C79	7
C82	7
C91	7
C100	12
C155	7
C203	7
C243	12
C246	7
C247	7
C254	7
C263	7
C264	7
C278	12
C284	7
C304	7
C310	11
C326	7
C357	7
C421	7
C441	1
C553	12
C558	7
C580	7
C642	7
C764	7
C781	1
C795	12
C803	7
C860	7
C873	7
R88	7
C17	4
C252	7
C595	12
R89	3
R90	4
R91	5
C128	5
C129	5
C221	5
C223	5
C230	5
C725	5
C786	5
C793	5
C821	5
R92	5
C729	5
C741	5
C810	1
R93	3
R94	3
R95	3
R96	5
C236	5
R97	5
C11	11
C16	5
C19	5
C225	5
C231	5
C234	5
C235	5
C237	5
C238	5
C239	5
C784	5
R98	5
R99	5
R100	4
C103	3
C467	7
C631	4
C634	4
R101	4
R102	5
C732	5
R103	5
C728	5
C734	5
C736	5
C787	5
R104	4
C496	4
R105	10
C880	10
R106	8
R107	4
C14	4
C18	4
C20	1
C24	11
C96	1
C268	11
C275	4
C402	1
C483	4
C495	4
C502	4
C572	1
C703	7
C759	4
C818	4
C822	4
C824	1
C834	1
C837	4
R108	4
R109	3
C102	3
R110	4
R111	4
C335	11
C488	4
C492	4
C493	4
C624	4
C820	4
R112	4
C693	4
R113	7
R114	3
R115	3
R116	3
R117	3
R118	3
R119	3
R120	3
R121	3
R122	4
R123	4
R124	5
C788	5
R125	5
C577	5
C735	5
R126	5
R127	5
C783	5
R128	5
R129	5
R130	5
R131	5
R132	5
R133	5
R134	5
R135	5
R136	4
R137	4
R138	7
C7	7
C294	7
C295	7
C524	7
C563	7
C617	7
C688	7
R139	4
R140	7
C58	7
R141	3
R142	0
R143	4
C25	4
C26	4
R144	4
R145	4
R146	4
R147	4
C206	4
C207	4
C208	4
C209	4
C494	4
C652	4
C654	4
C714	10
C798	7
C883	4
R148	10
R149	4
R150	8
C644	8
R151	10
R152	8
C470	8
R153	0
R154	7
R155	3
C849	3
R156	1
C521	1
C609	1
R157	2
R158	3
R159	3
R160	4
R161	4
R162	4
C623	3
R163	4
R164	9
C115	9
R165	4
R166	4
C42	11
C724	4
C878	4
R167	4
R168	4
C4	4
R169	4
R170	4
R171	4
R172	2
C352	2
C427	2
R173	8
R174	2
C76	2
C313	2
C334	11
C428	2
C429	2
C430	2
C457	2
C697	2
C807	2
R175	3
R176	4
R177	3
R178	11
R179	3
R180	6
C640	4
R181	6
C648	6
R182	3
C592	3
C614	3
C766	3
R183	4
R184	11
R185	7
R186	7
C137	7
C157	11
C288	12
C302	7
C579	4
C816	7
C825	8
C830	1
C838	7
R187	11
C33	11
C39	11
C40	11
C41	11
R188	11
R189	7
C201	7
C256	7
C257	7
C273	7
C425	12
C526	7
C698	1
C832	4
R190	7
R191	7
R192	7
R193	7
C643	7
C717	7
R194	7
C59	7
C81	7
C92	7
C133	7
C253	7
C281	7
C282	7
C289	7
C329	7
C330	7
C424	7
C437	7
C468	7
C639	7
C702	7
C852	7
C868	7
R195	7
R196	7
R197	4
R198	4
R199	4
R200	3
R201	7
R202	4
R203	4
C601	1
C888	4
R204	4
R205	11
C309	11
C345	11
R206	11
C174	11
C269	11
C280	11
C340	11
C375	11
C380	11
C516	11
C517	11
C649	11
C881	4
R207	5
C8	1
C350	5
C709	4
C726	5
C727	5
C740	5
C742	5
C748	5
C790	5
C792	5
C794	5
C817	5
C846	5
C848	5
R208	2
C191	2
R209	3
R210	4
R211	4
C1	4
R212	3
R213	5
R214	5
C650	5
R215	2
C450	2
C771	2
R216	2
R217	11
C464	11
C486	11
R218	11
R219	4
C463	4
R220	3
C141	3
R221	4
R222	4
R223	2
C667	2
C809	1
R224	4
C604	4
R225	7
R226	5
R227	5
R228	9
C110	9
C112	9
C114	9
C808	9
R229	9
C113	9
R230	9
R231	1
C432	1
R232	9
R233	9
R234	9
R235	9
R236	10
R237	11
R238	4
R239	11
C178	11
R240	10
R241	3
R242	10
C104	7
C259	10
C815	10
R243	4
C605	4
R244	4
C72	4
C111	10
C527	4
R245	10
R246	4
C214	4
C447	4
C448	4
C465	4
R247	4
R248	7
C93	7
C249	7
C258	12
C286	7
C315	7
C317	7
C362	7
C540	12
C549	7
C550	7
C719	7
C865	7
R249	4
R250	10
C363	10
R251	10
C659	10
R252	5
R253	5
R254	5
R255	5
C130	5
C731	5
C733	5
R256	5
R257	5
C663	5
R258	5
C12	5
R259	4
R260	4
C187	6
R261	4
R262	7
R263	4
C660	4
R264	4
R265	1
R266	7
C52	7
C146	7
C160	7
C438	7
C532	7
R267	7
C205	12
C685	7
R268	9
R269	2
R270	4
C383	4
C387	4
C399	4
C400	4
R271	4
C390	4
C819	4
R272	4
C279	4
C377	4
R273	4
R274	4
C116	4
C389	4
C404	4
C422	4
C423	4
C653	1
C882	4
R275	4
R276	4
R277	4
C386	4
C388	4
R278	4
C106	4
C391	4
C708	4
R279	11
R280	7
R281	11
R282	11
C339	11
C378	11
C593	5
R283	11
C699	11
C805	11
R284	1
C171	1
C452	1
R285	1
C172	1
R286	1
C5	4
C451	1
R287	1
R288	11
R289	11
R290	1
C177	1
R291	4
R292	11
R293	11
R294	1
R295	1
R296	1
R297	5
R298	4
R299	9
R300	10
C839	10
R301	7
R302	11
C13	11
C27	11
C28	11
C68	11
C125	11
C179	11
C392	11
C655	11
R303	4
R304	4
R305	11
C616	11
R306	5
R307	4
R308	4
R309	3
R310	4
C9	11
C621	10
C767	4
C769	10
R311	4
R312	4
R313	4
R314	11
C35	11
C38	11
C117	11
C143	11
C145	11
C173	11
C183	11
C184	11
C185	11
C195	6
C372	11
C757	11
R315	7
R316	7
C48	12
C679	12
R317	5
C224	5
R318	5
R319	5
R320	11
C485	11
C597	11
R321	3
R322	4
R323	4
R324	4
C70	4
C518	4
C519	4
C520	4
C670	4
C671	4
R325	4
R326	3
R327	3
R328	7
R329	9
R330	2
C381	2
C405	2
C406	2
C420	2
R331	9
R332	9
R333	8
R334	4
R335	4
C749	4
R336	4
R337	3
R338	4
R339	4
R340	7
R341	1
R342	7
R343	9
C418	9
C419	9
C478	9
C506	9
R344	8
C636	8
R345	4
R346	4
R347	5
R348	10
R349	3
C768	10
R350	10
R351	4
C369	4
C826	1
R352	4
R353	4
R354	0
C508	0
C509	0
R355	4
R356	11
C36	11
R357	4
R358	11
C37	11
C135	11
C262	11
R359	11
R360	11
R361	4
R362	10
R363	4
R364	3
R365	11
R366	4
R367	3
R368	7
C109	8
C306	7
C529	7
C662	7
R369	4
R370	8
R371	8
R372	8
C462	8
R373	4
R374	4
R375	4
R376	3
R377	5
R378	2
C107	2
R379	0
C217	0
R380	2
C216	2
C716	2
R381	0
R382	7
C57	7
C274	7
C277	12
C637	7
R383	11
C34	11
C43	11
C144	11
C164	11
C594	11
R384	11
R385	3
R386	3
R387	4
R388	11
R389	5
C743	5
R390	2
C3	2
R391	3
R392	4
C515	4
R393	4
R394	11
R395	7
C197	7
C512	7
C683	7
C704	7
R396	7
R397	4
R398	4
R399	4
R400	4
R401	4
R402	11
R403	11
R404	10
R405	11
R406	4
R407	4
C459	4
R408	4
R409	11
R410	11
R411	7
R412	4
R413	9
R414	10
R415	7
R416	4
C454	10
R417	5
R418	10
R419	5
C730	5
R420	5
R421	10
R422	4
R423	8
R424	4
R425	5
R426	8
R427	3
R428	3
R429	4
R430	4
C646	4
R431	4
R432	4
R433	9
R434	11
C180	11
C182	11
C186	11
R435	11
C344	11
