Node	Module
R1	1
C13	1
C26	2
C70	2
C96	1
C99	1
R2	2
C3	2
C4	2
C28	5
C62	4
C63	4
C90	2
C94	2
R3	5
C6	1
C16	2
C32	3
C34	5
C35	5
C48	5
C51	5
C54	3
C55	5
C59	5
C61	0
C66	0
C69	0
C72	2
C73	0
C79	2
C81	0
C91	4
C92	3
R4	1
R5	1
C64	1
R6	2
C43	2
C65	2
C89	2
R7	1
C77	1
R8	5
C68	5
R9	2
C45	2
R10	3
C23	3
C25	3
C50	3
R11	1
R12	4
R13	1
R14	4
C2	4
C10	4
C29	4
C33	4
C84	4
C85	4
C87	4
C97	4
R15	0
C82	0
C95	0
R16	5
R17	3
C15	3
C18	3
C24	3
C27	3
C37	3
C40	3
C52	3
C67	3
R18	3
R19	2
C38	0
R20	0
C22	0
R21	5
C7	5
C30	5
C78	0
C80	5
C83	5
R22	1
R23	1
R24	1
R25	2
R26	5
R27	4
C39	4
C44	4
C98	4
R28	2
R29	5
R30	1
R31	2
C47	2
R32	3
C17	3
C19	3
C42	3
C71	3
R33	0
C74	0
R34	2
C1	2
R35	1
R36	2
C21	2
R37	2
C8	2
R38	2
R39	0
C14	0
C31	0
C76	0
R40	1
R41	3
C9	3
C12	3
C36	3
C49	3
C56	3
C57	3
C86	3
C93	3
R42	2
R43	2
R44	0
C41	0
C46	0
C53	0
C100	1
R45	2
C5	2
R46	2
R47	0
C11	0
C20	0
C58	0
C60	0
C88	0
R48	1
R49	1
R50	3
R51	0
R52	1
R53	3
R54	1
C75	1
R55	0
R56	1
R57	4
R58	1
