Node	Module
R1	0
C11	5
C77	0
C78	0
C85	1
C119	0
C120	3
C124	0
R2	6
C42	3
C51	6
C52	6
C58	4
C68	6
C87	4
C90	3
C97	1
C107	6
C121	3
C126	5
R3	3
C38	1
C46	3
C59	3
C70	3
C103	3
R4	3
C7	4
C9	3
C14	0
C19	6
C22	3
C25	0
C34	3
C39	0
C40	0
C47	3
C50	3
C55	5
C57	0
C60	3
C75	0
C80	3
C81	3
C83	0
C89	0
C95	0
C96	5
C110	3
C111	3
C123	3
C131	5
C135	5
R5	0
C130	0
C134	0
R6	4
C6	4
C73	4
C74	4
R7	5
R8	5
C94	5
R9	5
C21	1
C84	6
R10	5
R11	4
C17	4
C67	4
C125	6
R12	2
C27	2
C72	3
C133	2
R13	3
C3	3
C65	3
C66	1
C69	6
C105	3
R14	1
C44	1
C76	1
R15	1
C36	1
C53	1
C61	1
R16	1
R17	3
C30	3
C31	3
C37	3
C45	3
C98	3
R18	0
C8	0
R19	1
R20	0
R21	4
C129	4
R22	0
R23	4
C71	4
R24	3
C20	3
R25	5
C18	1
R26	5
R27	0
R28	5
R29	1
C63	1
R30	5
C16	5
C99	5
R31	5
R32	4
C10	4
C48	4
C88	4
C112	4
R33	4
C35	4
R34	3
C49	3
C82	3
C104	3
C109	3
R35	4
R36	1
R37	5
R38	0
R39	6
C41	6
R40	3
C127	3
R41	5
R42	5
R43	0
R44	1
C13	1
R45	5
R46	5
R47	5
R48	1
C15	1
C93	1
C116	6
R49	0
R50	0
C114	0
R51	1
C117	1
R52	3
C26	3
C64	3
C79	3
C92	3
C101	3
R53	5
R54	5
R55	3
C12	3
C24	3
R56	4
C2	4
C4	4
C5	4
C43	4
C62	4
C102	4
C113	6
C118	4
R57	0
R58	6
C1	6
C32	6
C33	6
C54	6
C56	6
C91	6
C100	6
C115	6
C128	6
R59	5
R60	0
R61	0
R62	5
R63	5
C86	5
R64	0
R65	0
C106	0
C122	0
R66	1
C132	1
R67	3
C23	3
C29	3
C108	3
R68	5
R69	5
R70	5
R71	5
R72	5
R73	0
C28	0
