Node	Module
R1	5
C1	7
C2	1
C3	7
C5	6
C6	7
C7	6
C8	7
C9	3
C11	5
C13	2
C14	7
C23	6
C30	3
C32	5
C36	5
C43	5
C58	5
C66	5
C75	5
C86	3
C92	5
C98	5
C109	5
C110	1
C111	5
C116	6
C117	5
C120	5
C121	5
C130	5
C132	5
C138	8
C139	5
C140	5
C178	5
C185	5
C186	5
C197	5
C198	5
C204	5
C206	5
C207	5
C208	5
C209	5
C217	5
C219	5
C234	5
C238	5
R2	7
C42	7
C60	7
C71	7
C118	5
C125	7
C144	7
C222	7
C242	7
R3	1
C16	0
C18	2
C20	1
C27	1
C53	6
C64	1
C74	1
C83	1
C84	1
C135	1
C156	1
C157	1
C158	1
C159	1
C241	1
R4	3
C4	7
C10	3
C17	0
C19	3
C29	3
C34	3
C94	3
C101	3
C165	3
C168	3
C188	3
C192	3
C202	3
C214	3
C227	3
R5	0
C22	7
C33	0
C48	0
C57	0
C62	2
C70	7
C80	2
C105	0
C108	0
C119	0
C191	0
R6	0
C12	0
C15	7
C37	2
C55	2
C67	1
C73	0
C76	8
C78	0
C99	0
C102	8
C103	2
C127	0
C146	0
C150	0
C194	0
C196	0
C211	0
C218	0
C229	0
C233	0
C240	0
C244	0
R7	0
C24	0
C65	0
R8	2
C44	2
C45	2
C61	2
C115	2
C137	2
C147	2
C152	2
C154	2
C203	2
C215	2
R9	7
C49	7
C56	4
C79	7
C107	7
C161	7
C182	7
R10	8
C39	8
C68	8
C124	8
C128	8
C172	8
C230	8
C236	8
R11	2
C50	2
C54	2
C82	2
C90	2
C136	2
C149	2
C170	2
C187	2
C245	2
R12	6
C25	1
C26	6
C31	8
C126	6
C148	6
C174	6
R13	5
C77	6
C123	5
C183	5
C212	5
C216	5
R14	3
R15	0
C21	0
C41	2
C122	0
C224	0
R16	4
C35	4
C38	4
C40	4
C47	4
C51	4
C63	4
C72	4
C100	4
C112	4
C129	4
C160	4
C179	4
C201	4
R17	4
C28	4
C93	4
C106	4
C113	4
C114	4
C133	4
C143	4
C171	4
C173	4
C200	4
C205	4
R18	7
C59	7
C95	1
C151	7
C228	7
C243	7
R19	6
C131	6
C155	6
R20	8
C46	8
C69	8
C85	8
C87	8
C180	8
R21	6
C81	6
C213	6
R22	7
C52	7
C225	7
R23	8
C164	8
C175	8
R24	0
R25	7
C195	7
R26	2
C176	2
R27	5
C96	5
C189	5
C231	5
R28	1
C193	1
R29	6
C184	6
C235	6
R30	1
C89	1
C163	1
R31	7
C104	7
C190	7
R32	6
C141	6
C142	6
C153	6
R33	7
C239	7
R34	0
C162	0
C226	0
R35	8
C91	8
C167	8
C169	8
C177	8
R36	4
C88	4
C97	4
C199	4
C210	4
R37	7
R38	6
C134	6
R39	1
C145	1
C221	1
R40	7
C223	7
R41	0
R42	0
C166	0
C220	0
R43	2
R44	7
R45	2
C232	2
R46	1
R47	1
C237	1
R48	6
C181	6
R49	6
R50	3
R51	5
