Node	Module
R1	3
C1	3
C2	3
C3	3
C16	3
C17	2
C18	3
C19	3
C31	3
C44	3
R2	3
C43	3
C46	3
R3	4
C22	4
R4	3
C40	3
R5	2
C10	2
C29	2
C30	5
C35	1
R6	4
C7	4
C8	4
C15	4
C27	4
C39	4
C47	4
R7	1
C25	1
C34	1
C41	1
C45	1
R8	2
C6	2
C12	2
C13	2
C14	2
C26	1
C28	2
C33	2
C48	2
R9	1
C5	1
C32	1
C42	1
C49	1
C50	1
C51	1
R10	5
C20	5
C24	5
R11	3
R12	1
C9	1
C11	1
C23	1
C37	0
R13	0
C4	0
C21	0
C36	0
C38	0
R14	1
