Node	Module
R1	5
C1	2
C2	2
C4	0
C5	1
C6	4
C7	0
C8	3
C10	0
C12	2
C15	4
C17	3
C18	4
C19	3
C21	5
C22	0
C25	3
C28	2
C36	5
C37	5
C40	5
C41	3
C42	1
C43	5
C44	5
C50	5
C54	3
C55	5
C60	2
C77	5
C79	5
C83	5
R2	4
C3	2
C13	4
C14	4
C20	4
C26	4
C29	0
C30	4
C38	0
C48	5
C56	4
C69	4
C90	4
C98	4
C99	4
R3	5
C11	0
C16	2
C24	2
C27	4
C35	3
C51	0
C61	5
R4	0
C9	3
C23	0
C45	0
C49	0
C57	0
C72	0
C73	0
C85	0
R5	0
C63	0
C80	0
C105	0
R6	3
C33	1
C34	1
C86	3
C100	3
R7	2
C66	2
C92	2
R8	1
C65	1
C81	1
C93	1
C96	1
C97	1
R9	3
C32	2
C58	3
C104	3
R10	5
C47	2
C53	5
C67	5
C88	5
C101	5
R11	0
C39	2
C68	0
R12	5
C31	2
C52	3
R13	4
C46	0
R14	4
C62	4
C89	4
R15	3
C102	3
R16	2
C78	2
C87	2
R17	4
R18	1
C74	1
C82	1
C95	1
R19	1
C91	1
C94	1
R20	2
C75	2
R21	4
C76	4
R22	4
C59	4
R23	1
C70	1
C84	1
R24	2
C103	2
R25	3
C71	3
R26	3
R27	4
R28	0
R29	2
R30	4
R31	0
R32	2
R33	4
R34	0
C64	0
R35	1
R36	4
R37	4
R38	2
R39	2
