Node	Module
R1	5
C1	2
C2	0
C3	4
C4	4
C5	0
C6	2
C7	4
C8	4
C9	2
C10	1
C11	3
C12	0
C14	2
C15	1
C16	0
C17	0
C18	4
C19	5
C21	4
C23	2
C24	1
C26	2
C27	3
C29	1
C30	5
C41	0
C45	3
C47	5
C48	5
C52	5
C59	5
C63	5
R2	3
C20	3
C22	4
C25	1
C28	3
C32	0
C33	3
C38	3
C43	2
C44	3
C49	3
C57	3
C66	3
R3	1
C31	3
C34	1
C58	1
C64	1
C69	1
R4	0
C13	0
C35	3
C40	4
C42	2
C56	0
R5	4
C53	1
C61	4
C70	4
C74	4
R6	3
R7	1
C36	0
C37	1
C39	1
C60	0
C62	1
C75	1
R8	5
R9	2
C46	4
C50	2
C67	2
C71	2
R10	3
R11	1
C51	1
R12	0
R13	4
R14	3
R15	2
R16	2
R17	4
C76	4
R18	4
R19	4
C55	0
R20	0
R21	1
C54	1
R22	4
R23	0
C65	0
R24	0
C68	0
R25	5
C73	5
R26	1
R27	4
C72	4
R28	2
R29	0
R30	0
R31	0
