Node	Module
R1	5
C1	3
C2	6
C3	0
C4	6
C5	6
C6	0
C7	2
C10	1
C11	1
C12	0
C14	0
C15	5
C22	5
C24	5
C28	0
C32	5
C34	5
C38	5
C43	5
C47	5
C50	5
C61	5
R2	5
C8	2
C13	6
C18	2
C26	2
C45	5
C48	5
C52	5
C59	5
C62	5
R3	1
C16	1
C21	6
C23	1
C35	4
C54	1
C55	1
C60	1
R4	6
C9	6
C25	1
C31	6
C39	6
R5	1
C17	1
C19	2
C27	2
R6	0
C29	0
C30	4
R7	6
C44	6
C51	6
R8	1
C33	1
C46	1
R9	6
R10	0
C53	0
R11	0
C56	0
C57	0
R12	2
C36	2
R13	2
C63	2
R14	4
C20	4
C42	4
C58	4
R15	6
R16	6
R17	2
C37	2
R18	6
R19	4
C41	4
R20	1
R21	3
R22	2
C40	2
C49	2
R23	3
R24	1
R25	3
R26	2
R27	0
R28	3
R29	6
R30	3
R31	3
R32	6
R33	4
R34	3
R35	2
R36	3
