Node	Module
R1	1
C1	2
C2	3
C3	4
C4	0
C5	0
C6	0
C7	2
C8	0
C9	0
C10	0
C11	0
C12	0
C13	0
C14	0
C15	0
C16	0
C17	0
C18	0
C20	0
C21	0
C22	0
C23	0
C24	0
C25	4
C27	1
C28	1
C29	1
C30	1
C31	1
C34	1
C36	1
C37	1
C38	1
C40	1
C41	1
C42	1
C43	1
C44	1
C45	1
C47	1
C48	1
C49	1
C50	1
C51	1
C52	1
C53	1
C54	1
C55	1
C56	1
C57	1
C58	1
C59	1
C60	1
C65	1
C66	1
C68	1
C69	1
C70	1
C71	1
C72	1
C73	1
C74	1
C76	1
C77	1
C79	1
C80	1
C81	1
C83	1
C84	1
C85	1
C86	1
C88	1
R2	0
C19	2
C26	0
C33	0
C35	0
C39	0
C46	0
C61	0
C62	0
C63	0
C75	0
R3	2
C32	2
C64	2
C67	2
C82	2
R4	2
C78	2
R5	4
C87	4
R6	3
