Node	Module
R1	12
C10	1
C20	5
C36	12
C41	12
C50	12
C53	12
C54	12
C57	4
C81	12
C82	12
C87	12
C109	12
C137	12
C148	12
C150	12
C152	12
C164	12
C169	12
C183	12
C186	12
C202	12
C236	12
C241	12
C243	12
C245	12
C258	12
C262	12
C263	12
C270	12
C282	12
R2	13
C1	5
C3	13
C5	13
C7	1
C9	13
C11	13
C13	6
C16	13
C17	13
C19	13
C21	13
C22	13
C23	13
C24	13
C26	13
C27	13
C35	13
C37	1
C40	13
C62	13
C94	13
C105	13
C126	13
C145	13
C156	13
C176	13
C259	13
C276	13
R3	9
C6	1
C12	11
C15	7
C32	9
C45	9
C47	2
C61	9
C64	9
C115	9
C132	9
C149	9
C151	9
C158	9
C166	9
C190	9
C197	9
C199	9
C203	9
C207	9
C216	9
C217	9
C256	9
C257	9
C264	9
C268	9
C281	9
R4	13
C4	6
C25	13
C29	11
C44	11
C48	7
C93	13
C102	13
C107	13
C117	13
C127	13
C167	13
C179	13
C242	13
C260	13
C273	13
C279	13
R5	13
C43	1
C60	13
C80	13
C92	13
C106	13
C116	13
C141	13
C178	13
C185	13
C272	13
C278	13
R6	13
C46	6
C100	13
C140	13
C177	13
C184	13
C277	13
R7	10
C8	10
C18	10
C30	3
C65	6
C71	10
C78	10
C79	10
C88	10
C91	10
C121	10
C136	10
C146	10
C165	10
C168	10
C189	10
C206	10
C208	10
C223	10
C252	10
C267	10
C280	10
C283	10
R8	6
C2	11
C38	11
C134	6
C135	6
C171	6
C211	6
C219	6
C227	6
C232	6
C251	6
C253	6
R9	11
C142	11
C144	11
C180	11
C244	11
C261	11
C274	11
R10	0
C14	0
C58	0
C63	0
C75	0
C76	0
C90	0
C95	0
C96	0
C147	0
C220	0
C271	0
R11	10
C39	10
C66	10
C73	10
C77	10
C84	10
C85	10
C86	10
C98	10
C123	10
C238	10
R12	4
C56	4
C104	4
C118	4
C120	4
C155	4
C159	4
C160	4
C187	4
C215	4
C246	4
R13	11
C161	11
C162	11
C163	11
C172	11
C229	11
C230	11
C250	11
R14	1
C28	1
C51	1
C122	1
C143	1
C153	1
C213	1
C218	1
C254	1
R15	2
C83	2
C89	2
C138	2
C139	2
C174	2
C196	2
C198	2
C201	2
C237	2
R16	6
C31	1
C42	6
C59	6
C112	6
C182	6
C222	6
C234	6
R17	1
C205	1
R18	7
C101	7
C192	7
C224	7
C235	7
C239	7
R19	10
C67	10
C99	10
C124	10
C226	10
C231	10
R20	5
C129	5
C130	5
C170	5
C221	5
C228	5
C233	5
R21	3
C103	3
C125	3
C181	3
C188	3
C214	3
C265	3
R22	6
C97	6
C119	6
C157	6
C193	6
R23	11
C108	11
C110	11
C200	11
C249	11
R24	12
C74	12
C247	12
C248	12
R25	5
C49	5
C128	5
C255	5
R26	0
C204	0
C210	0
C240	0
C269	0
R27	5
C194	5
R28	8
C33	8
C52	8
C68	8
R29	8
C70	8
C195	8
R30	4
C154	4
C209	4
C212	4
R31	5
C113	5
C266	5
C275	5
R32	5
C111	5
C131	5
C173	5
R33	6
C114	6
C225	6
R34	1
R35	6
C175	6
R36	5
C34	5
R37	5
C191	5
R38	11
C55	11
R39	11
C72	11
R40	1
R41	5
R42	7
C69	7
R43	11
C133	11
R44	11
R45	12
R46	6
R47	11
