Node	Module
R1	0
C50	6
C77	0
C88	0
C94	0
C105	0
C118	0
C140	0
R2	0
C15	0
C54	0
C63	0
C74	0
C75	0
C85	0
C87	0
C106	0
C117	0
C125	0
C133	0
R3	0
C59	0
C113	1
C139	0
C142	4
R4	0
C27	0
C33	6
C34	0
C40	6
C61	6
C64	6
C66	3
C90	0
C93	0
C95	0
C102	4
C115	1
C124	4
C131	0
R5	5
C3	5
C65	5
C79	5
C128	1
R6	5
C1	5
C17	5
C21	5
C24	5
C25	5
C28	5
C42	3
C48	5
C52	6
C55	5
C60	5
C78	5
C80	5
C81	5
C82	6
C96	4
C99	2
C104	6
C114	5
C119	5
C120	5
C123	5
C127	5
C129	5
C135	4
C143	6
R7	5
C26	5
C62	6
C67	5
C103	3
R8	6
C7	6
C22	6
R9	6
C13	6
C23	6
R10	6
C20	6
C111	6
R11	4
C70	4
C89	4
C126	6
R12	6
C14	6
R13	6
C11	6
R14	6
C68	6
R15	6
R16	1
C10	1
C29	1
C31	1
C44	1
C56	1
C73	1
C84	4
C138	1
R17	1
C30	1
C43	3
R18	1
C76	1
C100	1
C107	1
C132	1
C137	1
R19	2
C12	2
C18	2
C37	2
C47	2
C122	2
R20	1
C45	1
C71	1
C98	1
C144	1
R21	3
C46	3
C69	3
C101	3
C112	3
C121	3
C134	3
C136	3
R22	6
C19	6
C49	4
R23	3
C2	3
C6	3
C38	3
C51	3
C53	3
C83	3
C86	3
C110	3
R24	4
C8	4
C72	4
R25	4
C5	4
C32	6
C36	4
C39	4
C41	4
C57	4
C108	4
C109	4
R26	4
C4	4
C35	4
C91	4
C130	4
C141	4
R27	4
C97	4
R28	6
C116	6
R29	6
R30	1
C9	1
R31	2
C16	2
C58	2
C92	2
