Node	Module
R1	0
C1	3
C2	3
C3	3
C10	5
C11	6
C15	6
C17	5
C22	1
C23	2
C24	4
C35	0
C40	0
C46	0
C47	0
C49	0
C53	0
C55	0
C57	0
C58	0
C60	0
C61	0
C67	0
C71	0
C72	0
C75	0
C77	0
C78	0
C79	0
C80	0
C83	0
C85	0
C92	0
C93	0
C94	0
C97	0
C103	0
C104	0
C105	0
C106	0
C107	0
C109	0
C115	0
C116	0
R2	4
C4	2
C5	5
C6	3
C8	5
C14	5
C20	1
C31	4
C48	6
C52	4
C59	4
C84	4
C95	4
C99	4
C113	4
R3	5
C7	5
C12	5
C13	5
C41	5
C64	5
C66	5
C114	5
R4	4
C16	2
C18	1
C73	4
C81	4
C89	4
C117	4
R5	5
C29	2
C33	4
C43	5
C65	5
R6	4
C42	4
C44	4
C68	4
C108	4
R7	1
C28	1
C32	1
C37	1
C51	1
C70	1
C112	1
R8	5
C38	3
C100	5
R9	1
C9	2
C27	1
C54	2
R10	3
C21	3
C26	2
C39	3
C69	3
R11	1
C19	1
C87	1
C98	1
R12	5
R13	1
C30	1
C45	1
R14	1
C111	1
C118	1
R15	3
C56	3
R16	6
C34	6
R17	5
C25	5
R18	2
C50	2
C86	2
R19	3
C36	3
C62	3
R20	2
C91	2
R21	3
C74	3
R22	6
C110	6
R23	5
R24	3
R25	5
R26	1
C90	1
C101	1
R27	3
C88	3
R28	2
R29	3
R30	2
C63	2
C102	2
R31	4
R32	5
R33	3
R34	2
C96	2
R35	6
R36	1
R37	3
R38	2
R39	3
R40	5
C82	5
R41	3
R42	2
R43	3
C76	3
R44	2
R45	5
R46	3
R47	1
R48	2
R49	0
