Node	Module
R1	0
C1	2
C2	2
C3	1
C4	0
C5	2
C6	2
C7	2
C8	2
C9	2
C10	1
C11	2
C12	1
C13	1
C14	0
C15	0
C16	2
C17	0
C18	3
C19	0
C22	0
C23	0
C24	2
C25	0
C26	0
C27	2
C28	1
C29	0
C32	0
C33	2
C35	0
C36	0
C39	3
C52	0
C53	0
R2	0
C20	2
C21	2
C30	3
C31	0
C37	0
C43	0
R3	0
C46	0
C54	0
C60	0
R4	3
C49	3
C50	3
R5	2
C34	2
C42	0
C44	2
C45	3
C48	2
R6	2
C38	2
C40	3
C61	2
R7	3
R8	2
C41	2
R9	0
C51	0
C56	0
R10	1
C47	1
C55	1
C57	1
C59	1
R11	0
R12	2
R13	2
R14	3
C58	3
R15	1
R16	0
R17	2
R18	2
R19	2
R20	0
R21	2
R22	2
R23	2
R24	1
