Node	Module
R1	3
C2	4
C4	4
C6	4
C9	4
C10	3
C12	3
C16	3
C17	3
C19	3
C20	3
C21	3
C25	3
C29	3
R2	3
C7	0
C14	2
C23	0
C26	0
C32	3
R3	2
C1	1
C3	1
C5	1
C22	2
C35	2
R4	0
C8	1
C27	0
C31	0
R5	1
C15	5
C18	1
R6	3
R7	4
R8	2
C13	2
C33	2
R9	2
R10	4
R11	5
C11	5
C24	5
C30	5
R12	5
R13	1
R14	2
R15	4
R16	4
R17	1
R18	2
C34	2
R19	1
R20	4
C36	4
R21	1
R22	3
R23	1
R24	3
R25	2
R26	0
C28	0
R27	1
R28	1
R29	0
R30	1
R31	1
R32	0
R33	1
R34	1
R35	1
R36	4
R37	1
R38	1
R39	5
R40	4
R41	1
R42	5
R43	1
R44	4
R45	1
R46	4
R47	1
R48	1
R49	3
R50	1
R51	1
R52	1
R53	1
R54	4
R55	3
R56	5
R57	5
R58	1
R59	1
R60	4
R61	3
