Node	Module
R1	6
C1	2
C2	6
C3	2
C6	5
C7	5
C8	6
C11	1
C12	5
C13	0
C14	6
C15	6
C17	6
C21	5
C23	4
C26	2
C33	4
C35	6
C39	5
C40	0
C45	6
C47	6
C79	6
C82	6
C85	6
C89	6
C98	6
C102	6
C110	6
R2	4
C16	0
C18	1
C20	1
C22	5
C27	4
C34	4
C38	4
C61	4
C69	4
C74	4
C90	4
C95	4
C97	4
C100	4
C111	4
C112	4
C113	4
C115	4
R3	1
C4	2
C24	0
C29	1
C31	4
C36	1
C44	1
C48	1
C56	1
C59	1
C64	1
C72	1
C77	1
C81	1
C84	1
C88	1
C94	1
C96	1
C118	1
R4	0
C5	5
C9	5
C32	0
C43	0
C57	0
C58	0
C65	0
C91	0
C104	0
C117	0
R5	2
C19	5
C25	2
C30	4
C46	2
C49	2
C51	2
C76	2
C106	2
R6	1
C67	1
C78	1
C83	1
C99	1
R7	6
C52	6
C68	6
C71	6
C75	6
C93	6
C101	6
R8	2
C37	2
C80	2
R9	5
C42	5
C54	5
C55	5
C62	5
C116	5
R10	5
C10	5
R11	5
C63	5
C66	5
C109	5
R12	3
C41	3
C53	3
C87	3
C92	3
C114	3
R13	2
C103	2
C107	2
R14	2
C86	2
R15	4
R16	5
R17	2
C50	2
C73	2
C108	2
R18	5
R19	6
C60	6
R20	1
C28	1
C105	1
R21	5
C70	5
R22	5
R23	0
R24	1
